bc_short_name,bc_id,bc_short_name_id,parent_bc_id,bc_categories,bc_synonyms,result_scales,bc_definition,bc_hierarchy_level,bc_hierarchy_full,dec_n
Clinical Test Result,C77140,Clinical Test Result (C77140),,Clinical Test Result,,,"The result of a laboratory, radiologic, or other clinical test performed to determine the presence, absence, or degree of a condition.",0,Clinical Test Result (C77140),0
Clinical Trial Eligibility Criteria,C16112,Clinical Trial Eligibility Criteria (C16112),,Eligibility Criteria;Clinical Trial Design,Eligibility Criteria;Study Eligibility Criteria,,"Characteristics which are necessary to allow a subject to participate in a clinical study, as outlined in the study protocol. The concept covers inclusion and exclusion criteria.",0,Clinical Trial Eligibility Criteria (C16112),0
Clot Detection,C111095,Clot Detection (C111095),,Clot Detection,,,Any of several methods used to detect the presence of or quantify the formation of a thrombus in a specimen.,0,Clot Detection (C111095),0
Color Assessment,C64546,Color Assessment (C64546),,Laboratory Tests;Urinalysis;Urinary System Findings,COLOR;Color,Nominal,A qualitative assessment of the color of a biological specimen.,0,Color Assessment (C64546),4
Complete,C25250,Complete (C25250),,Subject Disposition;Protocol Disposition Events,Completed;Completion;Completely,Nominal,To possess every necessary or normal part or component or step; having come or been brought to a conclusion.,0,Complete (C25250),5
Computed Tomography,C17204,Computed Tomography (C17204),C16502,Diagnostic Imaging;Medical Imaging,CAT Scan;Computed Axial Tomography;Computed Tomography;Computerized Tomography;CT,Nominal,A method of examining structures within the body by scanning them with X rays and using a computer to construct a series of cross-sectional scans along a single axis.,1,Diagnostic Imaging (C16502); Computed Tomography (C17204),11
Concomitant Therapy,C53630,Concomitant Therapy (C53630),C49236,Interventions;Substance Administration;Medication Administration,Concomitant Medication,Nominal,"Any pharmaceutical agent, other than the primary therapy, that is administered to or used by the subject prior to or during a specified time period.",1,Therapeutic Procedure (C49236); Concomitant Therapy (C53630),16
Condom Use Frequency,C181527,Condom Use Frequency (C181527),,Reproductive Findings,CNDUFRQD;Condom Use Frequency Desc;Condom Use Frequency Description,Narrative,The reported frequency of condom use.,0,Condom Use Frequency (C181527),2
Condom Use for Most Recent Sexual Intercourse Indicator,C181526,Condom Use for Most Recent Sexual Intercourse Indicator (C181526),C25180,Reproductive Findings;Clinical Findings Indicator;Indicator,CNDMIND;Condom Use Most Recent Sex Interc Ind,Ordinal,An indication as to whether a condom was used during the most recent occurrence of sexual intercourse.,1,Indicator (C25180); Condom Use for Most Recent Sexual Intercourse Indicator (C181526),2
Congenital Abnormality Indicator,C122187,Congenital Abnormality Indicator (C122187),C93491,Reproductive Findings;Clinical Findings Indicator;Indicator,CABNIND;Abnormal Indicator,Ordinal,Specifies whether any abnormality was present at birth or during the neonatal period.,1,Abnormal Indicator (C93491); Congenital Abnormality Indicator (C122187),2
Copy Number Variation Assessment,C181330,Copy Number Variation Assessment (C181330),C18302,Genomics Findings;Genetic Variation Analysis,CPNUMVAR;Gene Copy Number Variation;Copy Number Variation Assessment,Quantitative;Ordinal,An assessment of the variability in the number of replicas of a gene within the genome.,1,Genetic Variation Analysis (C18302); Copy Number Variation Assessment (C181330),16
Coronary Artery Thrombosis Method of Identification,C119229,Coronary Artery Thrombosis Method of Identification (C119229),C111095,Findings About Cardiovascular Events;Cardiovascular System Finding;Clot Detection,CATMTHID;Coronary Artery Thrombosis Method Ident,Nominal,The method used to detect a coronary artery thrombus.,1,Clot Detection (C111095); Coronary Artery Thrombosis Method of Identification (C119229),6
Coronaviridae Measurement,C171456,Coronaviridae Measurement (C171456),C49188,Laboratory Tests;Microbiology Tests;Virology Tests;COVID-19 Tests;SARS-CoV-2 Tests,,,The determination of the amount of coronaviridae in a sample.,1,Microbiology Test (C49188); Coronaviridae Measurement (C171456),0
Cotinine Measurement,C92249,Cotinine Measurement (C92249),C49237,Laboratory Tests;Chemistry Tests,Cotinine,Quantitative;Ordinal,The determination of the amount of cotinine present in a sample.,1,Chemistry Test (C49237); Cotinine Measurement (C92249),3
Creatinine Measurement,C64547,Creatinine Measurement (C64547),C49237,Laboratory Tests;Chemistry Tests;Renal Function Tests,Creatinine,Quantitative;Nominal,A quantitative measurement of the amount of creatinine present in a sample.,1,Chemistry Test (C49237); Creatinine Measurement (C64547),4
Cytokine Measurement,C74804,Cytokine Measurement (C74804),,Laboratory Tests;Chemistry Tests,,,The determination of type and amount of cytokines in a sample.,0,Cytokine Measurement (C74804),0
D-Dimer Measurement,C82621,D-Dimer Measurement (C82621),C49237,Laboratory Tests;Chemistry Tests;Protein or Enzyme Measurements;Fibrin Degragation Products,D-Dimer;DDIMER;FDP;Fibrin Degragation Products,Quantitative,The determination of the amount of d-dimers present in a sample.,1,Chemistry Test (C49237); D-Dimer Measurement (C82621),4
Date of Last Sexual Intercourse,C181524,Date of Last Sexual Intercourse (C181524),,Reproductive Findings,MRSXIDTC;Date of Most Recent Sexual Intercourse,Temporal,The date on which the most recent sexual intercourse occurred.,0,Date of Last Sexual Intercourse (C181524),2
Dead,C28554,Dead (C28554),,Subject Disposition;Protocol Disposition Events,Expired;Death;Died,Nominal,The cessation of life.,0,Dead (C28554),5
Death Certification Indicator,C135385,Death Certification Indicator (C135385),C25180,Death Diagnosis and Details;Indicator,DTHCOIND;Death Certificate Obtained Indicator,Ordinal,An indication as to whether a death certificate was obtained.,1,Indicator (C25180); Death Certification Indicator (C135385),2
Death Expected Indicator,C184505,Death Expected Indicator (C184505),C93565,Death Diagnosis and Details;Expected Indicator,DTHEXIND,Ordinal,An indication as to whether the death was expected.,1,Expected Indicator (C93565); Death Expected Indicator (C184505),2
Death Indicator,C93546,Death Indicator (C93546),,Death Indicator,,,Specifies whether the life of an entity has ceased.,0,Death Indicator (C93546),0
Death Witnessed Indicator,C170571,Death Witnessed Indicator (C170571),C25180,Death Diagnosis and Details;Indicator,DTHWIND,Ordinal,An indication as to whether the death event was witnessed by another individual.,1,Indicator (C25180); Death Witnessed Indicator (C170571),2
Delivery Procedure,C81179,Delivery Procedure (C81179),C89340,Reproductive Findings,DLVRMODE;Mode of Delivery;Birth Method of Delivery,Nominal,Description of the method by which a fetus is delivered.,1,Obstetric Procedure (C89340); Delivery Procedure (C81179),2
Diagnostic Imaging,C16502,Diagnostic Imaging (C16502),,Diagnostic Imaging;Medical Imaging,Medical Imaging,,Any method that uses a visual display of structural or functional patterns of organs or tissues for diagnostic evaluation.,0,Diagnostic Imaging (C16502),0
Diagnostic Mammography,C79416,Diagnostic Mammography (C79416),C16818,Diagnostic Imaging;Medical Imaging;Breast Cancer Diagnostic Procedures;Breast Cancer TAUG,Diagnostic Mammogram,Nominal,Mammography done after suspicious results on a screening mammogram or after other signs of possible breast cancer.,2,Diagnostic Imaging (C16502); Mammography (C16818); Diagnostic Mammography (C79416),11
Diagnostic Procedure,C18020,Diagnostic Procedure (C18020),,Procedures,Diagnostic Tests,,Any procedure or test to diagnose a disease or disorder.,0,Diagnostic Procedure (C18020),0
Diagnostic Ultrasound,C19337,Diagnostic Ultrasound (C19337),C17230,Diagnostic Imaging;Medical Imaging;Diagnostic Procedures;Procedures;Breast Cancer TAUG,Diagnostic Ultrasonography;Diagnosis (US);Ultrasound,Nominal,Use of ultrasound for imaging for diagnostic purposes.,2,Imaging Procedure (C17369); Ultrasound Imaging (C17230); Diagnostic Ultrasound (C19337),11
Diameter,C25285,Diameter (C25285),,Properties;Quantitative Concepts,,,The length of a straight line passing through the center of a circle or sphere and connecting two points on the circumference.,0,Diameter (C25285),0
Diastolic Blood Pressure,C25299,Diastolic Blood Pressure (C25299),C54706,Vital Signs,DIABP,Quantitative,The minimum pressure exerted into the systemic arterial circulation during cardiac ventricular relaxation and filling.,2,Vital Signs Measurement (C49672); Blood Pressure (C54706); Diastolic Blood Pressure (C25299),7
Discharge Indicator,C154888,Discharge Indicator (C154888),C25180,Reproductive Findings;Clinical Findings Indicator;Indicator,DSCHGIND,Ordinal,An indication as to whether there is the presence of discharge.,1,Indicator (C25180); Discharge Indicator (C154888),4
Disease Indication Under Study Contributed to Death Indicator,C199843,Disease Indication Under Study Contributed to Death Indicator (C199843),C25180,Death Diagnosis and Details;Indicator,CUSCDIND;Cond Under Study Contrib to Death Ind;Condition Under Study Contributed to Death Indicator,Ordinal,An indication as to whether the disease or condition under study contributed to the cause of death.,1,Indicator (C25180); Disease Indication Under Study Contributed to Death Indicator (C199843),2
Disease Recurrence Indicator,C123621,Disease Recurrence Indicator (C123621),C93645,Oncology Standards;Disease Response;Recurrence,DRCRIND,Ordinal,An indication as to whether disease recurrence occurred.,2,Indicator (C25180); Recurrence Indicator (C93645); Disease Recurrence Indicator (C123621),4
Disease Response,C50995,Disease Response (C50995),,Oncology Standards;Disease Response;Disease Response Criteria;Disease Response and Clinical Classification;RS,,,"The pathologic and/or clinical changes that result from treatment. The changes may include eradication of detectable disease, stabilization of disease, or disease progression.",0,Disease Response (C50995),0
Disease Response in Spleen,C135482,Disease Response in Spleen (C135482),C50995,Oncology Standards;Disease Response;Disease Response Criteria;Disease Response and Clinical Classification;RS;LUGANO CLASSIFICATION;IWC HALLEK CLL 2018,SPLNRESP;Spleen Response,Ordinal,An assessment of the disease response to therapy within the involved spleen.,1,Disease Response (C50995); Disease Response in Spleen (C135482),5
Disease-Free Survival,C17751,Disease-Free Survival (C17751),,Oncology Standards;Breast Cancer TAUG;Disease Response;Disease Response Criteria;Survival,Disease Free;Disease-Free Survival;DFS,Temporal,The length of time after treatment for a specific disease during which a patient survives with no sign of recurrence of the disease.,0,Disease-Free Survival (C17751),5
Drug Class Measurement,C74675,Drug Class Measurement (C74675),C49237,Laboratory Tests;Chemistry Tests,,,The determination of the levels of all members of a specific drug class present in a sample.,1,Chemistry Test (C49237); Drug Class Measurement (C74675),0
Duration,C25330,Duration (C25330),,Temporal Qualifier,,,The period of time during which something continues.,0,Duration (C25330),0
Duration of Sexual Abstinence,C189357,Duration of Sexual Abstinence (C189357),C25330,Reproductive Findings,SEXABDUR,Quantitative,The length of time during which the individual abstained from sexual activity.,1,Duration (C25330); Duration of Sexual Abstinence (C189357),3
ECG Measurement,C62085,ECG Measurement (C62085),,Electrocardiogram Findings,Electrocardiogram Measurement;EKG Measurement,,Measurements or calculations on measurements obtained from electrocardiographic tracings.,0,ECG Measurement (C62085),0
ECG Technical Quality,C117807,ECG Technical Quality (C117807),C62085,Electrocardiogram Findings,TECHQUAL,Nominal,"A statement about an electrocardiographic recording describing technical issues or interference during the recording, processing, or transmission of the data. This does not represent an electrocardiographic diagnosis. (CDISC)",1,ECG Measurement (C62085); ECG Technical Quality (C117807),5
Ecchymosis Indicator,C154884,Ecchymosis Indicator (C154884),C119241,Reproductive Findings;Clinical Findings Indicator;Indicator,ECCHYIND,Ordinal,An indication as to whether ecchymosis is present.,1,Symptom Indicator (C119241); Ecchymosis Indicator (C154884),4
Edema Indicator,C154885,Edema Indicator (C154885),C119241,Reproductive Findings;Clinical Findings Indicator;Indicator,EDEMAIND,Ordinal,An indication as to whether edema is present.,1,Symptom Indicator (C119241); Edema Indicator (C154885),4
Education Level,C17953,Education Level (C17953),C17468,Subject Characteristics;Socioeconomic Factors;Socioeconomic Status,EDULEVEL;Education Level Completed;Education,Nominal,"An indication of the years of schooling completed in graded public, private, or parochial schools, and in colleges, universities, or professional schools.",1,Socioeconomic Factors (C17468); Education Level (C17953),1
Elapsed Time,C82572,Elapsed Time (C82572),,Time,,,The interval between two reference points in time.,0,Elapsed Time (C82572),0
Elapsed Time Since Last Menstrual Period,C191351,Elapsed Time Since Last Menstrual Period (C191351),C82572,Reproductive Findings,LMPELTM;Elapsed Time Since LMP,Temporal,The interval of time since the individual's last menstrual period.,1,Elapsed Time (C82572); Elapsed Time Since Last Menstrual Period (C191351),3
Electrocardiogram Analysis,C181655,Electrocardiogram Analysis (C181655),C25391,Electrocardiogram Findings,ECG Analysis;EKG Analysis;Electrocardiogram Interpretation;ECG Interpretation;EKG Interpretation,Nominal,The examination and interpretation of electrocardiogram data.,1,Analysis (C25391); Electrocardiogram Analysis (C181655),7
Electrocardiogram Test,C83146,Electrocardiogram Test (C83146),,Test Names,EGTEST,,A character or string that represents the full name of the ECG assessment.,0,Electrocardiogram Test (C83146),0
Electrolyte Measurement,C74946,Electrolyte Measurement (C74946),C49237,Laboratory Tests,,Quantitative,A quantitative measurement of the amount of an electrolyte present in a sample.,1,Chemistry Test (C49237); Electrolyte Measurement (C74946),0
Eligibility Criteria Met By Subject,C132447,Eligibility Criteria Met By Subject (C132447),,Subject Disposition;Protocol Milestones,Eligibility Criteria Met,Nominal,An indication that the subject has fulfilled the criteria needed to continue to the next study period.,0,Eligibility Criteria Met By Subject (C132447),5
End Date,C68617,End Date (C68617),,Date,Stopping Date,Temporal,The calendar date on which something is to terminate or did terminate.,0,End Date (C68617),0
Endocrine System Finding,C36285,Endocrine System Finding (C36285),,Endocrine Tests;Hormone Measurements,,,"Symptoms, physical examination results, and/or laboratory test results related to the endocrine system.",0,Endocrine System Finding (C36285),0
Eosinophil Count,C64550,Eosinophil Count (C64550),C51948,Laboratory Tests;Hematology Tests;Blood Cell Counts;White Blood Cell Counts,Eosinophils,Quantitative,The determination of the number of eosinophils in a blood sample.,3,Hematology Test (C49286); Blood Cell Count (C28133); Leukocyte Count (C51948); Eosinophil Count (C64550),4
Erythema Indicator,C154877,Erythema Indicator (C154877),C119241,Reproductive Findings;Clinical Findings Indicator;Indicator,ERYTHIND;Redness Indicator,Ordinal,An indication as to whether erythema is present.,1,Symptom Indicator (C119241); Erythema Indicator (C154877),4
Erythrocyte Count,C51946,Erythrocyte Count (C51946),C28133,Laboratory Tests;Hematology Tests;Blood Cell Counts,RBC;Red Blood Cells,Quantitative,The determination of the number of erythrocytes in a biospecimen.,2,Hematology Test (C49286); Blood Cell Count (C28133); Erythrocyte Count (C51946),4
Erythrocyte Mean Corpuscular Hemoglobin,C64797,Erythrocyte Mean Corpuscular Hemoglobin (C64797),C49286,Laboratory Tests;Hematology Tests,RBC Mean Corpuscular Hemoglobin;MCH,Quantitative,"The mean cell hemoglobin (MCH), which is the average amount of hemoglobin in the average red cell. The MCH is a calculated value derived from the measurement of hemoglobin and the red cell count.",1,Hematology Test (C49286); Erythrocyte Mean Corpuscular Hemoglobin (C64797),4
Erythrocyte Mean Corpuscular Hemoglobin Concentration,C64798,Erythrocyte Mean Corpuscular Hemoglobin Concentration (C64798),C49286,Laboratory Tests;Hematology Tests,RBC Mean Corpuscular Hemoglobin Concentration;MCHC,Quantitative,"The mean cell hemoglobin concentration (MCHC), which is the average concentration of hemoglobin in a given volume of blood. The MCHC is a calculated value derived from the measurement of hemoglobin and the hematocrit.",1,Hematology Test (C49286); Erythrocyte Mean Corpuscular Hemoglobin Concentration (C64798),4
Erythrocyte Mean Corpuscular Volume,C64799,Erythrocyte Mean Corpuscular Volume (C64799),C49286,Laboratory Tests;Hematology Tests,RBC Mean Corpuscular Volume;MCV,Quantitative,The mean cell volume is the average volume of a red blood cell. This is a calculated value derived from the hematocrit and the red cell count.,1,Hematology Test (C49286); Erythrocyte Mean Corpuscular Volume (C64799),4
Estimated Date of Conception,C120833,Estimated Date of Conception (C120833),,Reproductive Findings,EDCDTC,Temporal,An approximate calculated date at which the conception event took place.,0,Estimated Date of Conception (C120833),2
Estimated Gestational Age,C122188,Estimated Gestational Age (C122188),C25150,Reproductive Findings;Age,EGESTAGE,Quantitative,An approximate calculation of the gestational age of the fetus.,1,Age (C25150); Estimated Gestational Age (C122188),3
Estimated Next Menstrual Period Start Date,C158276,Estimated Next Menstrual Period Start Date (C158276),C68616,Reproductive Findings;Start Date,ENMPSDTC;Est Next Menstrual Period Start Date,Temporal,The approximate date of the first day of the next menstrual cycle.,1,Start Date (C68616); Estimated Next Menstrual Period Start Date (C158276),2
Estrogen Receptor Measurement,C112274,Estrogen Receptor Measurement (C112274),C64430,Oncology Standards;Breast Cancer;Chemistry Test;Protein or Enzyme Type Measurement,ESTRCPT;ESR;ER;Estrogen Receptor;Oestrogen Receptor,Nominal;Quantitative,The determination of the amount of estrogen receptor present in a sample.,1,Protein or Enzyme Type Measurement (C64430); Estrogen Receptor Measurement (C112274),6
Estrogen Receptor Positive,C15492,Estrogen Receptor Positive (C15492),C16150,Oncology Standards;Breast Cancer TAUG;Endocrine Tests;Hormone Measurements,ER Alpha Positive;ER Positive;ER-Alpha Positive;ER +;ERA Positive;Positive Estrogen Receptor;ERS1 Positive,Ordinal,An indication that estrogen receptor alpha expression has been detected in a sample.,3,Receptor Status (C94299); Hormone Receptor Status (C188928); Estrogen Receptor Status (C16150); Estrogen Receptor Positive (C15492),7
Estrogen Receptor Status,C16150,Estrogen Receptor Status (C16150),C188928,Oncology Standards;Breast Cancer TAUG;Hormone Measurements;Endocrine Tests;Chemistry Test;Protein or Enzyme Type Measurement,ER Alpha Status;ER Status;ERA Status;ESR Status;ESR1 Status;ESRA Status;Estrogen Receptor 1 Status;Estrogen Receptor Alpha Status;ESTRR Status;NR3A1 Status;Nuclear Receptor Subfamily 3 Group A Member 1 Status,Ordinal,"The estrogen receptor level measured in a primary tumor or in metastases.  There are essentially two distinct forms of breast cancer, one that tends to have an early onset and is characterized by an ER- status, and one that tends to have a late onset and is characterized by an ER+ status.  However, these two variants tend to overlap with respect to age, so it is possible for a young woman to have a ""late-onset"" form of breast cancer and for an older woman to have an ""early-onset"" variant of the disease.",2,Receptor Status (C94299); Hormone Receptor Status (C188928); Estrogen Receptor Status (C16150),7
Ethnic Group,C16564,Ethnic Group (C16564),,Demographic Data;Demographics;Ethnicity,Ethnicity;Ethnic Origin,Nominal,A social group characterized by a distinctive social and cultural tradition that is maintained from generation to generation. Members share a common history and origin and a sense of identification with the group. They have similar and distinctive features in their lifestyle habits and shared experiences. They often have a common genetic heritage which may be reflected in their experience of health and disease.,0,Ethnic Group (C16564),2
Exclusion Criteria,C25370,Exclusion Criteria (C25370),C16112,Eligibility Criteria;Inclusion Exclusion Criteria,Exclusion,Ordinal,"Medical and/or social characteristics that prevent a subject from being allowed to participate in a clinical study, as outlined in the study protocol.",1,Clinical Trial Eligibility Criteria (C16112); Exclusion Criteria (C25370),5
Expected Date of Confinement,C81247,Expected Date of Confinement (C81247),,Reproductive Findings,EDLVRDTC;EDD;EDC;Estimated Date of Delivery;Estimated Date of Confinement;Estimated Due Date,Temporal,"The best estimated due date is determined by: last menstrual period (LMP) if confirmed by early ultrasound or no ultrasound performed, or early ultrasound if no known LMP or the ultrasound is not consistent with LMP, or known date of fertilization (e.g. Assisted Reproductive Technology (ART), Intrauterine Insemination (IUI)). Notes: 1. Ultrasound margin of error and ""early"" to be defined by SMFM/ACOG/NICHD workshop. 2. Pregnancy should not be re-dated by a later ultrasound after a best obstetrical estimate of EDD has been established. (adapted from reVITALize)",0,Expected Date of Confinement (C81247),2
Expected Indicator,C93565,Expected Indicator (C93565),,Expected Indicator,,,"Specifies whether the entity, event or activity is considered probable or likely.",0,Expected Indicator (C93565),0
Exposure as Collected Domain,C117466,Exposure as Collected Domain (C117466),,Exposure as Collected,EC;Exposure as Collected,Nominal,"This interventions domain model reflects protocol-specified study treatment administrations, as collected.",0,Exposure as Collected Domain (C117466),14
Expression Positive,C177692,Expression Positive (C177692),,Oncology Standards;Laboratory Tests;Immunology Tests;Genetic Testing;Gene Expression Analysis;Gene Products;Genetic Variation;Genetic Variation Analysis;Breast Cancer TAUG,,,"An indication that the expression of a gene, transcript or protein has been detected in a sample.",0,Expression Positive (C177692),7
Failure To Meet Continuation Criteria,C139236,Failure To Meet Continuation Criteria (C139236),C74590,Subject Disposition;Protocol Disposition Events,,Nominal,An indication that the subject has not been able to meet protocol-defined continuation criteria and will not continue to participate in the clinical trial.,1,Protocol Disposition Event (C74590); Failure To Meet Continuation Criteria (C139236),5
Failure to Meet Randomization Criteria,C105448,Failure to Meet Randomization Criteria (C105448),C74590,Subject Disposition;Protocol Disposition Events,,Nominal,An indication that the subject has been unable to fulfill the criteria required for assignment into a randomized group.,1,Protocol Disposition Event (C74590); Failure to Meet Randomization Criteria (C105448),5
Fat Measurement,C96648,Fat Measurement (C96648),,Findings;Clinical Test Result,,,The determination of the amount of fat present in a sample.,0,Fat Measurement (C96648),0
Female Reproductive System Finding,C117720,Female Reproductive System Finding (C117720),,Reproductive Findings,,,"Symptoms, physical examination results, and/or laboratory test results related to the female reproductive system.",0,Female Reproductive System Finding (C117720),0
Ferritin Measurement,C74737,Ferritin Measurement (C74737),C49237,Laboratory Tests;Chemistry Tests;Protein or Enzyme Measurements,Ferritin,Quantitative;Nominal,The determination of the amount of ferritin present in a sample.,1,Chemistry Test (C49237); Ferritin Measurement (C74737),4
Finding by Cause,C36291,Finding by Cause (C36291),,Findings,,,Finding by cause.,0,Finding by Cause (C36291),0
First Menstrual Period Start Date,C198357,First Menstrual Period Start Date (C198357),C68616,Reproductive Findings;Start Date,FMPSTDTC,Temporal,The date of the first day of the first menstrual cycle.,1,Start Date (C68616); First Menstrual Period Start Date (C198357),2
Flow Rate,C82554,Flow Rate (C82554),,Findings;Clinical Test Result,,,The speed of movement of a liquid.,0,Flow Rate (C82554),0
Folic Acid Measurement,C74676,Folic Acid Measurement (C74676),C74803,Laboratory Tests;Chemistry Tests;Vitamin Measurements,Folate;Folic Acid;Vitamin B9;VITB9,Quantitative;Ordinal,The determination of the amount of folic acid present in a sample.,2,Chemistry Test (C49237); Vitamin Measurement (C74803); Folic Acid Measurement (C74676),4
Free Thyroxine Index,C170598,Free Thyroxine Index (C170598),C74786,Laboratory Tests;Chemistry Tests;Endocrine Tests;Hormone Measurements,T4FRIDX,Quantitative,"A measurement of the thyroid status (function, disease diagnosis, or therapy effectiveness) in a biological specimen. This is calculated by a mathematical formula that takes into account the total thyroxine and unbound thyroxine binding globulins.",2,Hormone Measurement (C74742); Free Thyroxine Measurement (C74786); Free Thyroxine Index (C170598),3
Free Thyroxine Measurement,C74786,Free Thyroxine Measurement (C74786),C74742,Laboratory Tests;Chemistry Tests;Endocrine Tests;Hormone Measurements,Free T4;T4FR,Quantitative,The determination of the amount of free thyroxine present in a sample.,1,Hormone Measurement (C74742); Free Thyroxine Measurement (C74786),4
Fundal Height,C154876,Fundal Height (C154876),C25347,Reproductive Findings;Height,FUNDHT,Quantitative,A measurement of the distance between the pubic symphysis and the top of the palpable uterus.,1,Height (C25347); Fundal Height (C154876),3
Gamma Glutamyl Transpeptidase Measurement,C64847,Gamma Glutamyl Transpeptidase Measurement (C64847),C74954,Laboratory Tests;Chemistry Tests;Liver Function Tests;Protein or Enzyme Type Measurements,Gamma Glutamyl Transferase;GGT;GGTP,Quantitative,A quantitative measurement of the amount of gamma glutamyl transpeptidase present in a sample.,2,Chemistry Test (C49237); Liver Function Test (C74954); Gamma Glutamyl Transpeptidase Measurement (C64847),4
Gas Measurement,C82624,Gas Measurement (C82624),C49237,Laboratory Tests;Chemistry Tests;Gas Measurements,Gas,,A measurement of the gas in a sample.,1,Chemistry Test (C49237); Gas Measurement (C82624),0
Gene Expression Analysis,C63479,Gene Expression Analysis (C63479),,Genomic Findings;Gene Expression Analysis,,,"Procedures that examine how genes are transcribed to produce functional products. These analyses can include the study of factors that influence gene transcription or the determination of the presence, absence or level of expression for one more genes.",0,Gene Expression Analysis (C63479),0
Gene Expression Process,C21049,Gene Expression Process (C21049),,Biochemical Process,Gene Expression,,"Any subcellular or molecular event or process specifically, primarily, and directly designed for and involved in the production of mature functional biomolecular products encoded by a gene.",0,Gene Expression Process (C21049),0
Gene Signature Assessment,C181333,Gene Signature Assessment (C181333),C63479,Genomic Findings;Gene Expression Analysis,GENESIG;Gene Expression Profile;Gene Expression Signature,Quantitative;Ordinal,An assessment of the unique pattern of gene expression of one to many genes associated with a normal or abnormal biological process.,1,Gene Expression Analysis (C63479); Gene Signature Assessment (C181333),16
Genetic Testing,C15709,Genetic Testing (C15709),C19770,Oncology Standards;Molecular Analysis;Genetic Variation Analysis;Gene Expression Analysis;Oncology Standards;Breast Cancer TAUG,Genetic Analysis;Genetic Examination,Narrative;Ordinal;Nominal,The process of isolating and testing the DNA of an embryo or a person to detect the presence of genetic alterations or defects that may predispose to the future development of a disease or disorder.,1,Molecular Analysis (C19770); Genetic Testing (C15709),6
Genetic Variation,C17248,Genetic Variation (C17248),,Genomics Findings;Genetic Variation,Genetic Diversity;Sequence Variant;Sequence Variation;Variant Classification,,"Genetic Variation consists of deviation(s) in the nucleotide sequence of the genetic material of an individual from that typical of the group to which the individual belongs, or deviation(s) in the nucleotide sequence of the genetic material of offspring from that of its parents.",0,Genetic Variation (C17248),0
Genetic Variation Analysis,C18302,Genetic Variation Analysis (C18302),,Genomics Findings;Genetic Variation Analysis;Oncology Standards;Breast Cancer TAUG;Genetic Testing;Gene Expression Analysis;Molecular Analysis;Laboratory Procedures,Mutation Analysis,,The identification of genetic variation in a biological sample.,0,Genetic Variation Analysis (C18302),0
Genomic Profile,C94411,Genomic Profile (C94411),C19770,Genetic Testing;Gene Expression Analysis;Genetic Variation;Genetic Variation Analysis;Oncology Standards;Breast Cancer TAUG,Genomic Profiling;Genomic Test;Genomic Testing,Narrative,"Information about all the genes in an organism, including variations, gene expression, and the way those genes interact with each other and with the environment. A genomic profile may be used to discover why some people get certain diseases while other people do not, or why people respond differently to the same drug.",1,Molecular Analysis (C19770); Genomic Profile (C94411),6
Glucose Measurement,C105585,Glucose Measurement (C105585),C49237,Laboratory Tests;Chemistry Tests,Glucose,Quantitative;Ordinal,The determination of the amount of glucose present in a sample.,1,Chemistry Test (C49237); Glucose Measurement (C105585),5
Grade,C48309,Grade (C48309),,Grade,,,A position on a scale of intensity or amount or quality.,0,Grade (C48309),0
Graft Status,C135522,Graft Status (C135522),C135508,Findings;Clinical Test Result;Renal Function Tests;Urinary System Findings;Organ Transplant Status,Graft Status;GRFTSTAT,Nominal,The condition of the donated organ or tissue.,1,Organ State (C135508); Graft Status (C135522),5
Gram Negative Bacteria Measurement,C154812,Gram Negative Bacteria Measurement (C154812),C49188,Laboratory Tests;Microbiology Tests,,,The determination of the gram-negative bacteria present in a sample.,1,Microbiology Test (C49188); Gram Negative Bacteria Measurement (C154812),0
Gravida,C73435,Gravida (C73435),C19332,Reproductive Findings,GRAVIND;PREGNANT;Gravida Indicator,Ordinal,"A woman who currently is pregnant or has been in the past, irrespective of the pregnancy outcome.",1,Personal Attribute (C19332); Gravida (C73435),2
HER2-Positive Breast Carcinoma,C53556,HER2-Positive Breast Carcinoma (C53556),,Oncology Standards;Genetic Testing;Gene Expression Analysis;Gene Products;Genetic Variation;Genetic Variation Analysis;Cancer Biomarkers;Breast Cancer TAUG,ERBB2 Overexpressing Subtype of Breast Carcinoma;HER2 Overexpressing Breast Carcinoma;HER2 Overexpressing Subtype of Breast Carcinoma,Quantitative;Ordinal,"A biologic subset of breast carcinoma defined by high expression of HER2, GRB7, and TRAP100, and by lack of expression of estrogen receptor (ER).",0,HER2-Positive Breast Carcinoma (C53556),6
HER2/Neu Positive,C68748,HER2/Neu Positive (C68748),C16152,Oncology Standards;Genetic Testing;Gene Expression Analysis;Gene Products;Genetic Variation;Genetic Variation Analysis;Cancer Biomarkers;Breast Cancer TAUG,ERBB2 Positive;HER-2 Positive;HER2 Positive,Quantitative;Ordinal,A laboratory test result indicating the presence of HER2/Neu in a tissue sample.,2,Receptor Status (C94299); HER2/Neu Status (C16152); HER2/Neu Positive (C68748),6
HER2/Neu Status,C16152,HER2/Neu Status (C16152),C94299,Oncology Standards;Breast Cancer TAUG;Molecular Measurements;Endocrine Tests;Hormone Measurements;Gene Expression Analysis,ERBB2 Status;HER2/Her2/Neu Value;HER2/neu,Ordinal,The presence or absence of Her2/Neu on a tissue sample.,1,Receptor Status (C94299); HER2/Neu Status (C16152),7
