bc_short_name,bc_id,bc_short_name_id,parent_bc_id,bc_categories,bc_synonyms,result_scales,bc_definition,bc_hierarchy_level,bc_hierarchy_full,dec_n
CDISC ADAS-Cog - Constructional Praxis: Cube,C100230,CDISC ADAS-Cog - Constructional Praxis: Cube (C100230),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCCP04;Constructional Praxis: Cube;CDISC ADAS-Cog - Constructional Praxis: Cube,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Constructional praxis task for copying a cube.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Constructional Praxis: Cube (C100230),8
CDISC ADAS-Cog - Constructional Praxis: Diamond,C100229,CDISC ADAS-Cog - Constructional Praxis: Diamond (C100229),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCCP03;Constructional Praxis: Diamond;CDISC ADAS-Cog - Constructional Praxis: Diamond,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Constructional praxis task for copying a diamond.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Constructional Praxis: Diamond (C100229),8
CDISC ADAS-Cog - Delayed Word Recall Summary Score,C100215,CDISC ADAS-Cog - Delayed Word Recall Summary Score (C100215),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCDRL;Delayed Word Recall;CDISC ADAS-Cog - Delayed Word Recall Summary Score,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Summary score for delayed word recall.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Delayed Word Recall Summary Score (C100215),8
CDISC ADAS-Cog - Delayed Word Recall: Word 1,C100216,CDISC ADAS-Cog - Delayed Word Recall: Word 1 (C100216),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCDRL01;Delayed Word Recall: Word [1];CDISC ADAS-Cog - Delayed Word Recall: Word 1,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Delayed word recall task for word 1.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Delayed Word Recall: Word 1 (C100216),8
CDISC ADAS-Cog - Delayed Word Recall: Word 10,C100225,CDISC ADAS-Cog - Delayed Word Recall: Word 10 (C100225),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCDRL10;Delayed Word Recall: Word [10];CDISC ADAS-Cog - Delayed Word Recall: Word 10,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Delayed word recall task for word 10.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Delayed Word Recall: Word 10 (C100225),8
CDISC ADAS-Cog - Delayed Word Recall: Word 2,C100217,CDISC ADAS-Cog - Delayed Word Recall: Word 2 (C100217),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCDRL02;Delayed Word Recall: Word [2];CDISC ADAS-Cog - Delayed Word Recall: Word 2,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Delayed word recall task for word 2.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Delayed Word Recall: Word 2 (C100217),8
CDISC ADAS-Cog - Delayed Word Recall: Word 3,C100218,CDISC ADAS-Cog - Delayed Word Recall: Word 3 (C100218),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCDRL03;Delayed Word Recall: Word [3];CDISC ADAS-Cog - Delayed Word Recall: Word 3,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Delayed word recall task for word 3.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Delayed Word Recall: Word 3 (C100218),8
CDISC ADAS-Cog - Delayed Word Recall: Word 4,C100219,CDISC ADAS-Cog - Delayed Word Recall: Word 4 (C100219),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCDRL04;Delayed Word Recall: Word [4];CDISC ADAS-Cog - Delayed Word Recall: Word 4,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Delayed word recall task for word 4.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Delayed Word Recall: Word 4 (C100219),8
CDISC ADAS-Cog - Delayed Word Recall: Word 5,C100220,CDISC ADAS-Cog - Delayed Word Recall: Word 5 (C100220),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCDRL05;Delayed Word Recall: Word [5];CDISC ADAS-Cog - Delayed Word Recall: Word 5,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Delayed word recall task for word 5.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Delayed Word Recall: Word 5 (C100220),8
CDISC ADAS-Cog - Delayed Word Recall: Word 6,C100221,CDISC ADAS-Cog - Delayed Word Recall: Word 6 (C100221),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCDRL06;Delayed Word Recall: Word [6];CDISC ADAS-Cog - Delayed Word Recall: Word 6,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Delayed word recall task for word 6.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Delayed Word Recall: Word 6 (C100221),8
CDISC ADAS-Cog - Delayed Word Recall: Word 7,C100222,CDISC ADAS-Cog - Delayed Word Recall: Word 7 (C100222),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCDRL07;Delayed Word Recall: Word [7];CDISC ADAS-Cog - Delayed Word Recall: Word 7,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Delayed word recall task for word 7.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Delayed Word Recall: Word 7 (C100222),8
CDISC ADAS-Cog - Delayed Word Recall: Word 8,C100223,CDISC ADAS-Cog - Delayed Word Recall: Word 8 (C100223),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCDRL08;Delayed Word Recall: Word [8];CDISC ADAS-Cog - Delayed Word Recall: Word 8,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Delayed word recall task for word 8.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Delayed Word Recall: Word 8 (C100223),8
CDISC ADAS-Cog - Delayed Word Recall: Word 9,C100224,CDISC ADAS-Cog - Delayed Word Recall: Word 9 (C100224),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCDRL09;Delayed Word Recall: Word [9];CDISC ADAS-Cog - Delayed Word Recall: Word 9,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Delayed word recall task for word 9.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Delayed Word Recall: Word 9 (C100224),8
CDISC ADAS-Cog - Executive Function Maze Summary Score,C100284,CDISC ADAS-Cog - Executive Function Maze Summary Score (C100284),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCMZ;Executive Function Maze;CDISC ADAS-Cog - Executive Function Maze Summary Score,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Summary score for the executive function maze tasks.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Executive Function Maze Summary Score (C100284),8
CDISC ADAS-Cog - Executive Function Maze: Errors,C100285,CDISC ADAS-Cog - Executive Function Maze: Errors (C100285),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCMZ01;Executive Function Maze: Errors;CDISC ADAS-Cog - Executive Function Maze: Errors,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Number of errors during the executive function maze task.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Executive Function Maze: Errors (C100285),8
CDISC ADAS-Cog - Executive Function Maze: Time,C100286,CDISC ADAS-Cog - Executive Function Maze: Time (C100286),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCMZ02;Executive Function Maze: Time;CDISC ADAS-Cog - Executive Function Maze: Time,Temporal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) The time taken to complete the executive function maze task.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Executive Function Maze: Time (C100286),9
CDISC ADAS-Cog - Ideational Praxis Summary Score,C100232,CDISC ADAS-Cog - Ideational Praxis Summary Score (C100232),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCIP;Ideational Praxis;CDISC ADAS-Cog - Ideational Praxis Summary Score,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Summary score for ideational praxis.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Ideational Praxis Summary Score (C100232),8
CDISC ADAS-Cog - Ideational Praxis: Address,C100236,CDISC ADAS-Cog - Ideational Praxis: Address (C100236),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCIP04;Ideational Praxis: Address;CDISC ADAS-Cog - Ideational Praxis: Address,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Ideational praxis task for address the envelop to yourself.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Ideational Praxis: Address (C100236),8
CDISC ADAS-Cog - Ideational Praxis: Fold,C100233,CDISC ADAS-Cog - Ideational Praxis: Fold (C100233),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCIP01;Ideational Praxis: Fold;CDISC ADAS-Cog - Ideational Praxis: Fold,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Ideational praxis task for folding the paper.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Ideational Praxis: Fold (C100233),8
CDISC ADAS-Cog - Ideational Praxis: Insert,C100234,CDISC ADAS-Cog - Ideational Praxis: Insert (C100234),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCIP02;Ideational Praxis: Insert;CDISC ADAS-Cog - Ideational Praxis: Insert,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Ideational praxis task for put the paper in the envelop.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Ideational Praxis: Insert (C100234),8
CDISC ADAS-Cog - Ideational Praxis: Seal,C100235,CDISC ADAS-Cog - Ideational Praxis: Seal (C100235),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCIP03;Ideational Praxis: Seal;CDISC ADAS-Cog - Ideational Praxis: Seal,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Ideational praxis task for seal the envelop.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Ideational Praxis: Seal (C100235),8
CDISC ADAS-Cog - Ideational Praxis: Stamp,C100237,CDISC ADAS-Cog - Ideational Praxis: Stamp (C100237),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCIP05;Ideational Praxis: Stamp;CDISC ADAS-Cog - Ideational Praxis: Stamp,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Ideational praxis task for showing where the stamp goes.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Ideational Praxis: Stamp (C100237),8
CDISC ADAS-Cog - Naming Objects and Fingers Summary Score,C100191,CDISC ADAS-Cog - Naming Objects and Fingers Summary Score (C100191),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCOF;Naming Objects and Fingers;CDISC ADAS-Cog - Naming Objects and Fingers Summary Score,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Naming task summary score for object and fingers.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Naming Objects and Fingers Summary Score (C100191),8
CDISC ADAS-Cog - Naming Objects and Fingers: 1,C100192,CDISC ADAS-Cog - Naming Objects and Fingers: 1 (C100192),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCOFO01;Naming Objects and Fingers: 1;CDISC ADAS-Cog - Naming Objects and Fingers: 1,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Naming task for object 1.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Naming Objects and Fingers: 1 (C100192),8
CDISC ADAS-Cog - Naming Objects and Fingers: 10,C100201,CDISC ADAS-Cog - Naming Objects and Fingers: 10 (C100201),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCOFO10;Naming Objects and Fingers: 10;CDISC ADAS-Cog - Naming Objects and Fingers: 10,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Naming task for object 10.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Naming Objects and Fingers: 10 (C100201),8
CDISC ADAS-Cog - Naming Objects and Fingers: 11,C100202,CDISC ADAS-Cog - Naming Objects and Fingers: 11 (C100202),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCOFO11;Naming Objects and Fingers: 11;CDISC ADAS-Cog - Naming Objects and Fingers: 11,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Naming task for object 11.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Naming Objects and Fingers: 11 (C100202),8
CDISC ADAS-Cog - Naming Objects and Fingers: 12,C100203,CDISC ADAS-Cog - Naming Objects and Fingers: 12 (C100203),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCOFO12;Naming Objects and Fingers: 12;CDISC ADAS-Cog - Naming Objects and Fingers: 12,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Naming task for object 12.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Naming Objects and Fingers: 12 (C100203),8
CDISC ADAS-Cog - Naming Objects and Fingers: 2,C100193,CDISC ADAS-Cog - Naming Objects and Fingers: 2 (C100193),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCOFO02;Naming Objects and Fingers: 2;CDISC ADAS-Cog - Naming Objects and Fingers: 2,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Naming task for object 2.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Naming Objects and Fingers: 2 (C100193),8
CDISC ADAS-Cog - Naming Objects and Fingers: 3,C100194,CDISC ADAS-Cog - Naming Objects and Fingers: 3 (C100194),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCOFO03;Naming Objects and Fingers: 3;CDISC ADAS-Cog - Naming Objects and Fingers: 3,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Naming task for object 3.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Naming Objects and Fingers: 3 (C100194),8
CDISC ADAS-Cog - Naming Objects and Fingers: 4,C100195,CDISC ADAS-Cog - Naming Objects and Fingers: 4 (C100195),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCOFO04;Naming Objects and Fingers: 4;CDISC ADAS-Cog - Naming Objects and Fingers: 4,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Naming task for object 4.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Naming Objects and Fingers: 4 (C100195),8
CDISC ADAS-Cog - Naming Objects and Fingers: 5,C100196,CDISC ADAS-Cog - Naming Objects and Fingers: 5 (C100196),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCOFO05;Naming Objects and Fingers: 5;CDISC ADAS-Cog - Naming Objects and Fingers: 5,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Naming task for object 5.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Naming Objects and Fingers: 5 (C100196),8
CDISC ADAS-Cog - Naming Objects and Fingers: 6,C100197,CDISC ADAS-Cog - Naming Objects and Fingers: 6 (C100197),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCOFO06;Naming Objects and Fingers: 6;CDISC ADAS-Cog - Naming Objects and Fingers: 6,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Naming task for object 6.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Naming Objects and Fingers: 6 (C100197),8
CDISC ADAS-Cog - Naming Objects and Fingers: 7,C100198,CDISC ADAS-Cog - Naming Objects and Fingers: 7 (C100198),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCOFO07;Naming Objects and Fingers: 7;CDISC ADAS-Cog - Naming Objects and Fingers: 7,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Naming task for object 7.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Naming Objects and Fingers: 7 (C100198),8
CDISC ADAS-Cog - Naming Objects and Fingers: 8,C100199,CDISC ADAS-Cog - Naming Objects and Fingers: 8 (C100199),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCOFO08;Naming Objects and Fingers: 8;CDISC ADAS-Cog - Naming Objects and Fingers: 8,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Naming task for object 8.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Naming Objects and Fingers: 8 (C100199),8
CDISC ADAS-Cog - Naming Objects and Fingers: 9,C100200,CDISC ADAS-Cog - Naming Objects and Fingers: 9 (C100200),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCOFO09;Naming Objects and Fingers: 9;CDISC ADAS-Cog - Naming Objects and Fingers: 9,Ordinal,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Naming task for object 9.,3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Naming Objects and Fingers: 9 (C100200),8
CDISC ADAS-Cog - Naming Objects and Fingers: Middle,C100206,CDISC ADAS-Cog - Naming Objects and Fingers: Middle (C100206),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCOFF03;Naming Objects and Fingers: Middle;CDISC ADAS-Cog - Naming Objects and Fingers: Middle,Ordinal,"Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Naming task for fingers of the dominant hand, middle finger.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Naming Objects and Fingers: Middle (C100206),8
CDISC ADAS-Cog - Naming Objects and Fingers: Pinky,C100208,CDISC ADAS-Cog - Naming Objects and Fingers: Pinky (C100208),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCOFF05;Naming Objects and Fingers: Pinky;CDISC ADAS-Cog - Naming Objects and Fingers: Pinky,Ordinal,"Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Naming task for fingers of the dominant hand, little finger or pinky.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Naming Objects and Fingers: Pinky (C100208),8
CDISC ADAS-Cog - Naming Objects and Fingers: Pointer,C100205,CDISC ADAS-Cog - Naming Objects and Fingers: Pointer (C100205),C100106,QRS;Functional Assessment;Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Functional Test;ADAS-Cog;ADC;ADAS-Cog CDISC Version Functional Test Question,ADCOFF02;Naming Objects and Fingers: Pointer;CDISC ADAS-Cog - Naming Objects and Fingers: Pointer,Ordinal,"Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Naming task for fingers of the dominant hand, index, or pointer finger.",3,Clinical or Research Assessment Question (C91102); CDISC QRS Instruments Questions (C211913); ADAS-Cog CDISC Version Functional Test Question (C100106); CDISC ADAS-Cog - Naming Objects and Fingers: Pointer (C100205),8
