package_date,bc_id,vlm_group_id,standard,standard_start_version,standard_end_version,domain,collection_group_id,implementation_option,scenario,short_name,collection_item,variable_name,dec_id,question_text,prompt,order_number,mandatory_variable,data_type,length,significant_digits,display_hidden,codelist,codelist_submission_value,value_list,value_display_list,selection_type,prepopulated_term,prepopulated_code,sdtm_target_variable,sdtm_annotation,sdtm_mapping
2025-12-31,C64467,ASTSERPL,CDASHIG,2-3,,LB,ASTSERPL_VERTICAL,Vertical,Local Processing,Aspartate Aminotransferase in Serum/Plasma (Vertical),AST_LBSPEC,LBSPEC,C70713,,Specimen Material,5,Y,text,100,,N,C78734,SPECTYPE,,,,SERUM OR PLASMA,C105706,LBSPEC,LBSPEC,
2025-12-31,C64467,ASTSERPL,CDASHIG,2-3,,LB,ASTSERPL_VERTICAL,Vertical,Local Processing,Aspartate Aminotransferase in Serum/Plasma (Vertical),AST_LBFAST,LBFAST,C93566,Was the subject fasting?,,6,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,LBFAST,LBFAST,
2025-12-31,C64467,ASTSERPL,CDASHIG,2-3,,LB,ASTSERPL_VERTICAL,Vertical,Local Processing,Aspartate Aminotransferase in Serum/Plasma (Vertical),AST_LBORRES,LBORRES,C70856,,Aspartate Aminotransferase,7,Y,decimal,8,2.0,N,,,,,,,,LBORRES;LBTESTCD;LBTEST,LBORRES when LBTESTCD = AST,
2025-12-31,C64467,ASTSERPL,CDASHIG,2-3,,LB,ASTSERPL_VERTICAL,Vertical,Local Processing,Aspartate Aminotransferase in Serum/Plasma (Vertical),AST_LBORRESU,LBORRESU,C67365,,Unit,8,Y,text,20,,N,C71620,UNIT,U/L;ukat/L;IU/L,U/L;ukat/L;IU/L,Single,,,LBORRESU;LBTESTCD;LBTEST,LBORRESU when LBTESTCD = AST,
2025-12-31,C64467,ASTSERPL,CDASHIG,2-3,,LB,ASTSERPL_VERTICAL,Vertical,Local Processing,Aspartate Aminotransferase in Serum/Plasma (Vertical),AST_LBORNRLO,LBORNRLO,,,Normal Range Lower Limit,9,N,decimal,8,2.0,N,,,,,,,,LBORNRLO,LBORNRLO,
2025-12-31,C64467,ASTSERPL,CDASHIG,2-3,,LB,ASTSERPL_VERTICAL,Vertical,Local Processing,Aspartate Aminotransferase in Serum/Plasma (Vertical),AST_LBORNRHI,LBORNRHI,,,Normal Range Upper Limit,10,N,decimal,8,2.0,N,,,,,,,,LBORNRHI,LBORNRHI,
2025-12-31,C64467,ASTSERPL,CDASHIG,2-3,,LB,ASTSERPL_VERTICAL,Vertical,Local Processing,Aspartate Aminotransferase in Serum/Plasma (Vertical),AST_LBCLSIG,LBCLSIG,,Was this result clinically significant?,,11,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,LBCLSIG,LBCLSIG,
2025-12-31,C64470,BASOBLD,CDASHIG,2-3,,LB,BASOBLD_VERTICAL,Vertical,Local Processing,Basophil Count in Blood (Vertical),BASO_LBCAT,LBCAT,,,Lab Panel Name,1,N,text,100,,Y,,,,,,HEMATOLOGY,,LBCAT,LBCAT = HEMATOLOGY,
2025-12-31,C64470,BASOBLD,CDASHIG,2-3,,LB,BASOBLD_VERTICAL,Vertical,Local Processing,Basophil Count in Blood (Vertical),BASO_LBSCAT,LBSCAT,,,Lab Sub-Panel Name,2,N,text,100,,Y,,,,,,,,LBSCAT,LBSCAT,
2025-12-31,C64470,BASOBLD,CDASHIG,2-3,,LB,BASOBLD_VERTICAL,Vertical,Local Processing,Basophil Count in Blood (Vertical),BASO_LBNAM,LBNAM,,What was the name of the laboratory used?,,3,N,text,200,,N,,,,,,,,LBNAM,LBNAM,
2025-12-31,C64470,BASOBLD,CDASHIG,2-3,,LB,BASOBLD_VERTICAL,Vertical,Local Processing,Basophil Count in Blood (Vertical),BASO_LBDAT,LBDAT,C82515,,Specimen Collection Date,4,N,date,10,,N,,,,,,,,LBDTC,LBDTC,
2025-12-31,C64470,BASOBLD,CDASHIG,2-3,,LB,BASOBLD_VERTICAL,Vertical,Local Processing,Basophil Count in Blood (Vertical),BASO_LBSPEC,LBSPEC,C70713,,Specimen Material,5,Y,text,100,,N,C78734,SPECTYPE,,,,BLOOD,C12434,LBSPEC,LBSPEC = BLOOD,
2025-12-31,C64470,BASOBLD,CDASHIG,2-3,,LB,BASOBLD_VERTICAL,Vertical,Local Processing,Basophil Count in Blood (Vertical),BASO_LBFAST,LBFAST,C93566,Was the subject fasting?,,6,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,LBFAST,LBFAST,
2025-12-31,C64470,BASOBLD,CDASHIG,2-3,,LB,BASOBLD_VERTICAL,Vertical,Local Processing,Basophil Count in Blood (Vertical),BASO_LBORRES,LBORRES,C70856,,Basophils,7,Y,decimal,8,2.0,N,,,,,,,,LBORRES;LBTESTCD;LBTEST,LBORRES when LBTESTCD = BASO,
2025-12-31,C64470,BASOBLD,CDASHIG,2-3,,LB,BASOBLD_VERTICAL,Vertical,Local Processing,Basophil Count in Blood (Vertical),BASO_LBORRESU,LBORRESU,C67391,,Unit,8,Y,text,20,,N,C71620,UNIT,10^9/L;10^6/L,10^9/L;10^6/L,Single,,,LBORRESU;LBTESTCD;LBTEST,LBORRESU when LBTESTCD = BASO,
2025-12-31,C64470,BASOBLD,CDASHIG,2-3,,LB,BASOBLD_VERTICAL,Vertical,Local Processing,Basophil Count in Blood (Vertical),BASO_LBORNRLO,LBORNRLO,,,Normal Range Lower Limit,9,N,decimal,8,2.0,N,,,,,,,,LBORNRLO,LBORNRLO,
2025-12-31,C64470,BASOBLD,CDASHIG,2-3,,LB,BASOBLD_VERTICAL,Vertical,Local Processing,Basophil Count in Blood (Vertical),BASO_LBORNRHI,LBORNRHI,,,Normal Range Upper Limit,10,N,decimal,8,2.0,N,,,,,,,,LBORNRHI,LBORNRHI,
2025-12-31,C64470,BASOBLD,CDASHIG,2-3,,LB,BASOBLD_VERTICAL,Vertical,Local Processing,Basophil Count in Blood (Vertical),BASO_LBCLSIG,LBCLSIG,,Was this result clinically significant?,,11,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,LBCLSIG,LBCLSIG,
2025-12-31,C74667,BICARBBLD,CDASHIG,2-3,,LB,BICARBBLD_VERTICAL,Vertical,Local Processing,Bicarbonate Concentration in Blood (Vertical),BICARB_LBCAT,LBCAT,,,Lab Panel Name,1,N,text,100,,Y,,,,,,CHEMISTRY,,LBCAT,LBCAT = CHEMISTRY,
2025-12-31,C74667,BICARBBLD,CDASHIG,2-3,,LB,BICARBBLD_VERTICAL,Vertical,Local Processing,Bicarbonate Concentration in Blood (Vertical),BICARB_LBSCAT,LBSCAT,,,Lab Sub-Panel Name,2,N,text,100,,Y,,,,,,,,LBSCAT,LBSCAT,
2025-12-31,C74667,BICARBBLD,CDASHIG,2-3,,LB,BICARBBLD_VERTICAL,Vertical,Local Processing,Bicarbonate Concentration in Blood (Vertical),BICARB_LBNAM,LBNAM,,What was the name of the laboratory used?,,3,N,text,200,,N,,,,,,,,LBNAM,LBNAM,
2025-12-31,C74667,BICARBBLD,CDASHIG,2-3,,LB,BICARBBLD_VERTICAL,Vertical,Local Processing,Bicarbonate Concentration in Blood (Vertical),BICARB_LBDAT,LBDAT,C82515,,Specimen Collection Date,4,N,date,10,,N,,,,,,,,LBDTC,LBDTC,
2025-12-31,C74667,BICARBBLD,CDASHIG,2-3,,LB,BICARBBLD_VERTICAL,Vertical,Local Processing,Bicarbonate Concentration in Blood (Vertical),BICARB_LBSPEC,LBSPEC,C70713,,Specimen Material,5,Y,text,100,,N,C78734,SPECTYPE,,,,BLOOD,C12434,LBSPEC,LBSPEC = BLOOD,
2025-12-31,C74667,BICARBBLD,CDASHIG,2-3,,LB,BICARBBLD_VERTICAL,Vertical,Local Processing,Bicarbonate Concentration in Blood (Vertical),BICARB_LBFAST,LBFAST,C93566,Was the subject fasting?,,6,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,LBFAST,LBFAST,
2025-12-31,C74667,BICARBBLD,CDASHIG,2-3,,LB,BICARBBLD_VERTICAL,Vertical,Local Processing,Bicarbonate Concentration in Blood (Vertical),BICARB_LBORRES,LBORRES,C70856,,Bicarbonate,7,Y,decimal,8,2.0,N,,,,,,,,LBORRES;LBTESTCD;LBTEST,LBORRES when LBTESTCD = BICARB,
2025-12-31,C74667,BICARBBLD,CDASHIG,2-3,,LB,BICARBBLD_VERTICAL,Vertical,Local Processing,Bicarbonate Concentration in Blood (Vertical),BICARB_LBORRESU,LBORRESU,C64567,,Unit,8,Y,text,20,,N,C71620,UNIT,mEq/L;mEq/dL;mmol/L,mEq/L;mEq/dL;mmol/L,Single,,,LBORRESU;LBTESTCD;LBTEST,LBORRESU when LBTESTCD = BICARB,
2025-12-31,C74667,BICARBBLD,CDASHIG,2-3,,LB,BICARBBLD_VERTICAL,Vertical,Local Processing,Bicarbonate Concentration in Blood (Vertical),BICARB_LBORNRLO,LBORNRLO,,,Normal Range Lower Limit,9,N,decimal,8,2.0,N,,,,,,,,LBORNRLO,LBORNRLO,
2025-12-31,C74667,BICARBBLD,CDASHIG,2-3,,LB,BICARBBLD_VERTICAL,Vertical,Local Processing,Bicarbonate Concentration in Blood (Vertical),BICARB_LBORNRHI,LBORNRHI,,,Normal Range Upper Limit,10,N,decimal,8,2.0,N,,,,,,,,LBORNRHI,LBORNRHI,
2025-12-31,C74667,BICARBBLD,CDASHIG,2-3,,LB,BICARBBLD_VERTICAL,Vertical,Local Processing,Bicarbonate Concentration in Blood (Vertical),BICARB_LBCLSIG,LBCLSIG,,Was this result clinically significant?,,11,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,LBCLSIG,LBCLSIG,
2025-12-31,C38037,BILISERPL,CDASHIG,2-3,,LB,BILISERPL_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Serum or Plasma (Vertical),BILI_LBCAT,LBCAT,,,Lab Panel Name,1,N,text,100,,Y,,,,,,CHEMISTRY,,LBCAT,LBCAT = CHEMISTRY,
2025-12-31,C38037,BILISERPL,CDASHIG,2-3,,LB,BILISERPL_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Serum or Plasma (Vertical),BILI_LBSCAT,LBSCAT,,,Lab Sub-Panel Name,2,N,text,100,,Y,,,,,,,,LBSCAT,LBSCAT,
2025-12-31,C38037,BILISERPL,CDASHIG,2-3,,LB,BILISERPL_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Serum or Plasma (Vertical),BILI_LBNAM,LBNAM,,What was the name of the laboratory used?,,3,N,text,200,,N,,,,,,,,LBNAM,LBNAM,
2025-12-31,C38037,BILISERPL,CDASHIG,2-3,,LB,BILISERPL_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Serum or Plasma (Vertical),BILI_LBDAT,LBDAT,C82515,,Specimen Collection Date,4,N,date,10,,N,,,,,,,,LBDTC,LBDTC,
2025-12-31,C38037,BILISERPL,CDASHIG,2-3,,LB,BILISERPL_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Serum or Plasma (Vertical),BILI_LBSPEC,LBSPEC,C70713,,Specimen Material,5,Y,text,100,,N,C78734,SPECTYPE,,,,SERUM OR PLASMA,C105706,LBSPEC,LBSPEC,
2025-12-31,C38037,BILISERPL,CDASHIG,2-3,,LB,BILISERPL_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Serum or Plasma (Vertical),BILI_LBFAST,LBFAST,C93566,Was the subject fasting?,,6,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,LBFAST,LBFAST,
2025-12-31,C38037,BILISERPL,CDASHIG,2-3,,LB,BILISERPL_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Serum or Plasma (Vertical),BILI_LBORRES,LBORRES,C70856,,Bilirubin,7,Y,decimal,8,2.0,N,,,,,,,,LBORRES;LBTESTCD;LBTEST,LBORRES when LBTESTCD = BILI,
2025-12-31,C38037,BILISERPL,CDASHIG,2-3,,LB,BILISERPL_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Serum or Plasma (Vertical),BILI_LBORRESU,LBORRESU,C48207,,Unit,8,Y,text,20,,N,C71620,UNIT,mg/dL;mg/L;mmol/L;umol/L,mg/dL;mg/L;mmol/L;umol/L,Single,,,LBORRESU;LBTESTCD;LBTEST,LBORRESU when LBTESTCD = BILI,
2025-12-31,C38037,BILISERPL,CDASHIG,2-3,,LB,BILISERPL_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Serum or Plasma (Vertical),BILI_LBORNRLO,LBORNRLO,,,Normal Range Lower Limit,9,N,decimal,8,2.0,N,,,,,,,,LBORNRLO,LBORNRLO,
2025-12-31,C38037,BILISERPL,CDASHIG,2-3,,LB,BILISERPL_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Serum or Plasma (Vertical),BILI_LBORNRHI,LBORNRHI,,,Normal Range Upper Limit,10,N,decimal,8,2.0,N,,,,,,,,LBORNRHI,LBORNRHI,
2025-12-31,C38037,BILISERPL,CDASHIG,2-3,,LB,BILISERPL_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Serum or Plasma (Vertical),BILI_LBCLSIG,LBCLSIG,,Was this result clinically significant?,,11,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,LBCLSIG,LBCLSIG,
2025-12-31,C38037,BILIURIN,CDASHIG,2-3,,LB,BILIURIN_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Urine (Vertical),BILI_LBCAT,LBCAT,,,Lab Panel Name,1,N,text,100,,Y,,,,,,CHEMISTRY,,LBCAT,LBCAT = CHEMISTRY,
2025-12-31,C38037,BILIURIN,CDASHIG,2-3,,LB,BILIURIN_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Urine (Vertical),BILI_LBSCAT,LBSCAT,,,Lab Sub-Panel Name,2,N,text,100,,Y,,,,,,,,LBSCAT,LBSCAT,
2025-12-31,C38037,BILIURIN,CDASHIG,2-3,,LB,BILIURIN_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Urine (Vertical),BILI_LBNAM,LBNAM,,What was the name of the laboratory used?,,3,N,text,200,,N,,,,,,,,LBNAM,LBNAM,
2025-12-31,C38037,BILIURIN,CDASHIG,2-3,,LB,BILIURIN_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Urine (Vertical),BILI_LBDAT,LBDAT,C82515,,Specimen Collection Date,4,N,date,10,,N,,,,,,,,LBDTC,LBDTC,
2025-12-31,C38037,BILIURIN,CDASHIG,2-3,,LB,BILIURIN_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Urine (Vertical),BILI_LBSPEC,LBSPEC,C70713,,Specimen Material,5,Y,text,100,,N,C78734,SPECTYPE,,,,URINE,C13283,LBSPEC,LBSPEC = URINE,
2025-12-31,C38037,BILIURIN,CDASHIG,2-3,,LB,BILIURIN_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Urine (Vertical),BILI_LBFAST,LBFAST,C93566,Was the subject fasting?,,6,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,LBFAST,LBFAST,
2025-12-31,C38037,BILIURIN,CDASHIG,2-3,,LB,BILIURIN_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Urine (Vertical),BILI_LBORRES,LBORRES,C70856,,Bilirubin,7,Y,decimal,8,2.0,N,,,,,,,,LBORRES;LBTESTCD;LBTEST,LBORRES when LBTESTCD = BILI,
2025-12-31,C38037,BILIURIN,CDASHIG,2-3,,LB,BILIURIN_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Urine (Vertical),BILI_LBORRESU,LBORRESU,C48207,,Unit,8,Y,text,20,,N,C71620,UNIT,mg/dL;mg/L;mmol/L;umol/L,mg/dL;mg/L;mmol/L;umol/L,Single,,,LBORRESU;LBTESTCD;LBTEST,LBORRESU when LBTESTCD = BILI,
2025-12-31,C38037,BILIURIN,CDASHIG,2-3,,LB,BILIURIN_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Urine (Vertical),BILI_LBORNRLO,LBORNRLO,,,Normal Range Lower Limit,9,N,decimal,8,2.0,N,,,,,,,,LBORNRLO,LBORNRLO,
2025-12-31,C38037,BILIURIN,CDASHIG,2-3,,LB,BILIURIN_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Urine (Vertical),BILI_LBORNRHI,LBORNRHI,,,Normal Range Upper Limit,10,N,decimal,8,2.0,N,,,,,,,,LBORNRHI,LBORNRHI,
2025-12-31,C38037,BILIURIN,CDASHIG,2-3,,LB,BILIURIN_VERTICAL,Vertical,Local Processing,Bilirubin Concentration in Urine (Vertical),BILI_LBCLSIG,LBCLSIG,,Was this result clinically significant?,,11,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,LBCLSIG,LBCLSIG,
2025-12-31,C174314,BLYCEBLD,CDASHIG,2-3,,LB,BLYCEBLD_VERTICAL,Vertical,Local Processing,B-Lymphocytes in Blood (Vertical),BLYCE_LBCAT,LBCAT,,,Lab Panel Name,1,N,text,100,,Y,,,,,,HEMATOLOGY,,LBCAT,LBCAT = HEMATOLOGY,
2025-12-31,C174314,BLYCEBLD,CDASHIG,2-3,,LB,BLYCEBLD_VERTICAL,Vertical,Local Processing,B-Lymphocytes in Blood (Vertical),BLYCE_LBSCAT,LBSCAT,,,Lab Sub-Panel Name,2,N,text,100,,Y,,,,,,,,LBSCAT,LBSCAT,
2025-12-31,C174314,BLYCEBLD,CDASHIG,2-3,,LB,BLYCEBLD_VERTICAL,Vertical,Local Processing,B-Lymphocytes in Blood (Vertical),BLYCE_LBNAM,LBNAM,,What was the name of the laboratory used?,,3,N,text,200,,N,,,,,,,,LBNAM,LBNAM,
2025-12-31,C174314,BLYCEBLD,CDASHIG,2-3,,LB,BLYCEBLD_VERTICAL,Vertical,Local Processing,B-Lymphocytes in Blood (Vertical),BLYCE_LBDAT,LBDAT,C82515,,Specimen Collection Date,4,N,date,10,,N,,,,,,,,LBDTC,LBDTC,
2025-12-31,C174314,BLYCEBLD,CDASHIG,2-3,,LB,BLYCEBLD_VERTICAL,Vertical,Local Processing,B-Lymphocytes in Blood (Vertical),BLYCE_LBSPEC,LBSPEC,C70713,,Specimen Material,5,Y,text,100,,N,C78734,SPECTYPE,,,,BLOOD,C12434,LBSPEC,LBSPEC = BLOOD,
2025-12-31,C174314,BLYCEBLD,CDASHIG,2-3,,LB,BLYCEBLD_VERTICAL,Vertical,Local Processing,B-Lymphocytes in Blood (Vertical),BLYCE_LBFAST,LBFAST,C93566,Was the subject fasting?,,6,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,LBFAST,LBFAST,
2025-12-31,C174314,BLYCEBLD,CDASHIG,2-3,,LB,BLYCEBLD_VERTICAL,Vertical,Local Processing,B-Lymphocytes in Blood (Vertical),BLYCE_LBORRES,LBORRES,C70856,,B-Lymphocytes,7,Y,decimal,8,2.0,N,,,,,,,,LBORRES;LBTESTCD;LBTEST,LBORRES when LBTESTCD = BLYCE,
2025-12-31,C174314,BLYCEBLD,CDASHIG,2-3,,LB,BLYCEBLD_VERTICAL,Vertical,Local Processing,B-Lymphocytes in Blood (Vertical),BLYCE_LBORRESU,LBORRESU,C67391,,Unit,8,Y,text,20,,N,C71620,UNIT,10^9/L;10^6/L,10^9/L;10^6/L,Single,,,LBORRESU;LBTESTCD;LBTEST,LBORRESU when LBTESTCD = BLYCE,
2025-12-31,C174314,BLYCEBLD,CDASHIG,2-3,,LB,BLYCEBLD_VERTICAL,Vertical,Local Processing,B-Lymphocytes in Blood (Vertical),BLYCE_LBORNRLO,LBORNRLO,,,Normal Range Lower Limit,9,N,decimal,8,2.0,N,,,,,,,,LBORNRLO,LBORNRLO,
2025-12-31,C174314,BLYCEBLD,CDASHIG,2-3,,LB,BLYCEBLD_VERTICAL,Vertical,Local Processing,B-Lymphocytes in Blood (Vertical),BLYCE_LBORNRHI,LBORNRHI,,,Normal Range Upper Limit,10,N,decimal,8,2.0,N,,,,,,,,LBORNRHI,LBORNRHI,
2025-12-31,C174314,BLYCEBLD,CDASHIG,2-3,,LB,BLYCEBLD_VERTICAL,Vertical,Local Processing,B-Lymphocytes in Blood (Vertical),BLYCE_LBCLSIG,LBCLSIG,,Was this result clinically significant?,,11,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,LBCLSIG,LBCLSIG,
2025-12-31,C64488,CABLD,CDASHIG,2-3,,LB,CABLD_VERTICAL,Vertical,Local Processing,Calcium Concentration in Blood (Vertical),CA_LBCAT,LBCAT,,,Lab Panel Name,1,N,text,100,,Y,,,,,,CHEMISTRY,,LBCAT,LBCAT = CHEMISTRY,
2025-12-31,C64488,CABLD,CDASHIG,2-3,,LB,CABLD_VERTICAL,Vertical,Local Processing,Calcium Concentration in Blood (Vertical),CA_LBSCAT,LBSCAT,,,Lab Sub-Panel Name,2,N,text,100,,Y,,,,,,,,LBSCAT,LBSCAT,
2025-12-31,C64488,CABLD,CDASHIG,2-3,,LB,CABLD_VERTICAL,Vertical,Local Processing,Calcium Concentration in Blood (Vertical),CA_LBNAM,LBNAM,,What was the name of the laboratory used?,,3,N,text,200,,N,,,,,,,,LBNAM,LBNAM,
2025-12-31,C64488,CABLD,CDASHIG,2-3,,LB,CABLD_VERTICAL,Vertical,Local Processing,Calcium Concentration in Blood (Vertical),CA_LBDAT,LBDAT,C82515,,Specimen Collection Date,4,N,date,10,,N,,,,,,,,LBDTC,LBDTC,
2025-12-31,C64488,CABLD,CDASHIG,2-3,,LB,CABLD_VERTICAL,Vertical,Local Processing,Calcium Concentration in Blood (Vertical),CA_LBSPEC,LBSPEC,C70713,,Specimen Material,5,Y,text,100,,N,C78734,SPECTYPE,,,,BLOOD,C12434,LBSPEC,LBSPEC = BLOOD,
2025-12-31,C64488,CABLD,CDASHIG,2-3,,LB,CABLD_VERTICAL,Vertical,Local Processing,Calcium Concentration in Blood (Vertical),CA_LBFAST,LBFAST,C93566,Was the subject fasting?,,6,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,LBFAST,LBFAST,
2025-12-31,C64488,CABLD,CDASHIG,2-3,,LB,CABLD_VERTICAL,Vertical,Local Processing,Calcium Concentration in Blood (Vertical),CA_LBORRES,LBORRES,C70856,,Calcium,7,Y,decimal,8,2.0,N,,,,,,,,LBORRES;LBTESTCD;LBTEST,LBORRES when LBTESTCD = CA,
2025-12-31,C64488,CABLD,CDASHIG,2-3,,LB,CABLD_VERTICAL,Vertical,Local Processing,Calcium Concentration in Blood (Vertical),CA_LBORRESU,LBORRESU,C48207,,Unit,8,Y,text,20,,N,C71620,UNIT,mg/dL;mg/L;mmol/L;mEq/dL;mEq/L,mg/dL;mg/L;mmol/L;mEq/dL;mEq/L,Single,,,LBORRESU;LBTESTCD;LBTEST,LBORRESU when LBTESTCD = CA,
2025-12-31,C64488,CABLD,CDASHIG,2-3,,LB,CABLD_VERTICAL,Vertical,Local Processing,Calcium Concentration in Blood (Vertical),CA_LBORNRLO,LBORNRLO,,,Normal Range Lower Limit,9,N,decimal,8,2.0,N,,,,,,,,LBORNRLO,LBORNRLO,
2025-12-31,C64488,CABLD,CDASHIG,2-3,,LB,CABLD_VERTICAL,Vertical,Local Processing,Calcium Concentration in Blood (Vertical),CA_LBORNRHI,LBORNRHI,,,Normal Range Upper Limit,10,N,decimal,8,2.0,N,,,,,,,,LBORNRHI,LBORNRHI,
2025-12-31,C64488,CABLD,CDASHIG,2-3,,LB,CABLD_VERTICAL,Vertical,Local Processing,Calcium Concentration in Blood (Vertical),CA_LBCLSIG,LBCLSIG,,Was this result clinically significant?,,11,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,LBCLSIG,LBCLSIG,
2025-12-31,C96591,CARBXHGB,CDASHIG,2-3,,LB,CARBXHGB_VERTICAL,Vertical,Local Processing,Carboxyhemoglobin Concentration in Blood (Vertical),CARBXHGB_LBCAT,LBCAT,,,Lab Panel Name,1,N,text,100,,Y,,,,,,HEMATOLOGY,,LBCAT,LBCAT = HEMATOLOGY,
2025-12-31,C96591,CARBXHGB,CDASHIG,2-3,,LB,CARBXHGB_VERTICAL,Vertical,Local Processing,Carboxyhemoglobin Concentration in Blood (Vertical),CARBXHGB_LBSCAT,LBSCAT,,,Lab Sub-Panel Name,2,N,text,100,,Y,,,,,,,,LBSCAT,LBSCAT,
2025-12-31,C96591,CARBXHGB,CDASHIG,2-3,,LB,CARBXHGB_VERTICAL,Vertical,Local Processing,Carboxyhemoglobin Concentration in Blood (Vertical),CARBXHGB_LBNAM,LBNAM,,What was the name of the laboratory used?,,3,N,text,200,,N,,,,,,,,LBNAM,LBNAM,
2025-12-31,C96591,CARBXHGB,CDASHIG,2-3,,LB,CARBXHGB_VERTICAL,Vertical,Local Processing,Carboxyhemoglobin Concentration in Blood (Vertical),CARBXHGB_LBDAT,LBDAT,C82515,,Specimen Collection Date,4,N,date,10,,N,,,,,,,,LBDTC,LBDTC,
2025-12-31,C96591,CARBXHGB,CDASHIG,2-3,,LB,CARBXHGB_VERTICAL,Vertical,Local Processing,Carboxyhemoglobin Concentration in Blood (Vertical),CARBXHGB_LBSPEC,LBSPEC,C70713,,Specimen Material,5,Y,text,100,,N,C78734,SPECTYPE,,,,BLOOD,C12434,LBSPEC,LBSPEC = BLOOD,
2025-12-31,C96591,CARBXHGB,CDASHIG,2-3,,LB,CARBXHGB_VERTICAL,Vertical,Local Processing,Carboxyhemoglobin Concentration in Blood (Vertical),CARBXHGB_LBORRES,LBORRES,C70856,,Carboxyhemoglobin,6,Y,decimal,8,2.0,N,,,,,,,,LBORRES;LBTESTCD;LBTEST,LBORRES when LBTESTCD = CARBXHGB,
2025-12-31,C96591,CARBXHGB,CDASHIG,2-3,,LB,CARBXHGB_VERTICAL,Vertical,Local Processing,Carboxyhemoglobin Concentration in Blood (Vertical),CARBXHGB_LBORRESU,LBORRESU,C64571,,Unit,7,Y,text,20,,N,C71620,UNIT,,,,g/dL,C64783,LBORRESU;LBTESTCD;LBTEST,LBORRESU = g/dL when LBTESTCD = CARBXHGB,
2025-12-31,C96591,CARBXHGB,CDASHIG,2-3,,LB,CARBXHGB_VERTICAL,Vertical,Local Processing,Carboxyhemoglobin Concentration in Blood (Vertical),CARBXHGB_LBORNRLO,LBORNRLO,,,Normal Range Lower Limit,8,N,decimal,8,2.0,N,,,,,,,,LBORNRLO,LBORNRLO,
2025-12-31,C96591,CARBXHGB,CDASHIG,2-3,,LB,CARBXHGB_VERTICAL,Vertical,Local Processing,Carboxyhemoglobin Concentration in Blood (Vertical),CARBXHGB_LBORNRHI,LBORNRHI,,,Normal Range Upper Limit,9,N,decimal,8,2.0,N,,,,,,,,LBORNRHI,LBORNRHI,
2025-12-31,C96591,CARBXHGB,CDASHIG,2-3,,LB,CARBXHGB_VERTICAL,Vertical,Local Processing,Carboxyhemoglobin Concentration in Blood (Vertical),CARBXHGB_LBCLSIG,LBCLSIG,,Was this result clinically significant?,,10,N,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,LBCLSIG,LBCLSIG,
2025-12-31,C82525,,CDASHIG,2-3,,LB,CHEMISTRY_PERF,,,Laboratory Test Performed - Chemistry,LBCAT,LBCAT,,,Lab Panel Name,1,Y,text,100,,N,,,,,,CHEMISTRY,,LBCAT,LBCAT = CHEMISTRY,
2025-12-31,C82525,,CDASHIG,2-3,,LB,CHEMISTRY_PERF,,,Laboratory Test Performed - Chemistry,LBPERF,LBPERF,C82525,Was the sample collected?,,2,Y,text,1,,N,C66742,NY,N;Y,No;Yes,Single,,,LBSTAT,[NOT SUBMITTED]; LBSTAT = NOT DONE when LBTESTCD = LBALL,
