package_date,bc_id,sdtmig_start_version,sdtmig_end_version,domain,vlm_source,vlm_group_id,short_name,sdtm_variable,dec_id,nsv_flag,codelist,codelist_submission_value,subset_codelist,value_list,assigned_term,assigned_value,role,subject,linking_phrase,predicate_term,object,data_type,length,format,significant_digits,mandatory_variable,mandatory_value,origin_type,origin_source,comparator,vlm_target
2025-07-01,C64431,3-2,,LB,LB.LBTESTCD,ALBURIN,Albumin Concentration in Urine,LBLOINC,,N,,,,,,1754-1,Qualifier,LBLOINC,identifies an observation described by,IDENTIFIES_OBSERVATION,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64431,3-2,,LB,LB.LBTESTCD,ALBURIN,Albumin Concentration in Urine,LBSPEC,C70713,N,C78734,SPECTYPE,,,C13283,URINE,Qualifier,LBSPEC,is the specimen tested in,IS_SPECIMEN_TESTED_IN,LBTESTCD,,,,,Y,N,,,EQ,
2025-07-01,C64431,3-2,,LB,LB.LBTESTCD,ALBURIN,Albumin Concentration in Urine,LBFAST,C93566,N,C66742,NY,NY_NY,N;Y,,,Qualifier,LBFAST,is the subject's fasting status during the performance of the test in,IS_SUBJECT_STATE_FOR,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64431,3-2,,LB,LB.LBTESTCD,ALBURIN,Albumin Concentration in Urine,LBDTC,C82515,N,,,,,,,Timing,LBDTC,is the start date for,IS_TIMING_FOR,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64431,3-2,,LB,LB.LBTESTCD,ALBURINPRES,Albumin Presence in Urine,LBTESTCD,,N,C65047,LBTESTCD,,,C64431,ALB,Topic,LBTESTCD,is the code for the value in,IS_DECODED_BY,LBTEST,,,,,Y,N,,,EQ,
2025-07-01,C64431,3-2,,LB,LB.LBTESTCD,ALBURINPRES,Albumin Presence in Urine,LBTEST,,N,C67154,LBTEST,,,C64431,Albumin,Qualifier,LBTEST,decodes the value in,DECODES,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64431,3-2,,LB,LB.LBTESTCD,ALBURINPRES,Albumin Presence in Urine,LBCAT,,N,,,,,,URINALYSIS,Qualifier,LBCAT,groups values in,GROUPS,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64431,3-2,,LB,LB.LBTESTCD,ALBURINPRES,Albumin Presence in Urine,LBORRES,C70856,N,,,,,,,Qualifier,LBORRES,is the result of the test in,IS_RESULT_OF,LBTESTCD,text,200.0,,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64431,3-2,,LB,LB.LBTESTCD,ALBURINPRES,Albumin Presence in Urine,LBSTRESC,C70856,N,,,,,,,Qualifier,LBSTRESC,is the result of the test in,IS_RESULT_OF,LBTESTCD,text,200.0,,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64431,3-2,,LB,LB.LBTESTCD,ALBURINPRES,Albumin Presence in Urine,LBSTRESN,C70856,N,,,,,,,Qualifier,LBSTRESN,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64431,3-2,,LB,LB.LBTESTCD,ALBURINPRES,Albumin Presence in Urine,LBLOINC,,N,,,,,,1753-3,Qualifier,LBLOINC,identifies an observation described by,IDENTIFIES_OBSERVATION,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64431,3-2,,LB,LB.LBTESTCD,ALBURINPRES,Albumin Presence in Urine,LBSPEC,C70713,N,C78734,SPECTYPE,,,C13283,URINE,Qualifier,LBSPEC,is the specimen tested in,IS_SPECIMEN_TESTED_IN,LBTESTCD,,,,,Y,N,,,EQ,
2025-07-01,C64431,3-2,,LB,LB.LBTESTCD,ALBURINPRES,Albumin Presence in Urine,LBFAST,C93566,N,C66742,NY,NY_NY,N;Y,,,Qualifier,LBFAST,is the subject's fasting status during the performance of the test in,IS_SUBJECT_STATE_FOR,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64431,3-2,,LB,LB.LBTESTCD,ALBURINPRES,Albumin Presence in Urine,LBDTC,C82515,N,,,,,,,Timing,LBDTC,is the start date for,IS_TIMING_FOR,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64432,3-2,,LB,LB.LBTESTCD,ALPSERPL,Alkaline Phosphatase Concentration in Serum or Plasma,LBTESTCD,,N,C65047,LBTESTCD,,,C64432,ALP,Topic,LBTESTCD,is the code for the value in,IS_DECODED_BY,LBTEST,,,,,Y,N,,,EQ,
2025-07-01,C64432,3-2,,LB,LB.LBTESTCD,ALPSERPL,Alkaline Phosphatase Concentration in Serum or Plasma,LBTEST,,N,C67154,LBTEST,,,C64432,Alkaline Phosphatase,Qualifier,LBTEST,decodes the value in,DECODES,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64432,3-2,,LB,LB.LBTESTCD,ALPSERPL,Alkaline Phosphatase Concentration in Serum or Plasma,LBCAT,,N,,,,,,CHEMISTRY,Qualifier,LBCAT,groups values in,GROUPS,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64432,3-2,,LB,LB.LBTESTCD,ALPSERPL,Alkaline Phosphatase Concentration in Serum or Plasma,LBORRES,C70856,N,,,,,,,Qualifier,LBORRES,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64432,3-2,,LB,LB.LBTESTCD,ALPSERPL,Alkaline Phosphatase Concentration in Serum or Plasma,LBORRESU,C67365,N,C71620,UNIT,,U/L;ukat/L;IU/L,,,Qualifier,LBORRESU,is the unit for the value in,IS_UNIT_FOR,LBORRES,,,,,Y,N,,,,Y
2025-07-01,C64432,3-2,,LB,LB.LBTESTCD,ALPSERPL,Alkaline Phosphatase Concentration in Serum or Plasma,LBSTRESC,C70856,N,,,,,,,Qualifier,LBSTRESC,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64432,3-2,,LB,LB.LBTESTCD,ALPSERPL,Alkaline Phosphatase Concentration in Serum or Plasma,LBSTRESN,C70856,N,,,,,,,Qualifier,LBSTRESN,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64432,3-2,,LB,LB.LBTESTCD,ALPSERPL,Alkaline Phosphatase Concentration in Serum or Plasma,LBSTRESU,C67365,N,C71620,UNIT,,,C67397,ukat/L,Qualifier,LBSTRESU,is the unit for the value in,IS_UNIT_FOR,LBSTRESN,,,,,Y,N,,,,Y
2025-07-01,C64432,3-2,,LB,LB.LBTESTCD,ALPSERPL,Alkaline Phosphatase Concentration in Serum or Plasma,LBLOINC,,N,,,,,,6768-6,Qualifier,LBLOINC,identifies an observation described by,IDENTIFIES_OBSERVATION,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64432,3-2,,LB,LB.LBTESTCD,ALPSERPL,Alkaline Phosphatase Concentration in Serum or Plasma,LBSPEC,C70713,N,C78734,SPECTYPE,,,C105706,SERUM OR PLASMA,Qualifier,LBSPEC,is the specimen tested in,IS_SPECIMEN_TESTED_IN,LBTESTCD,,,,,Y,N,,,EQ,
2025-07-01,C64432,3-2,,LB,LB.LBTESTCD,ALPSERPL,Alkaline Phosphatase Concentration in Serum or Plasma,LBFAST,C93566,N,C66742,NY,NY_NY,N;Y,,,Qualifier,LBFAST,is the subject's fasting status during the performance of the test in,IS_SUBJECT_STATE_FOR,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64432,3-2,,LB,LB.LBTESTCD,ALPSERPL,Alkaline Phosphatase Concentration in Serum or Plasma,LBDTC,C82515,N,,,,,,,Timing,LBDTC,is the start date for,IS_TIMING_FOR,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64433,3-2,,LB,LB.LBTESTCD,ALTSERPL,Alanine Aminotransferase Concentration in Serum or Plasma,LBTESTCD,,N,C65047,LBTESTCD,,,C64433,ALT,Topic,LBTESTCD,is the code for the value in,IS_DECODED_BY,LBTEST,,,,,Y,N,,,EQ,
2025-07-01,C64433,3-2,,LB,LB.LBTESTCD,ALTSERPL,Alanine Aminotransferase Concentration in Serum or Plasma,LBTEST,,N,C67154,LBTEST,,,C64433,Alanine Aminotransferase,Qualifier,LBTEST,decodes the value in,DECODES,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64433,3-2,,LB,LB.LBTESTCD,ALTSERPL,Alanine Aminotransferase Concentration in Serum or Plasma,LBCAT,,N,,,,,,CHEMISTRY,Qualifier,LBCAT,groups values in,GROUPS,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64433,3-2,,LB,LB.LBTESTCD,ALTSERPL,Alanine Aminotransferase Concentration in Serum or Plasma,LBORRES,C70856,N,,,,,,,Qualifier,LBORRES,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64433,3-2,,LB,LB.LBTESTCD,ALTSERPL,Alanine Aminotransferase Concentration in Serum or Plasma,LBORRESU,C67365,N,C71620,UNIT,,U/L;ukat/L;IU/L;nkat/L,,,Qualifier,LBORRESU,is the unit for the value in,IS_UNIT_FOR,LBORRES,,,,,Y,N,,,,Y
2025-07-01,C64433,3-2,,LB,LB.LBTESTCD,ALTSERPL,Alanine Aminotransferase Concentration in Serum or Plasma,LBSTRESC,C70856,N,,,,,,,Qualifier,LBSTRESC,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64433,3-2,,LB,LB.LBTESTCD,ALTSERPL,Alanine Aminotransferase Concentration in Serum or Plasma,LBSTRESN,C70856,N,,,,,,,Qualifier,LBSTRESN,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64433,3-2,,LB,LB.LBTESTCD,ALTSERPL,Alanine Aminotransferase Concentration in Serum or Plasma,LBSTRESU,C67365,N,C71620,UNIT,,,C70510,nkat/L,Qualifier,LBSTRESU,is the unit for the value in,IS_UNIT_FOR,LBSTRESN,,,,,Y,N,,,,Y
2025-07-01,C64433,3-2,,LB,LB.LBTESTCD,ALTSERPL,Alanine Aminotransferase Concentration in Serum or Plasma,LBLOINC,,N,,,,,,1742-6,Qualifier,LBLOINC,identifies an observation described by,IDENTIFIES_OBSERVATION,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64433,3-2,,LB,LB.LBTESTCD,ALTSERPL,Alanine Aminotransferase Concentration in Serum or Plasma,LBSPEC,C70713,N,C78734,SPECTYPE,,,C105706,SERUM OR PLASMA,Qualifier,LBSPEC,is the specimen tested in,IS_SPECIMEN_TESTED_IN,LBTESTCD,,,,,Y,N,,,EQ,
2025-07-01,C64433,3-2,,LB,LB.LBTESTCD,ALTSERPL,Alanine Aminotransferase Concentration in Serum or Plasma,LBFAST,C93566,N,C66742,NY,NY_NY,N;Y,,,Qualifier,LBFAST,is the subject's fasting status during the performance of the test in,IS_SUBJECT_STATE_FOR,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64433,3-2,,LB,LB.LBTESTCD,ALTSERPL,Alanine Aminotransferase Concentration in Serum or Plasma,LBDTC,C82515,N,,,,,,,Timing,LBDTC,is the start date for,IS_TIMING_FOR,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C74797,3-2,,LB,LB.LBTESTCD,ANISOBLD,Anisocytes in Blood,LBTESTCD,,N,C65047,LBTESTCD,,,C74797,ANISO,Topic,LBTESTCD,is the code for the value in,IS_DECODED_BY,LBTEST,,,,,Y,N,,,EQ,
2025-07-01,C74797,3-2,,LB,LB.LBTESTCD,ANISOBLD,Anisocytes in Blood,LBTEST,,N,C67154,LBTEST,,,C74797,Anisocytes,Qualifier,LBTEST,decodes the value in,DECODES,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C74797,3-2,,LB,LB.LBTESTCD,ANISOBLD,Anisocytes in Blood,LBCAT,,N,,,,,,HEMATOLOGY,Qualifier,LBCAT,groups values in,GROUPS,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C74797,3-2,,LB,LB.LBTESTCD,ANISOBLD,Anisocytes in Blood,LBORRES,C70856,N,,,,,,,Qualifier,LBORRES,is the result of the test in,IS_RESULT_OF,LBTESTCD,text,200.0,,,Y,N,Collected,Vendor,,Y
2025-07-01,C74797,3-2,,LB,LB.LBTESTCD,ANISOBLD,Anisocytes in Blood,LBSTRESC,C70856,N,,,,,,,Qualifier,LBSTRESC,is the result of the test in,IS_RESULT_OF,LBTESTCD,text,200.0,,,Y,N,Collected,Vendor,,Y
2025-07-01,C74797,3-2,,LB,LB.LBTESTCD,ANISOBLD,Anisocytes in Blood,LBLOINC,,N,,,,,,38892-6,Qualifier,LBLOINC,identifies an observation described by,IDENTIFIES_OBSERVATION,LBTESTCD,,,,,N,N,,,,
2025-07-01,C74797,3-2,,LB,LB.LBTESTCD,ANISOBLD,Anisocytes in Blood,LBSPEC,C70713,N,C78734,SPECTYPE,,,C12434,BLOOD,Qualifier,LBSPEC,is the specimen tested in,IS_SPECIMEN_TESTED_IN,LBTESTCD,,,,,Y,N,,,EQ,
2025-07-01,C74797,3-2,,LB,LB.LBTESTCD,ANISOBLD,Anisocytes in Blood,LBFAST,C93566,N,C66742,NY,NY_NY,N;Y,,,Qualifier,LBFAST,is the subject's fasting status during the performance of the test in,IS_SUBJECT_STATE_FOR,LBTESTCD,,,,,N,N,,,,
2025-07-01,C74797,3-2,,LB,LB.LBTESTCD,ANISOBLD,Anisocytes in Blood,LBDTC,C82515,N,,,,,,,Timing,LBDTC,is the start date for,IS_TIMING_FOR,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64467,3-2,,LB,LB.LBTESTCD,ASTSERPL,Aspartate Aminotransferase in Serum or Plasma,LBTESTCD,,N,C65047,LBTESTCD,,,C64467,AST,Topic,LBTESTCD,is the code for the value in,IS_DECODED_BY,LBTEST,,,,,Y,N,,,EQ,
2025-07-01,C64467,3-2,,LB,LB.LBTESTCD,ASTSERPL,Aspartate Aminotransferase in Serum or Plasma,LBTEST,,N,C67154,LBTEST,,,C64467,Aspartate Aminotransferase,Qualifier,LBTEST,decodes the value in,DECODES,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64467,3-2,,LB,LB.LBTESTCD,ASTSERPL,Aspartate Aminotransferase in Serum or Plasma,LBCAT,,N,,,,,,CHEMISTRY,Qualifier,LBCAT,groups values in,GROUPS,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64467,3-2,,LB,LB.LBTESTCD,ASTSERPL,Aspartate Aminotransferase in Serum or Plasma,LBORRES,C70856,N,,,,,,,Qualifier,LBORRES,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64467,3-2,,LB,LB.LBTESTCD,ASTSERPL,Aspartate Aminotransferase in Serum or Plasma,LBORRESU,C67365,N,C71620,UNIT,,U/L;ukat/L;IU/L,,,Qualifier,LBORRESU,is the unit for the value in,IS_UNIT_FOR,LBORRES,,,,,Y,N,,,,Y
2025-07-01,C64467,3-2,,LB,LB.LBTESTCD,ASTSERPL,Aspartate Aminotransferase in Serum or Plasma,LBSTRESC,C70856,N,,,,,,,Qualifier,LBSTRESC,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64467,3-2,,LB,LB.LBTESTCD,ASTSERPL,Aspartate Aminotransferase in Serum or Plasma,LBSTRESN,C70856,N,,,,,,,Qualifier,LBSTRESN,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64467,3-2,,LB,LB.LBTESTCD,ASTSERPL,Aspartate Aminotransferase in Serum or Plasma,LBSTRESU,C67365,N,C71620,UNIT,,,C67397,ukat/L,Qualifier,LBSTRESU,is the unit for the value in,IS_UNIT_FOR,LBSTRESN,,,,,Y,N,,,,Y
2025-07-01,C64467,3-2,,LB,LB.LBTESTCD,ASTSERPL,Aspartate Aminotransferase in Serum or Plasma,LBLOINC,,N,,,,,,1920-8,Qualifier,LBLOINC,identifies an observation described by,IDENTIFIES_OBSERVATION,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64467,3-2,,LB,LB.LBTESTCD,ASTSERPL,Aspartate Aminotransferase in Serum or Plasma,LBSPEC,C70713,N,C78734,SPECTYPE,,,C105706,SERUM OR PLASMA,Qualifier,LBSPEC,is the specimen tested in,IS_SPECIMEN_TESTED_IN,LBTESTCD,,,,,Y,N,,,EQ,
2025-07-01,C64467,3-2,,LB,LB.LBTESTCD,ASTSERPL,Aspartate Aminotransferase in Serum or Plasma,LBFAST,C93566,N,C66742,NY,NY_NY,N;Y,,,Qualifier,LBFAST,is the subject's fasting status during the performance of the test in,IS_SUBJECT_STATE_FOR,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64467,3-2,,LB,LB.LBTESTCD,ASTSERPL,Aspartate Aminotransferase in Serum or Plasma,LBDTC,C82515,N,,,,,,,Timing,LBDTC,is the start date for,IS_TIMING_FOR,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64470,3-2,,LB,LB.LBTESTCD,BASOBLD,Basophil Count in Blood,LBTESTCD,,N,C65047,LBTESTCD,,,C64470,BASO,Topic,LBTESTCD,is the code for the value in,IS_DECODED_BY,LBTEST,,,,,Y,N,,,EQ,
2025-07-01,C64470,3-2,,LB,LB.LBTESTCD,BASOBLD,Basophil Count in Blood,LBTEST,,N,C67154,LBTEST,,,C64470,Basophils,Qualifier,LBTEST,decodes the value in,DECODES,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64470,3-2,,LB,LB.LBTESTCD,BASOBLD,Basophil Count in Blood,LBCAT,,N,,,,,,HEMATOLOGY,Qualifier,LBCAT,groups values in,GROUPS,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C64470,3-2,,LB,LB.LBTESTCD,BASOBLD,Basophil Count in Blood,LBORRES,C70856,N,,,,,,,Qualifier,LBORRES,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64470,3-2,,LB,LB.LBTESTCD,BASOBLD,Basophil Count in Blood,LBORRESU,C67391,N,C71620,UNIT,,10^9/L;10^6/L,,,Qualifier,LBORRESU,is the unit for the value in,IS_UNIT_FOR,LBORRES,,,,,Y,N,,,,Y
2025-07-01,C64470,3-2,,LB,LB.LBTESTCD,BASOBLD,Basophil Count in Blood,LBSTRESC,C70856,N,,,,,,,Qualifier,LBSTRESC,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64470,3-2,,LB,LB.LBTESTCD,BASOBLD,Basophil Count in Blood,LBSTRESN,C70856,N,,,,,,,Qualifier,LBSTRESN,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C64470,3-2,,LB,LB.LBTESTCD,BASOBLD,Basophil Count in Blood,LBSTRESU,C67391,N,C71620,UNIT,,,C67255,10^9/L,Qualifier,LBSTRESU,is the unit for the value in,IS_UNIT_FOR,LBSTRESN,,,,,Y,N,,,,Y
2025-07-01,C64470,3-2,,LB,LB.LBTESTCD,BASOBLD,Basophil Count in Blood,LBLOINC,,N,,,,,,26444-0,Qualifier,LBLOINC,identifies an observation described by,IDENTIFIES_OBSERVATION,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64470,3-2,,LB,LB.LBTESTCD,BASOBLD,Basophil Count in Blood,LBSPEC,C70713,N,C78734,SPECTYPE,,,C12434,BLOOD,Qualifier,LBSPEC,is the specimen tested in,IS_SPECIMEN_TESTED_IN,LBTESTCD,,,,,Y,N,,,EQ,
2025-07-01,C64470,3-2,,LB,LB.LBTESTCD,BASOBLD,Basophil Count in Blood,LBFAST,C93566,N,C66742,NY,NY_NY,N;Y,,,Qualifier,LBFAST,is the subject's fasting status during the performance of the test in,IS_SUBJECT_STATE_FOR,LBTESTCD,,,,,N,N,,,,
2025-07-01,C64470,3-2,,LB,LB.LBTESTCD,BASOBLD,Basophil Count in Blood,LBDTC,C82515,N,,,,,,,Timing,LBDTC,is the start date for,IS_TIMING_FOR,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C74667,3-2,,LB,LB.LBTESTCD,BICARBBLD,Bicarbonate Concentration in Blood,LBTESTCD,,N,C65047,LBTESTCD,,,C74667,BICARB,Topic,LBTESTCD,is the code for the value in,IS_DECODED_BY,LBTEST,,,,,Y,N,,,EQ,
2025-07-01,C74667,3-2,,LB,LB.LBTESTCD,BICARBBLD,Bicarbonate Concentration in Blood,LBTEST,,N,C67154,LBTEST,,,C74667,Bicarbonate,Qualifier,LBTEST,decodes the value in,DECODES,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C74667,3-2,,LB,LB.LBTESTCD,BICARBBLD,Bicarbonate Concentration in Blood,LBCAT,,N,,,,,,CHEMISTRY,Qualifier,LBCAT,groups values in,GROUPS,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C74667,3-2,,LB,LB.LBTESTCD,BICARBBLD,Bicarbonate Concentration in Blood,LBORRES,C70856,N,,,,,,,Qualifier,LBORRES,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C74667,3-2,,LB,LB.LBTESTCD,BICARBBLD,Bicarbonate Concentration in Blood,LBORRESU,C64567,N,C71620,UNIT,,mEq/L;mEq/dL;mmol/L,,,Qualifier,LBORRESU,is the unit for the value in,IS_UNIT_FOR,LBORRES,,,,,Y,N,,,,Y
2025-07-01,C74667,3-2,,LB,LB.LBTESTCD,BICARBBLD,Bicarbonate Concentration in Blood,LBSTRESC,C70856,N,,,,,,,Qualifier,LBSTRESC,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C74667,3-2,,LB,LB.LBTESTCD,BICARBBLD,Bicarbonate Concentration in Blood,LBSTRESN,C70856,N,,,,,,,Qualifier,LBSTRESN,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C74667,3-2,,LB,LB.LBTESTCD,BICARBBLD,Bicarbonate Concentration in Blood,LBSTRESU,C64567,N,C71620,UNIT,,,C64387,mmol/L,Qualifier,LBSTRESU,is the unit for the value in,IS_UNIT_FOR,LBSTRESN,,,,,Y,N,,,,Y
2025-07-01,C74667,3-2,,LB,LB.LBTESTCD,BICARBBLD,Bicarbonate Concentration in Blood,LBLOINC,,N,,,,,,1959-6,Qualifier,LBLOINC,identifies an observation described by,IDENTIFIES_OBSERVATION,LBTESTCD,,,,,N,N,,,,
2025-07-01,C74667,3-2,,LB,LB.LBTESTCD,BICARBBLD,Bicarbonate Concentration in Blood,LBSPEC,C70713,N,C78734,SPECTYPE,,,C12434,BLOOD,Qualifier,LBSPEC,is the specimen tested in,IS_SPECIMEN_TESTED_IN,LBTESTCD,,,,,Y,N,,,EQ,
2025-07-01,C74667,3-2,,LB,LB.LBTESTCD,BICARBBLD,Bicarbonate Concentration in Blood,LBFAST,C93566,N,C66742,NY,NY_NY,N;Y,,,Qualifier,LBFAST,is the subject's fasting status during the performance of the test in,IS_SUBJECT_STATE_FOR,LBTESTCD,,,,,N,N,,,,
2025-07-01,C74667,3-2,,LB,LB.LBTESTCD,BICARBBLD,Bicarbonate Concentration in Blood,LBDTC,C82515,N,,,,,,,Timing,LBDTC,is the start date for,IS_TIMING_FOR,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C38037,3-2,,LB,LB.LBTESTCD,BILISERPL,Bilirubin Concentration in Serum or Plasma,LBTESTCD,,N,C65047,LBTESTCD,,,C38037,BILI,Topic,LBTESTCD,is the code for the value in,IS_DECODED_BY,LBTEST,,,,,Y,N,,,EQ,
2025-07-01,C38037,3-2,,LB,LB.LBTESTCD,BILISERPL,Bilirubin Concentration in Serum or Plasma,LBTEST,,N,C67154,LBTEST,,,C38037,Bilirubin,Qualifier,LBTEST,decodes the value in,DECODES,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C38037,3-2,,LB,LB.LBTESTCD,BILISERPL,Bilirubin Concentration in Serum or Plasma,LBCAT,,N,,,,,,CHEMISTRY,Qualifier,LBCAT,groups values in,GROUPS,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C38037,3-2,,LB,LB.LBTESTCD,BILISERPL,Bilirubin Concentration in Serum or Plasma,LBORRES,C70856,N,,,,,,,Qualifier,LBORRES,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C38037,3-2,,LB,LB.LBTESTCD,BILISERPL,Bilirubin Concentration in Serum or Plasma,LBORRESU,C48207,N,C71620,UNIT,,mg/dL;mg/L;mmol/L;umol/L,,,Qualifier,LBORRESU,is the unit for the value in,IS_UNIT_FOR,LBORRES,,,,,Y,N,,,,Y
2025-07-01,C38037,3-2,,LB,LB.LBTESTCD,BILISERPL,Bilirubin Concentration in Serum or Plasma,LBSTRESC,C70856,N,,,,,,,Qualifier,LBSTRESC,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C38037,3-2,,LB,LB.LBTESTCD,BILISERPL,Bilirubin Concentration in Serum or Plasma,LBSTRESN,C70856,N,,,,,,,Qualifier,LBSTRESN,is the result of the test in,IS_RESULT_OF,LBTESTCD,float,12.0,12.4,4.0,Y,N,Collected,Vendor,,Y
2025-07-01,C38037,3-2,,LB,LB.LBTESTCD,BILISERPL,Bilirubin Concentration in Serum or Plasma,LBSTRESU,C48207,N,C71620,UNIT,,,C48508,umol/L,Qualifier,LBSTRESU,is the unit for the value in,IS_UNIT_FOR,LBSTRESN,,,,,Y,N,,,,Y
2025-07-01,C38037,3-2,,LB,LB.LBTESTCD,BILISERPL,Bilirubin Concentration in Serum or Plasma,LBLOINC,,N,,,,1975-2;14631-6,,,Qualifier,LBLOINC,identifies an observation described by,IDENTIFIES_OBSERVATION,LBTESTCD,,,,,N,N,,,,
2025-07-01,C38037,3-2,,LB,LB.LBTESTCD,BILISERPL,Bilirubin Concentration in Serum or Plasma,LBSPEC,C70713,N,C78734,SPECTYPE,,,C105706,SERUM OR PLASMA,Qualifier,LBSPEC,is the specimen tested in,IS_SPECIMEN_TESTED_IN,LBTESTCD,,,,,Y,N,,,EQ,
2025-07-01,C38037,3-2,,LB,LB.LBTESTCD,BILISERPL,Bilirubin Concentration in Serum or Plasma,LBFAST,C93566,N,C66742,NY,NY_NY,N;Y,,,Qualifier,LBFAST,is the subject's fasting status during the performance of the test in,IS_SUBJECT_STATE_FOR,LBTESTCD,,,,,N,N,,,,
2025-07-01,C38037,3-2,,LB,LB.LBTESTCD,BILISERPL,Bilirubin Concentration in Serum or Plasma,LBDTC,C82515,N,,,,,,,Timing,LBDTC,is the start date for,IS_TIMING_FOR,LBTESTCD,,,,,Y,N,,,,
2025-07-01,C38037,3-2,,LB,LB.LBTESTCD,BILIURIN,Bilirubin Concentration in Urine,LBTESTCD,,N,C65047,LBTESTCD,,,C38037,BILI,Topic,LBTESTCD,is the code for the value in,IS_DECODED_BY,LBTEST,,,,,Y,N,,,EQ,
2025-07-01,C38037,3-2,,LB,LB.LBTESTCD,BILIURIN,Bilirubin Concentration in Urine,LBTEST,,N,C67154,LBTEST,,,C38037,Bilirubin,Qualifier,LBTEST,decodes the value in,DECODES,LBTESTCD,,,,,Y,N,,,,
