package_date,bc_id,vlm_group_id,standard,standard_start_version,standard_end_version,domain,crf_group_id,implementation_option,scenario,categories,short_name,crf_item,variable_name,dec_id,question_text,prompt,completion_instructions,order_number,mandatory_variable,data_type,length,significant_digits,display_hidden,derived_variable,derivation_description,codelist,codelist_submission_value,value_list,value_display_list,selection_type,prepopulated_term,prepopulated_code,sdtm_target_variable,sdtm_annotation,sdtm_mapping
2025-12-31,C117773,PRAG,CDASHIG,2-1,,EG,PRAG_DENORMALIZED,Denormalized,LOCAL READING,,PR Interval Aggregate (Denormalized),PRAG_EGORRESU,EGORRESU,C42574,,Unit,,5,Y,text,50,,N,N,,C71620,UNIT,ms;/s,msec;per sec,Single,,,EGORRESU;EGTEST;EGTESTCD,EGORRESU when EGTESTCD = PRAG,
2025-12-31,C117773,PRAG,CDASHIG,2-1,,EG,PRAG_NORMALIZED,Normalized,LOCAL READING,,PR Interval Aggregate (Normalized),EGDAT,EGDAT,C82515,,Date of Assessment,,1,N,date,10,,N,N,,,,,,,,,EGDTC,EGDTC,
2025-12-31,C117773,PRAG,CDASHIG,2-1,,EG,PRAG_NORMALIZED,Normalized,LOCAL READING,,PR Interval Aggregate (Normalized),EGMETHOD,EGMETHOD,C82535,,Method,,2,Y,integer,3,,N,N,,C71151,EGMETHOD,,,,12 LEAD STANDARD,C71102,EGMETHOD,EGMETHOD = 12 LEAD STANDARD,
2025-12-31,C117773,PRAG,CDASHIG,2-1,,EG,PRAG_NORMALIZED,Normalized,LOCAL READING,,PR Interval Aggregate (Normalized),EGPOS,EGPOS,C62164,,Position,,3,N,text,50,,N,N,,C71148,POSITION,SEMI-FOWLERS;SEMI-RECUMBENT;SITTING;STANDING;SUPINE,Semi-Fowlers;Semi-Recumbent;Sitting;Standing;Supine,Single,,,EGPOS,EGPOS,
2025-12-31,C117773,PRAG,CDASHIG,2-1,,EG,PRAG_NORMALIZED,Normalized,LOCAL READING,,PR Interval Aggregate (Normalized),EGTPT,EGTPT,,,Timepoint,,4,N,text,50,,N,N,,,,,,,,,,,
2025-12-31,C117773,PRAG,CDASHIG,2-1,,EG,PRAG_NORMALIZED,Normalized,LOCAL READING,,PR Interval Aggregate (Normalized),EGTEST,EGTEST,,,Test,,5,Y,text,40,,N,N,,C71152,EGTEST,,,,"PR Interval, Aggregate",C117773,EGTEST;EGTESTCD,"EGTEST = PR Interval, Aggregate",
2025-12-31,C117773,PRAG,CDASHIG,2-1,,EG,PRAG_NORMALIZED,Normalized,LOCAL READING,,PR Interval Aggregate (Normalized),EGORRES,EGORRES,C25330,,Result,,6,Y,integer,3,,N,N,,,,,,,,,EGORRES;EGTEST;EGTESTCD,EGORRES when EGTESTCD = PRAG,
2025-12-31,C117773,PRAG,CDASHIG,2-1,,EG,PRAG_NORMALIZED,Normalized,LOCAL READING,,PR Interval Aggregate (Normalized),EGORRESU,EGORRESU,C42574,,Unit,,7,Y,text,50,,N,N,,C71620,UNIT,ms;/s,msec;per sec,Single,,,EGORRESU;EGTEST;EGTESTCD,EGORRESU when EGTESTCD = PRAG,
2025-12-31,C117779,QRSAG,CDASHIG,2-1,,EG,QRSAG_DENORMALIZED,Denormalized,LOCAL READING,,QRS Duration Aggregate (Denormalized),EGDAT,EGDAT,C82515,,Date of Assessment,,1,N,date,10,,N,N,,,,,,,,,EGDTC,EGDTC,
2025-12-31,C117779,QRSAG,CDASHIG,2-1,,EG,QRSAG_DENORMALIZED,Denormalized,LOCAL READING,,QRS Duration Aggregate (Denormalized),EGMETHOD,EGMETHOD,C82535,,Method,,2,Y,text,50,,N,N,,C71151,EGMETHOD,,,,12 LEAD STANDARD,C71102,EGMETHOD,EGMETHOD = 12 LEAD STANDARD,
2025-12-31,C117779,QRSAG,CDASHIG,2-1,,EG,QRSAG_DENORMALIZED,Denormalized,LOCAL READING,,QRS Duration Aggregate (Denormalized),EGPOS,EGPOS,C62164,,Position,,3,N,text,50,,N,N,,C71148,POSITION,SEMI-FOWLERS;SEMI-RECUMBENT;SITTING;STANDING;SUPINE,Semi-Fowlers;Semi-Recumbent;Sitting;Standing;Supine,Single,,,EGPOS,EGPOS,
2025-12-31,C117779,QRSAG,CDASHIG,2-1,,EG,QRSAG_DENORMALIZED,Denormalized,LOCAL READING,,QRS Duration Aggregate (Denormalized),QRSAG_EGORRES,EGORRES,C25330,,"QRS Duration, Aggregate Result",,4,Y,integer,3,,N,N,,,,,,,,,EGORRES;EGTEST;EGTESTCD,EGORRES when EGTESTCD = QRSAG,
2025-12-31,C117779,QRSAG,CDASHIG,2-1,,EG,QRSAG_DENORMALIZED,Denormalized,LOCAL READING,,QRS Duration Aggregate (Denormalized),QRSAG_EGORRESU,EGORRESU,C42574,,Unit,,5,Y,text,50,,N,N,,C71620,UNIT,ms;/s,msec;per sec,Single,,,EGORRESU;EGTEST;EGTESTCD,EGORRESU when EGTESTCD = QRSAG,
2025-12-31,C117779,QRSAG,CDASHIG,2-1,,EG,QRSAG_NORMALIZED,Normalized,LOCAL READING,,QRS Duration Aggregate (Normalized),EGDAT,EGDAT,C82515,,Date of Assessment,,1,N,date,10,,N,N,,,,,,,,,EGDTC,EGDTC,
2025-12-31,C117779,QRSAG,CDASHIG,2-1,,EG,QRSAG_NORMALIZED,Normalized,LOCAL READING,,QRS Duration Aggregate (Normalized),EGMETHOD,EGMETHOD,C82535,,Method,,2,Y,text,100,,N,N,,C71151,EGMETHOD,,,,12 LEAD STANDARD,C71102,EGMETHOD,EGMETHOD = 12 LEAD STANDARD,
2025-12-31,C117779,QRSAG,CDASHIG,2-1,,EG,QRSAG_NORMALIZED,Normalized,LOCAL READING,,QRS Duration Aggregate (Normalized),EGPOS,EGPOS,C62164,,Position,,3,N,integer,50,,N,N,,C71148,POSITION,SEMI-FOWLERS;SEMI-RECUMBENT;SITTING;STANDING;SUPINE,Semi-Fowlers;Semi-Recumbent;Sitting;Standing;Supine,Single,,,EGPOS,EGPOS,
2025-12-31,C117779,QRSAG,CDASHIG,2-1,,EG,QRSAG_NORMALIZED,Normalized,LOCAL READING,,QRS Duration Aggregate (Normalized),EGTPT,EGTPT,,,Timepoint,,4,N,text,50,,N,N,,,,,,,,,,,
2025-12-31,C117779,QRSAG,CDASHIG,2-1,,EG,QRSAG_NORMALIZED,Normalized,LOCAL READING,,QRS Duration Aggregate (Normalized),EGTEST,EGTEST,,,Test,,5,Y,text,40,,N,N,,C71152,EGTEST,,,,"QRS Duration, Aggregate",C117779,EGTEST;EGTESTCD,"EGTEST = QRS Duration, Aggregate",
2025-12-31,C117779,QRSAG,CDASHIG,2-1,,EG,QRSAG_NORMALIZED,Normalized,LOCAL READING,,QRS Duration Aggregate (Normalized),EGORRES,EGORRES,C25330,,Result,,6,Y,integer,3,,N,N,,,,,,,,,EGORRES;EGTEST;EGTESTCD,EGORRES when EGTESTCD = QRSAG,
2025-12-31,C117779,QRSAG,CDASHIG,2-1,,EG,QRSAG_NORMALIZED,Normalized,LOCAL READING,,QRS Duration Aggregate (Normalized),EGORRESU,EGORRESU,C42574,,Unit,,7,Y,text,50,,N,N,,C71620,UNIT,ms;/s,msec;per sec,Single,,,EGORRESU;EGTEST;EGTESTCD,EGORRESU when EGTESTCD = QRSAG,
2025-12-31,C118165,QRS_AXIS,CDASHIG,2-1,,EG,QRS_AXIS_DENORMALIZED,Denormalized,LOCAL READING,,QRS Axis (Denormalized),EGDAT,EGDAT,C82515,,Date of Assessment,,1,N,date,10,,N,N,,,,,,,,,EGDTC,EGDTC,
2025-12-31,C118165,QRS_AXIS,CDASHIG,2-1,,EG,QRS_AXIS_DENORMALIZED,Denormalized,LOCAL READING,,QRS Axis (Denormalized),EGMETHOD,EGMETHOD,C82535,,Method,,2,Y,text,50,,N,N,,C71151,EGMETHOD,,,,12 LEAD STANDARD,C71102,EGMETHOD,EGMETHOD = 12 LEAD STANDARD,
2025-12-31,C118165,QRS_AXIS,CDASHIG,2-1,,EG,QRS_AXIS_DENORMALIZED,Denormalized,LOCAL READING,,QRS Axis (Denormalized),EGPOS,EGPOS,C62164,,Position,,3,N,text,50,,N,N,,C71148,POSITION,SEMI-FOWLERS;SEMI-RECUMBENT;SITTING;STANDING;SUPINE,Semi-Fowlers;Semi-Recumbent;Sitting;Standing;Supine,Single,,,EGPOS,EGPOS,
2025-12-31,C118165,QRS_AXIS,CDASHIG,2-1,,EG,QRS_AXIS_DENORMALIZED,Denormalized,LOCAL READING,,QRS Axis (Denormalized),QRS_AXIS_EGORRES,EGORRES,C70856,,Result,,4,Y,integer,3,,N,N,,,,,,,,,EGORRES;EGTEST;EGTESTCD,EGORRES when EGTESTCD = QRS_AXIS,
2025-12-31,C118165,QRS_AXIS,CDASHIG,2-1,,EG,QRS_AXIS_DENORMALIZED,Denormalized,LOCAL READING,,QRS Axis (Denormalized),QRS_AXIS_EGORRESU,EGORRESU,C68667,,Unit,,5,Y,text,50,,N,N,,C71620,UNIT,,,,,,EGORRESU;EGTEST;EGTESTCD,EGORRESU when EGTESTCD = QRS_AXIS,
2025-12-31,C118165,QRS_AXIS,CDASHIG,2-1,,EG,QRS_AXIS_NORMALIZED,Normalized,LOCAL READING,,QRS Axis (Normalized),EGDAT,EGDAT,C82515,,Date of Assessment,,1,N,date,10,,N,N,,,,,,,,,EGDTC,EGDTC,
2025-12-31,C118165,QRS_AXIS,CDASHIG,2-1,,EG,QRS_AXIS_NORMALIZED,Normalized,LOCAL READING,,QRS Axis (Normalized),EGMETHOD,EGMETHOD,C82535,,Method,,2,Y,text,50,,N,N,,C71151,EGMETHOD,,,,12 LEAD STANDARD,C71102,EGMETHOD,EGMETHOD = 12 LEAD STANDARD,
2025-12-31,C118165,QRS_AXIS,CDASHIG,2-1,,EG,QRS_AXIS_NORMALIZED,Normalized,LOCAL READING,,QRS Axis (Normalized),EGPOS,EGPOS,C62164,,Position,,3,N,text,50,,N,N,,C71148,POSITION,SEMI-FOWLERS;SEMI-RECUMBENT;SITTING;STANDING;SUPINE,Semi-Fowlers;Semi-Recumbent;Sitting;Standing;Supine,Single,,,EGPOS,EGPOS,
2025-12-31,C118165,QRS_AXIS,CDASHIG,2-1,,EG,QRS_AXIS_NORMALIZED,Normalized,LOCAL READING,,QRS Axis (Normalized),EGTPT,EGTPT,,,Timepoint,,4,N,text,50,,N,N,,,,,,,,,,,
2025-12-31,C118165,QRS_AXIS,CDASHIG,2-1,,EG,QRS_AXIS_NORMALIZED,Normalized,LOCAL READING,,QRS Axis (Normalized),EGTEST,EGTEST,,,Test,,5,Y,text,40,,N,N,,C71152,EGTEST,,,,QRS Axis,C118165,EGTEST;EGTESTCD,EGTEST = QRS Axis,
2025-12-31,C118165,QRS_AXIS,CDASHIG,2-1,,EG,QRS_AXIS_NORMALIZED,Normalized,LOCAL READING,,QRS Axis (Normalized),EGORRES,EGORRES,C70856,,Result,,6,Y,integer,3,,N,N,,,,,,,,,EGORRES;EGTEST;EGTESTCD,EGORRES when EGTESTCD = QRS_AXIS,
2025-12-31,C118165,QRS_AXIS,CDASHIG,2-1,,EG,QRS_AXIS_NORMALIZED,Normalized,LOCAL READING,,QRS Axis (Normalized),EGORRESU,EGORRESU,C68667,,Unit,,7,Y,text,50,,N,N,,C71620,UNIT,,,,,,EGORRESU;EGTEST;EGTESTCD,EGORRESU when EGTESTCD = QRS_AXIS,
2025-12-31,C117783,QTAG,CDASHIG,2-1,,EG,QTAG_DENORMALIZED,Denormalized,LOCAL READING,,QT Interval Aggregate (Denormalized),EGDAT,EGDAT,C82515,,Date of Assessment,,1,N,date,10,,N,N,,,,,,,,,EGDTC,EGDTC,
2025-12-31,C117783,QTAG,CDASHIG,2-1,,EG,QTAG_DENORMALIZED,Denormalized,LOCAL READING,,QT Interval Aggregate (Denormalized),EGMETHOD,EGMETHOD,C82535,,Method,,2,Y,text,50,,N,N,,C71151,EGMETHOD,,,,12 LEAD STANDARD,C71102,EGMETHOD,EGMETHOD = 12 LEAD STANDARD,
2025-12-31,C117783,QTAG,CDASHIG,2-1,,EG,QTAG_DENORMALIZED,Denormalized,LOCAL READING,,QT Interval Aggregate (Denormalized),EGPOS,EGPOS,C62164,,Position,,3,N,text,50,,N,N,,C71148,POSITION,SEMI-FOWLERS;SEMI-RECUMBENT;SITTING;STANDING;SUPINE,Semi-Fowlers;Semi-Recumbent;Sitting;Standing;Supine,Single,,,EGPOS,EGPOS,
2025-12-31,C117783,QTAG,CDASHIG,2-1,,EG,QTAG_DENORMALIZED,Denormalized,LOCAL READING,,QT Interval Aggregate (Denormalized),QTAG_EGORRES,EGORRES,C25330,,"QT Interval, Aggregate Result",,4,Y,integer,3,,N,N,,,,,,,,,EGORRES;EGTEST;EGTESTCD,EGORRES when EGTESTCD = QTAG,
2025-12-31,C117783,QTAG,CDASHIG,2-1,,EG,QTAG_DENORMALIZED,Denormalized,LOCAL READING,,QT Interval Aggregate (Denormalized),QTAG_EGORRESU,EGORRESU,C42574,,Unit,,5,Y,text,50,,N,N,,C71620,UNIT,ms;/s,msec;per sec,Single,,,EGORRESU;EGTEST;EGTESTCD,EGORRESU when EGTESTCD = QTAG,
2025-12-31,C117783,QTAG,CDASHIG,2-1,,EG,QTAG_NORMALIZED,Normalized,LOCAL READING,,QT Interval Aggregate (Normalized),EGDAT,EGDAT,C82515,,Date of Assessment,,1,N,date,10,,N,N,,,,,,,,,EGDTC,EGDTC,
2025-12-31,C117783,QTAG,CDASHIG,2-1,,EG,QTAG_NORMALIZED,Normalized,LOCAL READING,,QT Interval Aggregate (Normalized),EGMETHOD,EGMETHOD,C82535,,Method,,2,Y,text,50,,N,N,,C71151,EGMETHOD,,,,12 LEAD STANDARD,C71102,EGMETHOD,EGMETHOD = 12 LEAD STANDARD,
2025-12-31,C117783,QTAG,CDASHIG,2-1,,EG,QTAG_NORMALIZED,Normalized,LOCAL READING,,QT Interval Aggregate (Normalized),EGPOS,EGPOS,C62164,,Position,,3,N,text,50,,N,N,,C71148,POSITION,SEMI-FOWLERS;SEMI-RECUMBENT;SITTING;STANDING;SUPINE,Semi-Fowlers;Semi-Recumbent;Sitting;Standing;Supine,Single,,,EGPOS,EGPOS,
2025-12-31,C117783,QTAG,CDASHIG,2-1,,EG,QTAG_NORMALIZED,Normalized,LOCAL READING,,QT Interval Aggregate (Normalized),EGTPT,EGTPT,,,Timepoint,,4,N,text,50,,N,N,,,,,,,,,,,
2025-12-31,C117783,QTAG,CDASHIG,2-1,,EG,QTAG_NORMALIZED,Normalized,LOCAL READING,,QT Interval Aggregate (Normalized),EGTEST,EGTEST,,,Test,,5,Y,text,40,,N,N,,C71152,EGTEST,,,,"QT Interval, Aggregate",C117783,EGTEST;EGTESTCD,"EGTEST = QT Interval, Aggregate",
2025-12-31,C117783,QTAG,CDASHIG,2-1,,EG,QTAG_NORMALIZED,Normalized,LOCAL READING,,QT Interval Aggregate (Normalized),EGORRES,EGORRES,C25330,,Result,,6,Y,integer,3,,N,N,,,,,,,,,EGORRES;EGTEST;EGTESTCD,EGORRES when EGTESTCD = QTAG,
2025-12-31,C117783,QTAG,CDASHIG,2-1,,EG,QTAG_NORMALIZED,Normalized,LOCAL READING,,QT Interval Aggregate (Normalized),EGORRESU,EGORRESU,C42574,,Unit,,7,Y,text,50,,N,N,,C71620,UNIT,ms;/s,msec;per sec,Single,,,EGORRESU;EGTEST;EGTESTCD,EGORRESU when EGTESTCD = QTAG,
2025-12-31,C117784,QTCBAG,CDASHIG,2-1,,EG,QTCBAG_DENORMALIZED,Denormalized,LOCAL READING,,QTCB Interval Aggregate (Denormalized),EGDAT,EGDAT,C82515,,Date of Assessment,,1,N,date,10,,N,N,,,,,,,,,EGDTC,EGDTC,
2025-12-31,C117784,QTCBAG,CDASHIG,2-1,,EG,QTCBAG_DENORMALIZED,Denormalized,LOCAL READING,,QTCB Interval Aggregate (Denormalized),EGMETHOD,EGMETHOD,C82535,,Method,,2,Y,text,50,,N,N,,C71151,EGMETHOD,,,,12 LEAD STANDARD,C71102,EGMETHOD,EGMETHOD = 12 LEAD STANDARD,
2025-12-31,C117784,QTCBAG,CDASHIG,2-1,,EG,QTCBAG_DENORMALIZED,Denormalized,LOCAL READING,,QTCB Interval Aggregate (Denormalized),EGPOS,EGPOS,C62164,,Position,,3,N,text,50,,N,N,,C71148,POSITION,SEMI-FOWLERS;SEMI-RECUMBENT;SITTING;STANDING;SUPINE,Semi-Fowlers;Semi-Recumbent;Sitting;Standing;Supine,Single,,,EGPOS,EGPOS,
2025-12-31,C117784,QTCBAG,CDASHIG,2-1,,EG,QTCBAG_DENORMALIZED,Denormalized,LOCAL READING,,QTCB Interval Aggregate (Denormalized),QTCBAG_EGORRES,EGORRES,C25330,,"QTcB Interval, Aggregate Result",,4,Y,integer,3,,N,N,,,,,,,,,EGORRES;EGTEST;EGTESTCD,EGORRES when EGTESTCD = QTCBAG,
2025-12-31,C117784,QTCBAG,CDASHIG,2-1,,EG,QTCBAG_DENORMALIZED,Denormalized,LOCAL READING,,QTCB Interval Aggregate (Denormalized),QTCBAG_EGORRESU,EGORRESU,C42574,,Unit,,5,Y,text,50,,N,N,,C71620,UNIT,ms;/s,msec;per sec,Single,,,EGORRESU;EGTEST;EGTESTCD,EGORRESU when EGTESTCD = QTCBAG,
2025-12-31,C117784,QTCBAG,CDASHIG,2-1,,EG,QTCBAG_NORMALIZED,Normalized,LOCAL READING,,QTCB Interval Aggregate (Normalized),EGDAT,EGDAT,C82515,,Date of Assessment,,1,N,date,10,,N,N,,,,,,,,,EGDTC,EGDTC,
2025-12-31,C117784,QTCBAG,CDASHIG,2-1,,EG,QTCBAG_NORMALIZED,Normalized,LOCAL READING,,QTCB Interval Aggregate (Normalized),EGMETHOD,EGMETHOD,C82535,,Method,,2,Y,text,50,,N,N,,C71151,EGMETHOD,,,,12 LEAD STANDARD,C71102,EGMETHOD,EGMETHOD = 12 LEAD STANDARD,
2025-12-31,C117784,QTCBAG,CDASHIG,2-1,,EG,QTCBAG_NORMALIZED,Normalized,LOCAL READING,,QTCB Interval Aggregate (Normalized),EGPOS,EGPOS,C62164,,Position,,3,N,text,50,,N,N,,C71148,POSITION,SEMI-FOWLERS;SEMI-RECUMBENT;SITTING;STANDING;SUPINE,Semi-Fowlers;Semi-Recumbent;Sitting;Standing;Supine,Single,,,EGPOS,EGPOS,
2025-12-31,C117784,QTCBAG,CDASHIG,2-1,,EG,QTCBAG_NORMALIZED,Normalized,LOCAL READING,,QTCB Interval Aggregate (Normalized),EGTPT,EGTPT,,,Timepoint,,4,N,text,50,,N,N,,,,,,,,,,,
2025-12-31,C117784,QTCBAG,CDASHIG,2-1,,EG,QTCBAG_NORMALIZED,Normalized,LOCAL READING,,QTCB Interval Aggregate (Normalized),EGTEST,EGTEST,,,Test,,5,Y,text,40,,N,N,,C71152,EGTEST,,,,"QTcB Interval, Aggregate",C117784,EGTEST;EGTESTCD,"EGTEST = QTcB Interval, Aggregate",
2025-12-31,C117784,QTCBAG,CDASHIG,2-1,,EG,QTCBAG_NORMALIZED,Normalized,LOCAL READING,,QTCB Interval Aggregate (Normalized),EGORRES,EGORRES,C25330,,Result,,6,Y,integer,3,,N,N,,,,,,,,,EGORRES;EGTEST;EGTESTCD,EGORRES when EGTESTCD = QTCBAG,
2025-12-31,C117784,QTCBAG,CDASHIG,2-1,,EG,QTCBAG_NORMALIZED,Normalized,LOCAL READING,,QTCB Interval Aggregate (Normalized),EGORRESU,EGORRESU,C42574,,Unit,,7,Y,text,50,,N,N,,C71620,UNIT,ms;/s,msec;per sec,Single,,,EGORRESU;EGTEST;EGTESTCD,EGORRESU when EGTESTCD = QTCBAG,
2025-12-31,C117786,QTCFAG,CDASHIG,2-1,,EG,QTCFAG_DENORMALIZED,Denormalized,LOCAL READING,,QTCF Interval Aggregate (Denormalized),EGDAT,EGDAT,C82515,,Date of Assessment,,1,N,date,10,,N,N,,,,,,,,,EGDTC,EGDTC,
2025-12-31,C117786,QTCFAG,CDASHIG,2-1,,EG,QTCFAG_DENORMALIZED,Denormalized,LOCAL READING,,QTCF Interval Aggregate (Denormalized),EGMETHOD,EGMETHOD,C82535,,Method,,2,Y,text,50,,N,N,,C71151,EGMETHOD,,,,12 LEAD STANDARD,C71102,EGMETHOD,EGMETHOD = 12 LEAD STANDARD,
2025-12-31,C117786,QTCFAG,CDASHIG,2-1,,EG,QTCFAG_DENORMALIZED,Denormalized,LOCAL READING,,QTCF Interval Aggregate (Denormalized),EGPOS,EGPOS,C62164,,Position,,3,N,text,50,,N,N,,C71148,POSITION,SEMI-FOWLERS;SEMI-RECUMBENT;SITTING;STANDING;SUPINE,Semi-Fowlers;Semi-Recumbent;Sitting;Standing;Supine,Single,,,EGPOS,EGPOS,
2025-12-31,C117786,QTCFAG,CDASHIG,2-1,,EG,QTCFAG_DENORMALIZED,Denormalized,LOCAL READING,,QTCF Interval Aggregate (Denormalized),QTCFAG_EGORRES,EGORRES,C25330,,"QTcF Interval, Aggregate Result",,4,Y,integer,3,,N,N,,,,,,,,,EGORRES;EGTEST;EGTESTCD,EGORRES when EGTESTCD = QTCFAG,
2025-12-31,C117786,QTCFAG,CDASHIG,2-1,,EG,QTCFAG_DENORMALIZED,Denormalized,LOCAL READING,,QTCF Interval Aggregate (Denormalized),QTCFAG_EGORRESU,EGORRESU,C42574,,Unit,,5,Y,text,50,,N,N,,C71620,UNIT,ms;/s,msec;per sec,Single,,,EGORRESU;EGTEST;EGTESTCD,EGORRESU when EGTESTCD = QTCFAG,
2025-12-31,C117786,QTCFAG,CDASHIG,2-1,,EG,QTCFAG_NORMALIZED,Normalized,LOCAL READING,,QTCF Interval Aggregate (Normalized),EGDAT,EGDAT,C82515,,Date of Assessment,,1,N,date,10,,N,N,,,,,,,,,EGDTC,EGDTC,
2025-12-31,C117786,QTCFAG,CDASHIG,2-1,,EG,QTCFAG_NORMALIZED,Normalized,LOCAL READING,,QTCF Interval Aggregate (Normalized),EGMETHOD,EGMETHOD,C82535,,Method,,2,Y,text,50,,N,N,,C71151,EGMETHOD,,,,12 LEAD STANDARD,C71102,EGMETHOD,EGMETHOD = 12 LEAD STANDARD,
2025-12-31,C117786,QTCFAG,CDASHIG,2-1,,EG,QTCFAG_NORMALIZED,Normalized,LOCAL READING,,QTCF Interval Aggregate (Normalized),EGPOS,EGPOS,C62164,,Position,,3,N,text,50,,N,N,,C71148,POSITION,SEMI-FOWLERS;SEMI-RECUMBENT;SITTING;STANDING;SUPINE,Semi-Fowlers;Semi-Recumbent;Sitting;Standing;Supine,Single,,,EGPOS,EGPOS,
2025-12-31,C117786,QTCFAG,CDASHIG,2-1,,EG,QTCFAG_NORMALIZED,Normalized,LOCAL READING,,QTCF Interval Aggregate (Normalized),EGTPT,EGTPT,,,Timepoint,,4,N,text,50,,N,N,,,,,,,,,,,
2025-12-31,C117786,QTCFAG,CDASHIG,2-1,,EG,QTCFAG_NORMALIZED,Normalized,LOCAL READING,,QTCF Interval Aggregate (Normalized),EGTEST,EGTEST,,,Test,,5,Y,text,40,,N,N,,C71152,EGTEST,,,,"QTcF Interval, Aggregate",C117786,EGTEST;EGTESTCD,"EGTEST = QTcF Interval, Aggregate",
2025-12-31,C117786,QTCFAG,CDASHIG,2-1,,EG,QTCFAG_NORMALIZED,Normalized,LOCAL READING,,QTCF Interval Aggregate (Normalized),EGORRES,EGORRES,C25330,,Result,,6,Y,integer,3,,N,N,,,,,,,,,EGORRES;EGTEST;EGTESTCD,EGORRES when EGTESTCD = QTCFAG,
2025-12-31,C117786,QTCFAG,CDASHIG,2-1,,EG,QTCFAG_NORMALIZED,Normalized,LOCAL READING,,QTCF Interval Aggregate (Normalized),EGORRESU,EGORRESU,C42574,,Unit,,7,Y,text,50,,N,N,,C71620,UNIT,ms;/s,msec;per sec,Single,,,EGORRESU;EGTEST;EGTESTCD,EGORRESU when EGTESTCD = QTCFAG,
2025-12-31,C174285,QTCUNSAG,CDASHIG,2-1,,EG,QTCUNSAG_DENORMALIZED,Denormalized,LOCAL READING,,QTC Aggregate Method Unspecified (Denormalized),EGDAT,EGDAT,C82515,,Date of Assessment,,1,N,date,10,,N,N,,,,,,,,,EGDTC,EGDTC,
2025-12-31,C174285,QTCUNSAG,CDASHIG,2-1,,EG,QTCUNSAG_DENORMALIZED,Denormalized,LOCAL READING,,QTC Aggregate Method Unspecified (Denormalized),EGMETHOD,EGMETHOD,C82535,,Method,,2,Y,text,50,,N,N,,C71151,EGMETHOD,,,,12 LEAD STANDARD,C71102,EGMETHOD,EGMETHOD = 12 LEAD STANDARD,
2025-12-31,C174285,QTCUNSAG,CDASHIG,2-1,,EG,QTCUNSAG_DENORMALIZED,Denormalized,LOCAL READING,,QTC Aggregate Method Unspecified (Denormalized),EGPOS,EGPOS,C62164,,Position,,3,N,text,50,,N,N,,C71148,POSITION,SEMI-FOWLERS;SEMI-RECUMBENT;SITTING;STANDING;SUPINE,Semi-Fowlers;Semi-Recumbent;Sitting;Standing;Supine,Single,,,EGPOS,EGPOS,
2025-12-31,C174285,QTCUNSAG,CDASHIG,2-1,,EG,QTCUNSAG_DENORMALIZED,Denormalized,LOCAL READING,,QTC Aggregate Method Unspecified (Denormalized),QTCUNSAG_EGORRES,EGORRES,C25330,,"QTc Corr Method Unspecified, Aggregate Result Unit",,4,Y,integer,3,,N,N,,,,,,,,,EGORRES;EGTEST;EGTESTCD,EGORRES when EGTESTCD = QTCUNSAG,
2025-12-31,C174285,QTCUNSAG,CDASHIG,2-1,,EG,QTCUNSAG_DENORMALIZED,Denormalized,LOCAL READING,,QTC Aggregate Method Unspecified (Denormalized),QTCUNSAG_EGORRESU,EGORRESU,C42574,,Unit,,5,Y,text,50,,N,N,,C71620,UNIT,ms;/s,msec;per sec,Single,,,EGORRESU;EGTEST;EGTESTCD,EGORRESU when EGTESTCD = QTCUNSAG,
2025-12-31,C174285,QTCUNSAG,CDASHIG,2-1,,EG,QTCUNSAG_NORMALIZED,Normalized,LOCAL READING,,QTC Aggregate Method Unspecified (Normalized),EGDAT,EGDAT,C82515,,Date of Assessment,,1,N,date,10,,N,N,,,,,,,,,EGDTC,EGDTC,
2025-12-31,C174285,QTCUNSAG,CDASHIG,2-1,,EG,QTCUNSAG_NORMALIZED,Normalized,LOCAL READING,,QTC Aggregate Method Unspecified (Normalized),EGMETHOD,EGMETHOD,C82535,,Method,,2,Y,text,50,,N,N,,C71151,EGMETHOD,,,,12 LEAD STANDARD,C71102,EGMETHOD,EGMETHOD = 12 LEAD STANDARD,
2025-12-31,C174285,QTCUNSAG,CDASHIG,2-1,,EG,QTCUNSAG_NORMALIZED,Normalized,LOCAL READING,,QTC Aggregate Method Unspecified (Normalized),EGPOS,EGPOS,C62164,,Position,,3,N,text,50,,N,N,,C71148,POSITION,SEMI-FOWLERS;SEMI-RECUMBENT;SITTING;STANDING;SUPINE,Semi-Fowlers;Semi-Recumbent;Sitting;Standing;Supine,Single,,,EGPOS,EGPOS,
2025-12-31,C174285,QTCUNSAG,CDASHIG,2-1,,EG,QTCUNSAG_NORMALIZED,Normalized,LOCAL READING,,QTC Aggregate Method Unspecified (Normalized),EGTPT,EGTPT,,,Timepoint,,4,N,text,50,,N,N,,,,,,,,,,,
2025-12-31,C174285,QTCUNSAG,CDASHIG,2-1,,EG,QTCUNSAG_NORMALIZED,Normalized,LOCAL READING,,QTC Aggregate Method Unspecified (Normalized),EGTEST,EGTEST,,,Test,,5,Y,text,40,,N,N,,C71152,EGTEST,,,,"QTc Corr Method Unspecified, Aggregate",C174285,EGTEST;EGTESTCD,"EGTEST = QTc Corr Method Unspecified, Aggregate",
