package_date,bc_id,sdtmig_start_version,sdtmig_end_version,domain,vlm_source,vlm_group_id,short_name,sdtm_variable,dec_id,nsv_flag,codelist,codelist_submission_value,subset_codelist,value_list,assigned_term,assigned_value,role,subject,linking_phrase,predicate_term,object,data_type,length,format,significant_digits,mandatory_variable,mandatory_value,origin_type,origin_source,comparator,vlm_target
2026-03-31,C189633,3-4,,RE,RE.RETESTCD,DOMLGPTD_RE,Dominant Lung Pattern Distribution (RE),REORRES,C70856,N,,,,,,,Qualifier,REORRES,is the result of the test in,IS_RESULT_OF,RETESTCD,text,20.0,,,Y,N,Collected,Investigator,,Y
2026-03-31,C189633,3-4,,RE,RE.RETESTCD,DOMLGPTD_RE,Dominant Lung Pattern Distribution (RE),RESTRESC,C70856,N,,,,,,,Qualifier,RESTRESC,is the result of the test in,IS_RESULT_OF,RETESTCD,text,20.0,,,N,N,,,,Y
2026-03-31,C189633,3-4,,RE,RE.RETESTCD,DOMLGPTD_RE,Dominant Lung Pattern Distribution (RE),REDTC,C82515,N,,,,,,,Timing,REDTC,is the date of occurrence for,IS_TIMING_FOR,RETESTCD,,,,,Y,N,,,,
2026-03-31,C189632,3-4,,RE,RE.RETESTCD,DOMLGPT_RE,Dominant Lung Pattern (RE),RETESTCD,,N,C111106,RETESTCD,,,C189632,DOMLGPT,Topic,RETESTCD,is the code for the value in,IS_DECODED_BY,RETEST,,,,,Y,Y,,,EQ,
2026-03-31,C189632,3-4,,RE,RE.RETESTCD,DOMLGPT_RE,Dominant Lung Pattern (RE),RETEST,,N,C111107,RETEST,,,C189632,Dominant Lung Pattern,Qualifier,RETEST,decodes the value in,DECODES,RETESTCD,,,,,Y,Y,,,,
2026-03-31,C189632,3-4,,RE,RE.RETESTCD,DOMLGPT_RE,Dominant Lung Pattern (RE),REORRES,C70856,N,,,,,,,Qualifier,REORRES,is the result of the test in,IS_RESULT_OF,RETESTCD,text,20.0,,,Y,N,Collected,Investigator,,Y
2026-03-31,C189632,3-4,,RE,RE.RETESTCD,DOMLGPT_RE,Dominant Lung Pattern (RE),RESTRESC,C70856,N,,,,,,,Qualifier,RESTRESC,is the result of the test in,IS_RESULT_OF,RETESTCD,text,20.0,,,N,N,,,,Y
2026-03-31,C189632,3-4,,RE,RE.RETESTCD,DOMLGPT_RE,Dominant Lung Pattern (RE),REDTC,C82515,N,,,,,,,Timing,REDTC,is the date of occurrence for,IS_TIMING_FOR,RETESTCD,,,,,Y,N,,,,
2026-03-31,C161422,3-4,,RE,RE.RETESTCD,EFFIND_RE,Effusion Indicator (RE),RETESTCD,,N,C111106,RETESTCD,,,C161422,EFFIND,Topic,RETESTCD,is the code for the value in,IS_DECODED_BY,RETEST,,,,,Y,Y,,,EQ,
2026-03-31,C161422,3-4,,RE,RE.RETESTCD,EFFIND_RE,Effusion Indicator (RE),RETEST,,N,C111107,RETEST,,,C161422,Effusion Indicator,Qualifier,RETEST,decodes the value in,DECODES,RETESTCD,,,,,Y,Y,,,,
2026-03-31,C161422,3-4,,RE,RE.RETESTCD,EFFIND_RE,Effusion Indicator (RE),REORRES,C70856,N,C66742,NY,,N;Y;U,,,Qualifier,REORRES,is the result of the test in,IS_RESULT_OF,RETESTCD,text,20.0,,,Y,N,Collected,Investigator,,Y
2026-03-31,C161422,3-4,,RE,RE.RETESTCD,EFFIND_RE,Effusion Indicator (RE),RESTRESC,C70856,N,C66742,NY,,N;Y;U,,,Qualifier,RESTRESC,is the result of the test in,IS_RESULT_OF,RETESTCD,text,20.0,,,N,N,,,,Y
2026-03-31,C161422,3-4,,RE,RE.RETESTCD,EFFIND_RE,Effusion Indicator (RE),REDTC,C82515,N,,,,,,,Timing,REDTC,is the date of occurrence for,IS_TIMING_FOR,RETESTCD,,,,,Y,N,,,,
2026-03-31,C161424,3-4,,RE,RE.RETESTCD,EFFVOL_RE,Effusion Volume (RE),RETESTCD,,N,C111106,RETESTCD,,,C161424,EFFVOL,Topic,RETESTCD,is the code for the value in,IS_DECODED_BY,RETEST,,,,,Y,Y,,,EQ,
2026-03-31,C161424,3-4,,RE,RE.RETESTCD,EFFVOL_RE,Effusion Volume (RE),RETEST,,N,C111107,RETEST,,,C161424,Effusion Volume,Qualifier,RETEST,decodes the value in,DECODES,RETESTCD,,,,,Y,Y,,,,
2026-03-31,C161424,3-4,,RE,RE.RETESTCD,EFFVOL_RE,Effusion Volume (RE),REORRES,C70856,N,,,,,,,Qualifier,REORRES,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,Y,N,Collected,Investigator,,Y
2026-03-31,C161424,3-4,,RE,RE.RETESTCD,EFFVOL_RE,Effusion Volume (RE),REORRESU,C44279,N,C71620,UNIT,,,C28254,mL,Qualifier,REORRESU,is the unit for the value in,IS_UNIT_FOR,REORRES,,,,,Y,N,,,,Y
2026-03-31,C161424,3-4,,RE,RE.RETESTCD,EFFVOL_RE,Effusion Volume (RE),RESTRESC,C70856,N,,,,,,,Qualifier,RESTRESC,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C161424,3-4,,RE,RE.RETESTCD,EFFVOL_RE,Effusion Volume (RE),RESTRESN,C70856,N,,,,,,,Qualifier,RESTRESN,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C161424,3-4,,RE,RE.RETESTCD,EFFVOL_RE,Effusion Volume (RE),RESTRESU,C44279,N,C71620,UNIT,,,C28254,mL,Qualifier,RESTRESU,is the unit for the value in,IS_UNIT_FOR,RESTRESN,,,,,N,N,,,,Y
2026-03-31,C161424,3-4,,RE,RE.RETESTCD,EFFVOL_RE,Effusion Volume (RE),REDTC,C82515,N,,,,,,,Timing,REDTC,is the date of occurrence for,IS_TIMING_FOR,RETESTCD,,,,,Y,N,,,,
2026-03-31,C135493,3-4,,RE,RE.RETESTCD,ELSTNCE_RE,Elastance (RE),RETESTCD,,N,C111106,RETESTCD,,,C135493,ELSTNCE,Topic,RETESTCD,is the code for the value in,IS_DECODED_BY,RETEST,,,,,Y,Y,,,EQ,
2026-03-31,C135493,3-4,,RE,RE.RETESTCD,ELSTNCE_RE,Elastance (RE),RETEST,,N,C111107,RETEST,,,C135493,Elastance,Qualifier,RETEST,decodes the value in,DECODES,RETESTCD,,,,,Y,Y,,,,
2026-03-31,C135493,3-4,,RE,RE.RETESTCD,ELSTNCE_RE,Elastance (RE),REORRES,C70856,N,,,,,,,Qualifier,REORRES,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,Y,N,Collected,Investigator,,Y
2026-03-31,C135493,3-4,,RE,RE.RETESTCD,ELSTNCE_RE,Elastance (RE),REORRESU,C49669,N,C71620,UNIT,,,C98755,mL/cm H2O,Qualifier,REORRESU,is the unit for the value in,IS_UNIT_FOR,REORRES,,,,,Y,N,,,,Y
2026-03-31,C135493,3-4,,RE,RE.RETESTCD,ELSTNCE_RE,Elastance (RE),RESTRESC,C70856,N,,,,,,,Qualifier,RESTRESC,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C135493,3-4,,RE,RE.RETESTCD,ELSTNCE_RE,Elastance (RE),RESTRESN,C70856,N,,,,,,,Qualifier,RESTRESN,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C135493,3-4,,RE,RE.RETESTCD,ELSTNCE_RE,Elastance (RE),RESTRESU,C49669,N,C71620,UNIT,,,C98755,mL/cm H2O,Qualifier,RESTRESU,is the unit for the value in,IS_UNIT_FOR,RESTRESN,,,,,N,N,,,,Y
2026-03-31,C135493,3-4,,RE,RE.RETESTCD,ELSTNCE_RE,Elastance (RE),REDTC,C82515,N,,,,,,,Timing,REDTC,is the date of occurrence for,IS_TIMING_FOR,RETESTCD,,,,,Y,N,,,,
2026-03-31,C112375,3-4,,RE,RE.RETESTCD,ERVPP_RE,Percent Predicted ERV (RE),RETESTCD,,N,C111106,RETESTCD,,,C112375,ERVPP,Topic,RETESTCD,is the code for the value in,IS_DECODED_BY,RETEST,,,,,Y,Y,,,EQ,
2026-03-31,C112375,3-4,,RE,RE.RETESTCD,ERVPP_RE,Percent Predicted ERV (RE),RETEST,,N,C111107,RETEST,,,C112375,Percent Predicted ERV,Qualifier,RETEST,decodes the value in,DECODES,RETESTCD,,,,,Y,Y,,,,
2026-03-31,C112375,3-4,,RE,RE.RETESTCD,ERVPP_RE,Percent Predicted ERV (RE),REORRES,C70856,N,,,,,,,Qualifier,REORRES,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,Y,N,Collected,Investigator,,Y
2026-03-31,C112375,3-4,,RE,RE.RETESTCD,ERVPP_RE,Percent Predicted ERV (RE),REORRESU,C48570,N,C71620,UNIT,,,C25613,%,Qualifier,REORRESU,is the unit for the value in,IS_UNIT_FOR,REORRES,,,,,Y,N,,,,Y
2026-03-31,C112375,3-4,,RE,RE.RETESTCD,ERVPP_RE,Percent Predicted ERV (RE),RESTRESC,C70856,N,,,,,,,Qualifier,RESTRESC,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C112375,3-4,,RE,RE.RETESTCD,ERVPP_RE,Percent Predicted ERV (RE),RESTRESN,C70856,N,,,,,,,Qualifier,RESTRESN,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C112375,3-4,,RE,RE.RETESTCD,ERVPP_RE,Percent Predicted ERV (RE),RESTRESU,C48570,N,C71620,UNIT,,,C25613,%,Qualifier,RESTRESU,is the unit for the value in,IS_UNIT_FOR,RESTRESN,,,,,N,N,,,,Y
2026-03-31,C112375,3-4,,RE,RE.RETESTCD,ERVPP_RE,Percent Predicted ERV (RE),REDTC,C82515,N,,,,,,,Timing,REDTC,is the date of occurrence for,IS_TIMING_FOR,RETESTCD,,,,,Y,N,,,,
2026-03-31,C111200,3-4,,RE,RE.RETESTCD,ERV_RE,Expiratory Reserve Volume (RE),RETESTCD,,N,C111106,RETESTCD,,,C111200,ERV,Topic,RETESTCD,is the code for the value in,IS_DECODED_BY,RETEST,,,,,Y,Y,,,EQ,
2026-03-31,C111200,3-4,,RE,RE.RETESTCD,ERV_RE,Expiratory Reserve Volume (RE),RETEST,,N,C111107,RETEST,,,C111200,Expiratory Reserve Volume,Qualifier,RETEST,decodes the value in,DECODES,RETESTCD,,,,,Y,Y,,,,
2026-03-31,C111200,3-4,,RE,RE.RETESTCD,ERV_RE,Expiratory Reserve Volume (RE),REORRES,C70856,N,,,,,,,Qualifier,REORRES,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,Y,N,Collected,Investigator,,Y
2026-03-31,C111200,3-4,,RE,RE.RETESTCD,ERV_RE,Expiratory Reserve Volume (RE),REORRESU,C44279,N,C71620,UNIT,,mL;L,,,Qualifier,REORRESU,is the unit for the value in,IS_UNIT_FOR,REORRES,,,,,Y,N,,,,Y
2026-03-31,C111200,3-4,,RE,RE.RETESTCD,ERV_RE,Expiratory Reserve Volume (RE),RESTRESC,C70856,N,,,,,,,Qualifier,RESTRESC,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C111200,3-4,,RE,RE.RETESTCD,ERV_RE,Expiratory Reserve Volume (RE),RESTRESN,C70856,N,,,,,,,Qualifier,RESTRESN,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C111200,3-4,,RE,RE.RETESTCD,ERV_RE,Expiratory Reserve Volume (RE),RESTRESU,C44279,N,C71620,UNIT,,mL;L,,,Qualifier,RESTRESU,is the unit for the value in,IS_UNIT_FOR,RESTRESN,,,,,N,N,,,,Y
2026-03-31,C111200,3-4,,RE,RE.RETESTCD,ERV_RE,Expiratory Reserve Volume (RE),REDTC,C82515,N,,,,,,,Timing,REDTC,is the date of occurrence for,IS_TIMING_FOR,RETESTCD,,,,,Y,N,,,,
2026-03-31,C199984,3-4,,RE,RE.RETESTCD,EVCPP_RE,Percent Predicted EVC (RE),RETESTCD,,N,C111106,RETESTCD,,,C199984,EVCPP,Topic,RETESTCD,is the code for the value in,IS_DECODED_BY,RETEST,,,,,Y,Y,,,EQ,
2026-03-31,C199984,3-4,,RE,RE.RETESTCD,EVCPP_RE,Percent Predicted EVC (RE),RETEST,,N,C111107,RETEST,,,C199984,Percent Predicted EVC,Qualifier,RETEST,decodes the value in,DECODES,RETESTCD,,,,,Y,Y,,,,
2026-03-31,C199984,3-4,,RE,RE.RETESTCD,EVCPP_RE,Percent Predicted EVC (RE),REORRES,C70856,N,,,,,,,Qualifier,REORRES,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,Y,N,Collected,Investigator,,Y
2026-03-31,C199984,3-4,,RE,RE.RETESTCD,EVCPP_RE,Percent Predicted EVC (RE),REORRESU,C48570,N,C71620,UNIT,,,C25613,%,Qualifier,REORRESU,is the unit for the value in,IS_UNIT_FOR,REORRES,,,,,Y,N,,,,Y
2026-03-31,C199984,3-4,,RE,RE.RETESTCD,EVCPP_RE,Percent Predicted EVC (RE),RESTRESC,C70856,N,,,,,,,Qualifier,RESTRESC,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C199984,3-4,,RE,RE.RETESTCD,EVCPP_RE,Percent Predicted EVC (RE),RESTRESN,C70856,N,,,,,,,Qualifier,RESTRESN,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C199984,3-4,,RE,RE.RETESTCD,EVCPP_RE,Percent Predicted EVC (RE),RESTRESU,C48570,N,C71620,UNIT,,,C25613,%,Qualifier,RESTRESU,is the unit for the value in,IS_UNIT_FOR,RESTRESN,,,,,N,N,,,,Y
2026-03-31,C199984,3-4,,RE,RE.RETESTCD,EVCPP_RE,Percent Predicted EVC (RE),REDTC,C82515,N,,,,,,,Timing,REDTC,is the date of occurrence for,IS_TIMING_FOR,RETESTCD,,,,,Y,N,,,,
2026-03-31,C147484,3-4,,RE,RE.RETESTCD,EVC_RE,Expiratory Vital Capacity (RE),RETESTCD,,N,C111106,RETESTCD,,,C147484,EVC,Topic,RETESTCD,is the code for the value in,IS_DECODED_BY,RETEST,,,,,Y,Y,,,EQ,
2026-03-31,C147484,3-4,,RE,RE.RETESTCD,EVC_RE,Expiratory Vital Capacity (RE),RETEST,,N,C111107,RETEST,,,C147484,Expiratory Vital Capacity,Qualifier,RETEST,decodes the value in,DECODES,RETESTCD,,,,,Y,Y,,,,
2026-03-31,C147484,3-4,,RE,RE.RETESTCD,EVC_RE,Expiratory Vital Capacity (RE),REORRES,C70856,N,,,,,,,Qualifier,REORRES,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,Y,N,Collected,Investigator,,Y
2026-03-31,C147484,3-4,,RE,RE.RETESTCD,EVC_RE,Expiratory Vital Capacity (RE),REORRESU,C44279,N,C71620,UNIT,,L;mL,,,Qualifier,REORRESU,is the unit for the value in,IS_UNIT_FOR,REORRES,,,,,Y,N,,,,Y
2026-03-31,C147484,3-4,,RE,RE.RETESTCD,EVC_RE,Expiratory Vital Capacity (RE),RESTRESC,C70856,N,,,,,,,Qualifier,RESTRESC,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C147484,3-4,,RE,RE.RETESTCD,EVC_RE,Expiratory Vital Capacity (RE),RESTRESN,C70856,N,,,,,,,Qualifier,RESTRESN,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C147484,3-4,,RE,RE.RETESTCD,EVC_RE,Expiratory Vital Capacity (RE),RESTRESU,C44279,N,C71620,UNIT,,L;mL,,,Qualifier,RESTRESU,is the unit for the value in,IS_UNIT_FOR,RESTRESN,,,,,N,N,,,,Y
2026-03-31,C147484,3-4,,RE,RE.RETESTCD,EVC_RE,Expiratory Vital Capacity (RE),REDTC,C82515,N,,,,,,,Timing,REDTC,is the date of occurrence for,IS_TIMING_FOR,RETESTCD,,,,,Y,N,,,,
2026-03-31,C139243,3-4,,RE,RE.RETESTCD,EV_05FVC_RE,Forced Expiratory Volume in 0.05 S/FVC (RE),RETESTCD,,N,C111106,RETESTCD,,,C139243,EV_05FVC,Topic,RETESTCD,is the code for the value in,IS_DECODED_BY,RETEST,,,,,Y,Y,,,EQ,
2026-03-31,C139243,3-4,,RE,RE.RETESTCD,EV_05FVC_RE,Forced Expiratory Volume in 0.05 S/FVC (RE),RETEST,,N,C111107,RETEST,,,C139243,Forced Expiratory Volume in 0.05 S/FVC,Qualifier,RETEST,decodes the value in,DECODES,RETESTCD,,,,,Y,Y,,,,
2026-03-31,C139243,3-4,,RE,RE.RETESTCD,EV_05FVC_RE,Forced Expiratory Volume in 0.05 S/FVC (RE),REORRES,C70856,N,,,,,,,Qualifier,REORRES,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,Y,N,Collected,Investigator,,Y
2026-03-31,C139243,3-4,,RE,RE.RETESTCD,EV_05FVC_RE,Forced Expiratory Volume in 0.05 S/FVC (RE),REORRESU,C48570,N,C71620,UNIT,,RATIO;%,,,Qualifier,REORRESU,is the unit for the value in,IS_UNIT_FOR,REORRES,,,,,Y,N,,,,Y
2026-03-31,C139243,3-4,,RE,RE.RETESTCD,EV_05FVC_RE,Forced Expiratory Volume in 0.05 S/FVC (RE),RESTRESC,C70856,N,,,,,,,Qualifier,RESTRESC,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C139243,3-4,,RE,RE.RETESTCD,EV_05FVC_RE,Forced Expiratory Volume in 0.05 S/FVC (RE),RESTRESN,C70856,N,,,,,,,Qualifier,RESTRESN,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C139243,3-4,,RE,RE.RETESTCD,EV_05FVC_RE,Forced Expiratory Volume in 0.05 S/FVC (RE),RESTRESU,C48570,N,C71620,UNIT,,RATIO;%,,,Qualifier,RESTRESU,is the unit for the value in,IS_UNIT_FOR,RESTRESN,,,,,N,N,,,,Y
2026-03-31,C139243,3-4,,RE,RE.RETESTCD,EV_05FVC_RE,Forced Expiratory Volume in 0.05 S/FVC (RE),REDTC,C82515,N,,,,,,,Timing,REDTC,is the date of occurrence for,IS_TIMING_FOR,RETESTCD,,,,,Y,N,,,,
2026-03-31,C139244,3-4,,RE,RE.RETESTCD,EV_1FVC_RE,Forced Expiratory Volume in 0.1 S/FVC (RE),RETESTCD,,N,C111106,RETESTCD,,,C139244,EV_1FVC,Topic,RETESTCD,is the code for the value in,IS_DECODED_BY,RETEST,,,,,Y,Y,,,EQ,
2026-03-31,C139244,3-4,,RE,RE.RETESTCD,EV_1FVC_RE,Forced Expiratory Volume in 0.1 S/FVC (RE),RETEST,,N,C111107,RETEST,,,C139244,Forced Expiratory Volume in 0.1 S/FVC,Qualifier,RETEST,decodes the value in,DECODES,RETESTCD,,,,,Y,Y,,,,
2026-03-31,C139244,3-4,,RE,RE.RETESTCD,EV_1FVC_RE,Forced Expiratory Volume in 0.1 S/FVC (RE),REORRES,C70856,N,,,,,,,Qualifier,REORRES,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,Y,N,Collected,Investigator,,Y
2026-03-31,C139244,3-4,,RE,RE.RETESTCD,EV_1FVC_RE,Forced Expiratory Volume in 0.1 S/FVC (RE),REORRESU,C48570,N,C71620,UNIT,,RATIO;%,,,Qualifier,REORRESU,is the unit for the value in,IS_UNIT_FOR,REORRES,,,,,Y,N,,,,Y
2026-03-31,C139244,3-4,,RE,RE.RETESTCD,EV_1FVC_RE,Forced Expiratory Volume in 0.1 S/FVC (RE),RESTRESC,C70856,N,,,,,,,Qualifier,RESTRESC,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C139244,3-4,,RE,RE.RETESTCD,EV_1FVC_RE,Forced Expiratory Volume in 0.1 S/FVC (RE),RESTRESN,C70856,N,,,,,,,Qualifier,RESTRESN,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C139244,3-4,,RE,RE.RETESTCD,EV_1FVC_RE,Forced Expiratory Volume in 0.1 S/FVC (RE),RESTRESU,C48570,N,C71620,UNIT,,RATIO;%,,,Qualifier,RESTRESU,is the unit for the value in,IS_UNIT_FOR,RESTRESN,,,,,N,N,,,,Y
2026-03-31,C139244,3-4,,RE,RE.RETESTCD,EV_1FVC_RE,Forced Expiratory Volume in 0.1 S/FVC (RE),REDTC,C82515,N,,,,,,,Timing,REDTC,is the date of occurrence for,IS_TIMING_FOR,RETESTCD,,,,,Y,N,,,,
2026-03-31,C139245,3-4,,RE,RE.RETESTCD,EV_2FVC_RE,Forced Expiratory Volume in 0.2 S/FVC (RE),RETESTCD,,N,C111106,RETESTCD,,,C139245,EV_2FVC,Topic,RETESTCD,is the code for the value in,IS_DECODED_BY,RETEST,,,,,Y,Y,,,EQ,
2026-03-31,C139245,3-4,,RE,RE.RETESTCD,EV_2FVC_RE,Forced Expiratory Volume in 0.2 S/FVC (RE),RETEST,,N,C111107,RETEST,,,C139245,Forced Expiratory Volume in 0.2 S/FVC,Qualifier,RETEST,decodes the value in,DECODES,RETESTCD,,,,,Y,Y,,,,
2026-03-31,C139245,3-4,,RE,RE.RETESTCD,EV_2FVC_RE,Forced Expiratory Volume in 0.2 S/FVC (RE),REORRES,C70856,N,,,,,,,Qualifier,REORRES,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,Y,N,Collected,Investigator,,Y
2026-03-31,C139245,3-4,,RE,RE.RETESTCD,EV_2FVC_RE,Forced Expiratory Volume in 0.2 S/FVC (RE),REORRESU,C48570,N,C71620,UNIT,,RATIO;%,,,Qualifier,REORRESU,is the unit for the value in,IS_UNIT_FOR,REORRES,,,,,Y,N,,,,Y
2026-03-31,C139245,3-4,,RE,RE.RETESTCD,EV_2FVC_RE,Forced Expiratory Volume in 0.2 S/FVC (RE),RESTRESC,C70856,N,,,,,,,Qualifier,RESTRESC,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C139245,3-4,,RE,RE.RETESTCD,EV_2FVC_RE,Forced Expiratory Volume in 0.2 S/FVC (RE),RESTRESN,C70856,N,,,,,,,Qualifier,RESTRESN,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C139245,3-4,,RE,RE.RETESTCD,EV_2FVC_RE,Forced Expiratory Volume in 0.2 S/FVC (RE),RESTRESU,C48570,N,C71620,UNIT,,RATIO;%,,,Qualifier,RESTRESU,is the unit for the value in,IS_UNIT_FOR,RESTRESN,,,,,N,N,,,,Y
2026-03-31,C139245,3-4,,RE,RE.RETESTCD,EV_2FVC_RE,Forced Expiratory Volume in 0.2 S/FVC (RE),REDTC,C82515,N,,,,,,,Timing,REDTC,is the date of occurrence for,IS_TIMING_FOR,RETESTCD,,,,,Y,N,,,,
2026-03-31,C120931,3-4,,RE,RE.RETESTCD,EXPRELTM_RE,Expiration Relaxation Time (RE),RETESTCD,,N,C111106,RETESTCD,,,C120931,EXPRELTM,Topic,RETESTCD,is the code for the value in,IS_DECODED_BY,RETEST,,,,,Y,Y,,,EQ,
2026-03-31,C120931,3-4,,RE,RE.RETESTCD,EXPRELTM_RE,Expiration Relaxation Time (RE),RETEST,,N,C111107,RETEST,,,C120931,Expiration Relaxation Time,Qualifier,RETEST,decodes the value in,DECODES,RETESTCD,,,,,Y,Y,,,,
2026-03-31,C120931,3-4,,RE,RE.RETESTCD,EXPRELTM_RE,Expiration Relaxation Time (RE),REORRES,C70856,N,,,,,,,Qualifier,REORRES,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,Y,N,Collected,Investigator,,Y
2026-03-31,C120931,3-4,,RE,RE.RETESTCD,EXPRELTM_RE,Expiration Relaxation Time (RE),REORRESU,C42574,N,C71620,UNIT,,,C41140,ms,Qualifier,REORRESU,is the unit for the value in,IS_UNIT_FOR,REORRES,,,,,Y,N,,,,Y
2026-03-31,C120931,3-4,,RE,RE.RETESTCD,EXPRELTM_RE,Expiration Relaxation Time (RE),RESTRESC,C70856,N,,,,,,,Qualifier,RESTRESC,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C120931,3-4,,RE,RE.RETESTCD,EXPRELTM_RE,Expiration Relaxation Time (RE),RESTRESN,C70856,N,,,,,,,Qualifier,RESTRESN,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C120931,3-4,,RE,RE.RETESTCD,EXPRELTM_RE,Expiration Relaxation Time (RE),RESTRESU,C42574,N,C71620,UNIT,,,C41140,ms,Qualifier,RESTRESU,is the unit for the value in,IS_UNIT_FOR,RESTRESN,,,,,N,N,,,,Y
2026-03-31,C120931,3-4,,RE,RE.RETESTCD,EXPRELTM_RE,Expiration Relaxation Time (RE),REDTC,C82515,N,,,,,,,Timing,REDTC,is the date of occurrence for,IS_TIMING_FOR,RETESTCD,,,,,Y,N,,,,
2026-03-31,C119546,3-4,,RE,RE.RETESTCD,FEF2575P_RE,Percent Predicted FEF25-75 (RE),RETESTCD,,N,C111106,RETESTCD,,,C119546,FEF2575P,Topic,RETESTCD,is the code for the value in,IS_DECODED_BY,RETEST,,,,,Y,Y,,,EQ,
2026-03-31,C119546,3-4,,RE,RE.RETESTCD,FEF2575P_RE,Percent Predicted FEF25-75 (RE),RETEST,,N,C111107,RETEST,,,C119546,Percent Predicted FEF25-75,Qualifier,RETEST,decodes the value in,DECODES,RETESTCD,,,,,Y,Y,,,,
2026-03-31,C119546,3-4,,RE,RE.RETESTCD,FEF2575P_RE,Percent Predicted FEF25-75 (RE),REORRES,C70856,N,,,,,,,Qualifier,REORRES,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,Y,N,Collected,Investigator,,Y
2026-03-31,C119546,3-4,,RE,RE.RETESTCD,FEF2575P_RE,Percent Predicted FEF25-75 (RE),REORRESU,C48570,N,C71620,UNIT,,,C25613,%,Qualifier,REORRESU,is the unit for the value in,IS_UNIT_FOR,REORRES,,,,,Y,N,,,,Y
2026-03-31,C119546,3-4,,RE,RE.RETESTCD,FEF2575P_RE,Percent Predicted FEF25-75 (RE),RESTRESC,C70856,N,,,,,,,Qualifier,RESTRESC,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C119546,3-4,,RE,RE.RETESTCD,FEF2575P_RE,Percent Predicted FEF25-75 (RE),RESTRESN,C70856,N,,,,,,,Qualifier,RESTRESN,is the result of the test in,IS_RESULT_OF,RETESTCD,float,8.0,8.3,3.0,N,N,,,,Y
2026-03-31,C119546,3-4,,RE,RE.RETESTCD,FEF2575P_RE,Percent Predicted FEF25-75 (RE),RESTRESU,C48570,N,C71620,UNIT,,,C25613,%,Qualifier,RESTRESU,is the unit for the value in,IS_UNIT_FOR,RESTRESN,,,,,N,N,,,,Y
