bc_short_name,bc_id,bc_short_name_id,parent_bc_id,bc_categories,bc_synonyms,result_scales,bc_definition,bc_hierarchy_level,bc_hierarchy_full,dec_n
"Child-Pugh - PT, INR",C121073,"Child-Pugh - PT, INR (C121073)",C120996,QRS;Clinical or Research Assessment Classification;Child-Pugh Clinical Classification;CHILD-PUGH CLASSIFICATION;Child-Pugh;CPS01;Child-Pugh Clinical Classification Question,"CPS01-PT, INR;CPS0105B;Child-Pugh - PT, INR",Ordinal,"Child-Pugh Classification (Child-Pugh) Prothrombin time, international normalized ratio (INR).",1,"Child-Pugh Clinical Classification Question (C120996); Child-Pugh - PT, INR (C121073)",5
"Child-Pugh - PT, Sec Prolonged",C121072,"Child-Pugh - PT, Sec Prolonged (C121072)",C120996,QRS;Clinical or Research Assessment Classification;Child-Pugh Clinical Classification;CHILD-PUGH CLASSIFICATION;Child-Pugh;CPS01;Child-Pugh Clinical Classification Question,"CPS01-PT, Sec Prolonged;CPS0105A;Child-Pugh - PT, Sec Prolonged",Ordinal,"Child-Pugh Classification (Child-Pugh) Prothrombin time, sec prolonged.",1,"Child-Pugh Clinical Classification Question (C120996); Child-Pugh - PT, Sec Prolonged (C121072)",6
Child-Pugh - Serum Albumin,C121071,Child-Pugh - Serum Albumin (C121071),C120996,QRS;Clinical or Research Assessment Classification;Child-Pugh Clinical Classification;CHILD-PUGH CLASSIFICATION;Child-Pugh;CPS01;Child-Pugh Clinical Classification Question,CPS01-Serum Albumin;CPS0104;Child-Pugh - Serum Albumin,Ordinal,"Child-Pugh Classification (Child-Pugh) Serum albumin, g/dL.",1,Child-Pugh Clinical Classification Question (C120996); Child-Pugh - Serum Albumin (C121071),6
Child-Pugh - Serum Bilirubin,C121070,Child-Pugh - Serum Bilirubin (C121070),C120996,QRS;Clinical or Research Assessment Classification;Child-Pugh Clinical Classification;CHILD-PUGH CLASSIFICATION;Child-Pugh;CPS01;Child-Pugh Clinical Classification Question,CPS01-Serum Bilirubin;CPS0103;Child-Pugh - Serum Bilirubin,Ordinal,"Child-Pugh Classification (Child-Pugh) Serum bilirubin, mg/dL.",1,Child-Pugh Clinical Classification Question (C120996); Child-Pugh - Serum Bilirubin (C121070),6
Child-Pugh - Total Score,C121074,Child-Pugh - Total Score (C121074),C120996,QRS;Clinical or Research Assessment Classification;Child-Pugh Clinical Classification;CHILD-PUGH CLASSIFICATION;Child-Pugh;CPS01;Child-Pugh Clinical Classification Question,CPS01-Total Score;CPS0106;Child-Pugh - Total Score,Ordinal,Child-Pugh Classification (Child-Pugh) Child-Pugh total score.,1,Child-Pugh Clinical Classification Question (C120996); Child-Pugh - Total Score (C121074),5
Child-Pugh Clinical Classification,C121007,Child-Pugh Clinical Classification (C121007),C118969,QRS;Clinical or Research Assessment Classification;Child-Pugh Clinical Classification;CHILD-PUGH CLASSIFICATION;Child-Pugh;CPS01;Child-Pugh Clinical Classification Question,Child-Pugh;CHILD-PUGH CLASSIFICATION;Child-Pugh Classification;Child-Pugh Score;CPS01,,"A standardized rating scale used to assess the severity of liver cirrhosis and determine the prognosis, the required strength of treatment, and the necessity of liver transplantation. This instrument uses the following clinical and lab criteria: encephalopathy grade, ascites, bilirubin, albumin, and prothrombin index.",0,Child-Pugh Clinical Classification (C121007),0
Child-Pugh Clinical Classification Question,C120996,Child-Pugh Clinical Classification Question (C120996),C211913,QRS Instrument Questions,,,A question associated with the Child-Pugh clinical classification.,0,Child-Pugh Clinical Classification Question (C120996),0
Circulating Tumor Cells Positive,C146691,Circulating Tumor Cells Positive (C146691),,Diagnostic Procedures;Genetic Testing;Laboratory Tests;Blood Cell Counts;Tumor Results,CTC Positive;Circulating Tumor Cells Present,Ordinal,An indication that tumor cells have been detected in a peripheral blood sample.,0,Circulating Tumor Cells Positive (C146691),6
Circulating Tumor-Derived DNA Positive,C183130,Circulating Tumor-Derived DNA Positive (C183130),,Diagnostic Procedures;Genetic Testing;Laboratory Tests;Blood Cell Counts;Tumor Results,Cell-Free Circulating Tumor DNA;Circulating Tumor DNA;Circulating Tumor-Derived DNA;ctDNA;ctdDNA,Ordinal,An indication that circulating tumor-derived DNA has been detected in a sample.,0,Circulating Tumor-Derived DNA Positive (C183130),6
Clinical Global Impression Generic Modification Version Questionnaire,C135738,Clinical Global Impression Generic Modification Version Questionnaire (C135738),C91105,QRS;Clinical or Research Assessment Questionnaire;Clinical Global Impression Generic Modification Version Questionnaire;CGI02;CGI,CGI;CGI02,,A modified version of a standardized questionnaire published in 1976 by Guy et al. that was initially created to provide a clinician-determined summary measure of a patient's global functioning prior to and after initiating a study medication. It has been modified for use in any disease/condition concept use case.,0,Clinical Global Impression Generic Modification Version Questionnaire (C135738),0
Combat Exposure Scale Questionnaire,C132532,Combat Exposure Scale Questionnaire (C132532),C91105,QRS;Clinical or Research Assessment Questionnaire;Combat Exposure Scale Questionnaire;CES;CES01,CES;CES01,,"A standardized 7-item self-report scale that was developed by Keane et al in 1989 to measure combat exposure. The instrument is derived from Figley's combat scale (1980), with additional items included by consensus of a group of clinical psychologists with experience in the assessment and treatment of combat-related PTSD. The items are weighted according to the severity of the combat experience.",0,Combat Exposure Scale Questionnaire (C132532),0
Concomitant Medication Yes No Indicator,C83056,Concomitant Medication Yes No Indicator (C83056),C82438,Event Occurrence Indicators;Concomitant Medication,CMYN,Nominal,An indication of whether concomitant medication usage has occurred.,0,Concomitant Medication Yes No Indicator (C83056),2
Diagnostic Mammography,C79416,Diagnostic Mammography (C79416),C16818,Diagnostic Imaging;Medical Imaging;Breast Cancer Diagnostic Procedures,Diagnostic Mammogram,Nominal,Mammography done after suspicious results on a screening mammogram or after other signs of possible breast cancer.,1,Mammography (C16818); Diagnostic Mammography (C79416),11
Diagnostic Ultrasound,C19337,Diagnostic Ultrasound (C19337),C17230,Diagnostic Imaging;Medical Imaging;Diagnostic Procedures,Diagnostic Ultrasonography;Diagnosis (US);Ultrasound,Nominal,Use of ultrasound for imaging for diagnostic purposes.,2,Imaging Procedure (C17369); Ultrasound Imaging (C17230); Diagnostic Ultrasound (C19337),11
Disease-Free Survival,C17751,Disease-Free Survival (C17751),,Disease Response;Disease Response Criteria;Survival,Disease Free;Disease-Free Survival;DFS,Temporal,The length of time after treatment for a specific disease during which a patient survives with no sign of recurrence of the disease.,0,Disease-Free Survival (C17751),5
ECOG - Performance Status,C102408,ECOG - Performance Status (C102408),C101874,QRS;Clinical or Research Assessment Classification;Eastern Cooperative Oncology Group Performance Status Clinical Classification;ECOG;ECOG1;ECOG Clinical Classification Question,ECOG1-Performance Status;ECOG101;ECOG - Performance Status,Ordinal,Eastern Cooperative Oncology Group (ECOG) Performance status.,1,ECOG Clinical Classification Question (C101874); ECOG - Performance Status (C102408),4
ECOG Clinical Classification Question,C101874,ECOG Clinical Classification Question (C101874),C211913,QRS Instrument Questions,,,A question associated with the ECOG performance status questionnaire.,0,ECOG Clinical Classification Question (C101874),0
EQ-5D-5L - Anxiety or Depression,C102071,EQ-5D-5L - Anxiety or Depression (C102071),C101875,QRS;EQ-5D-5L;EQ5D02;European Quality of Life Five Dimension Five Level Scale;EQ-5D-5L Questionnaire Questions,EQ5D02-Anxiety/Depression;EQ5D0205,Ordinal,The EuroQol (European Quality of Life) Five Dimension Five Level Scale (EQ-5D-5L) Check the one box that best describes your health today: Anxiety or depression.,0,EQ-5D-5L - Anxiety or Depression (C102071),5
EQ-5D-5L - EQ VAS Score,C102072,EQ-5D-5L - EQ VAS Score (C102072),C101875,QRS;EQ-5D-5L;EQ5D02;European Quality of Life Five Dimension Five Level Scale;EQ-5D-5L Questionnaire Questions,EQ5D02-EQ VAS Score;EQ5D0206,Ordinal,The EuroQol (European Quality of Life) Five Dimension Five Level Scale (EQ-5D-5L) Mark an X on the scale to indicate how your health is today and write the number you marked on the scale in the box below.,0,EQ-5D-5L - EQ VAS Score (C102072),10
EQ-5D-5L - Mobility,C102067,EQ-5D-5L - Mobility (C102067),C101875,QRS;EQ-5D-5L;EQ5D02;European Quality of Life Five Dimension Five Level Scale;EQ-5D-5L Questionnaire Questions,EQ5D02-Mobility;EQ5D0201,Ordinal,The EuroQol (European Quality of Life) Five Dimension Five Level Scale (EQ-5D-5L) Check the one box that best describes your health today: Mobility.,0,EQ-5D-5L - Mobility (C102067),5
EQ-5D-5L - Pain or Discomfort,C102070,EQ-5D-5L - Pain or Discomfort (C102070),C101875,QRS;EQ-5D-5L;EQ5D02;European Quality of Life Five Dimension Five Level Scale;EQ-5D-5L Questionnaire Questions,EQ5D02-Pain/Discomfort;EQ5D0204,Ordinal,The EuroQol (European Quality of Life) Five Dimension Five Level Scale (EQ-5D-5L) Check the one box that best describes your health today: Pain or discomfort.,0,EQ-5D-5L - Pain or Discomfort (C102070),5
EQ-5D-5L - Self-Care,C102068,EQ-5D-5L - Self-Care (C102068),C101875,QRS;EQ-5D-5L;EQ5D02;European Quality of Life Five Dimension Five Level Scale;EQ-5D-5L Questionnaire Questions,EQ5D02-Self-Care;EQ5D0202,Ordinal,The EuroQol (European Quality of Life) Five Dimension Five Level Scale (EQ-5D-5L) Check the one box that best describes your health today: Self-care.,0,EQ-5D-5L - Self-Care (C102068),5
EQ-5D-5L - Usual Activities,C102069,EQ-5D-5L - Usual Activities (C102069),C101875,QRS;EQ-5D-5L;EQ5D02;European Quality of Life Five Dimension Five Level Scale;EQ-5D-5L Questionnaire Questions,EQ5D02-Usual Activities;EQ5D0203,Ordinal,The EuroQol (European Quality of Life) Five Dimension Five Level Scale (EQ-5D-5L) Check the one box that best describes your health today: Usual activities.,0,EQ-5D-5L - Usual Activities (C102069),5
Eastern Cooperative Oncology Group Performance Status Clinical Classification,C102116,Eastern Cooperative Oncology Group Performance Status Clinical Classification (C102116),C118969,QRS;Clinical or Research Assessment Classification;Eastern Cooperative Oncology Group Performance Status Clinical Classification;ECOG;ECOG1,,,"A standardized classification scale, published by Oken et al. in 1982 for the Eastern Cooperative Oncology Group (ECOG), that utilizes a six point rating scale to assess a patient's functional status.",0,Eastern Cooperative Oncology Group Performance Status Clinical Classification (C102116),0
Education Level,C17953,Education Level (C17953),C17468,Subject Characteristics;Socioeconomic Factors;Socioeconomic Status;Education,EDULEVEL;Education Level Completed;Education,Nominal,"An indication of the years of schooling completed in graded public, private, or parochial schools, and in colleges, universities, or professional schools.",0,Education Level (C17953),2
Estrogen Receptor Measurement,C112274,Estrogen Receptor Measurement (C112274),C64430,Laboratory Tests;Chemistry Tests;Protein or Enzyme Type Measurements;Endocrine Tests;Hormone Measurements,ESTRCPT;ESR;ER;Estrogen Receptor;Oestrogen Receptor,Nominal;Quantitative,The determination of the amount of estrogen receptor present in a sample.,0,Estrogen Receptor Measurement (C112274),6
Estrogen Receptor Positive,C15492,Estrogen Receptor Positive (C15492),C16150,Laboratory Tests;Chemistry Tests;Protein or Enzyme Type Measurements;Endocrine Tests;Hormone Measurements,ER Alpha Positive;ER Positive;ER-Alpha Positive;ER +;ERA Positive;Positive Estrogen Receptor;ERS1 Positive,Ordinal,An indication that estrogen receptor alpha expression has been detected in a sample.,2,Hormone Receptor Status (C188928); Estrogen Receptor Status (C16150); Estrogen Receptor Positive (C15492),7
Estrogen Receptor Status,C16150,Estrogen Receptor Status (C16150),C188928,Laboratory Tests;Chemistry Tests;Protein or Enzyme Type Measurements;Endocrine Tests;Hormone Measurements,ER Alpha Status;ER Status;ERA Status;ESR Status;ESR1 Status;ESRA Status;Estrogen Receptor 1 Status;Estrogen Receptor Alpha Status;ESTRR Status;NR3A1 Status;Nuclear Receptor Subfamily 3 Group A Member 1 Status,Ordinal,"The estrogen receptor level measured in a primary tumor or in metastases.  There are essentially two distinct forms of breast cancer, one that tends to have an early onset and is characterized by an ER- status, and one that tends to have a late onset and is characterized by an ER+ status.  However, these two variants tend to overlap with respect to age, so it is possible for a young woman to have a ""late-onset"" form of breast cancer and for an older woman to have an ""early-onset"" variant of the disease.",1,Hormone Receptor Status (C188928); Estrogen Receptor Status (C16150),7
European Quality of Life Five Dimension Five Level Scale Questionnaire,C102117,European Quality of Life Five Dimension Five Level Scale Questionnaire (C102117),C91105,QRS;Research or Clinical Assessment Tools;Clinical or Research Assessment Questionnaires,EQ5D02;EQ-5D-5L;European Quality of Life Five Dimension Five Level Scale Questionnaire,,"A standardized rating scale which is used as a measure of health outcome. This instrument is a descriptive system consisting of 5 dimensions: mobility, self-care, usual activity, pain/discomfort, and anxiety/depression. Each dimension has 5 levels ranging from no problem to extreme problem or incapable, which are assessed by the patient.",0,European Quality of Life Five Dimension Five Level Scale Questionnaire (C102117),4
Expression Positive,C177692,Expression Positive (C177692),,Laboratory Tests;Immunology Tests;Genetic Testing;Gene Expression Analysis;Gene Products;Genetic Variation;Genetic Variation Analysis,,Ordinal,"An indication that the expression of a gene, transcript or protein has been detected in a sample.",0,Expression Positive (C177692),7
Genetic Testing,C15709,Genetic Testing (C15709),C19770,Molecular Analysis;Genetic Variation Analysis;Gene Expression Analysis;Oncology Standards,Genetic Analysis;Genetic Examination,Narrative;Ordinal;Nominal,The process of isolating and testing the DNA of an embryo or a person to detect the presence of genetic alterations or defects that may predispose to the future development of a disease or disorder.,0,Genetic Testing (C15709),6
Genetic Variation Analysis,C18302,Genetic Variation Analysis (C18302),,Genomics Findings;Genetic Variation Analysis;Oncology Standards;Genetic Testing;Gene Expression Analysis;Molecular Analysis;Laboratory Procedures,Mutation Analysis,,The identification of genetic variation in a biological sample.,0,Genetic Variation Analysis (C18302),0
Genomic Profile,C94411,Genomic Profile (C94411),C19770,Genetic Testing;Gene Expression Analysis;Genetic Variation;Genetic Variation Analysis,Genomic Profiling;Genomic Test;Genomic Testing,Narrative,"An analysis of all the genes in an organism or cell type; this includes assays that identify variants, examine gene expression and determine the interactions of genes with each other and with the environment.",0,Genomic Profile (C94411),6
Glucose Measurement,C105585,Glucose Measurement (C105585),C49237,Laboratory Tests;Chemistry Tests,Glucose,Quantitative;Ordinal,The determination of the amount of glucose present in a sample.,0,Glucose Measurement (C105585),7
HBI - Abdominal Mass,C191047,HBI - Abdominal Mass (C191047),C190943,QRS;Clinical or Research Assessment Classification;Harvey-Bradshaw Index Clinical Classification;HBI;HBI01;Harvey-Bradshaw Index Clinical Classification Question,HBI01-Abdominal Mass;HBI0104;HBI - Abdominal Mass,Ordinal,Harvey-Bradshaw Index (HBI) Abdominal mass.,1,Harvey-Bradshaw Index Clinical Classification Question (C190943); HBI - Abdominal Mass (C191047),4
HBI - Abdominal Pain,C191045,HBI - Abdominal Pain (C191045),C190943,QRS;Clinical or Research Assessment Classification;Harvey-Bradshaw Index Clinical Classification;HBI;HBI01;Harvey-Bradshaw Index Clinical Classification Question,HBI01-Abdominal Pain;HBI0102;HBI - Abdominal Pain,Ordinal,Harvey-Bradshaw Index (HBI) Abdominal pain (for the previous day).,1,Harvey-Bradshaw Index Clinical Classification Question (C190943); HBI - Abdominal Pain (C191045),5
HBI - Complication: Abscess,C191055,HBI - Complication: Abscess (C191055),C190943,QRS;Clinical or Research Assessment Classification;Harvey-Bradshaw Index Clinical Classification;HBI;HBI01;Harvey-Bradshaw Index Clinical Classification Question,HBI01-Complication: Abscess;HBI0105H;HBI - Complication: Abscess,Ordinal,Harvey-Bradshaw Index (HBI) Complication: Abscess.,1,Harvey-Bradshaw Index Clinical Classification Question (C190943); HBI - Complication: Abscess (C191055),4
HBI - Complication: Anal Fistula,C191053,HBI - Complication: Anal Fistula (C191053),C190943,QRS;Clinical or Research Assessment Classification;Harvey-Bradshaw Index Clinical Classification;HBI;HBI01;Harvey-Bradshaw Index Clinical Classification Question,HBI01-Complication: Anal Fistula;HBI0105F;HBI - Complication: Anal Fistula,Ordinal,Harvey-Bradshaw Index (HBI) Complication: Anal fissures.,1,Harvey-Bradshaw Index Clinical Classification Question (C190943); HBI - Complication: Anal Fistula (C191053),4
HBI - Complication: Aphthous Ulcers,C191051,HBI - Complication: Aphthous Ulcers (C191051),C190943,QRS;Clinical or Research Assessment Classification;Harvey-Bradshaw Index Clinical Classification;HBI;HBI01;Harvey-Bradshaw Index Clinical Classification Question,HBI01-Complication: Aphthous Ulcers;HBI0105D;HBI - Complication: Aphthous Ulcers,Ordinal,Harvey-Bradshaw Index (HBI) Complication: Aphthous ulcers.,1,Harvey-Bradshaw Index Clinical Classification Question (C190943); HBI - Complication: Aphthous Ulcers (C191051),4
HBI - Complication: Arthralgia,C191048,HBI - Complication: Arthralgia (C191048),C190943,QRS;Clinical or Research Assessment Classification;Harvey-Bradshaw Index Clinical Classification;HBI;HBI01;Harvey-Bradshaw Index Clinical Classification Question,HBI01-Complication: Arthralgia;HBI0105A;HBI - Complication: Arthralgia,Ordinal,Harvey-Bradshaw Index (HBI) Complication: Arthralgia.,1,Harvey-Bradshaw Index Clinical Classification Question (C190943); HBI - Complication: Arthralgia (C191048),4
HBI - Complication: Erythema Nodosum,C191050,HBI - Complication: Erythema Nodosum (C191050),C190943,QRS;Clinical or Research Assessment Classification;Harvey-Bradshaw Index Clinical Classification;HBI;HBI01;Harvey-Bradshaw Index Clinical Classification Question,HBI01-Complication: Erythema Nodosum;HBI0105C;HBI - Complication: Erythema Nodosum,Ordinal,Harvey-Bradshaw Index (HBI) Complication: Erythema nodosum.,1,Harvey-Bradshaw Index Clinical Classification Question (C190943); HBI - Complication: Erythema Nodosum (C191050),4
HBI - Complication: New Fistula,C191054,HBI - Complication: New Fistula (C191054),C190943,QRS;Clinical or Research Assessment Classification;Harvey-Bradshaw Index Clinical Classification;HBI;HBI01;Harvey-Bradshaw Index Clinical Classification Question,HBI01-Complication: New Fistula;HBI0105G;HBI - Complication: New Fistula,Ordinal,Harvey-Bradshaw Index (HBI) Complication: New fistula.,1,Harvey-Bradshaw Index Clinical Classification Question (C190943); HBI - Complication: New Fistula (C191054),4
HBI - Complication: Pyoderma Gangrenosum,C191052,HBI - Complication: Pyoderma Gangrenosum (C191052),C190943,QRS;Clinical or Research Assessment Classification;Harvey-Bradshaw Index Clinical Classification;HBI;HBI01;Harvey-Bradshaw Index Clinical Classification Question,HBI01-Complication: Pyoderma Gangrenosum;HBI0105E;HBI - Complication: Pyoderma Gangrenosum,Ordinal,Harvey-Bradshaw Index (HBI) Complication: Pyoderma gangrenosum.,1,Harvey-Bradshaw Index Clinical Classification Question (C190943); HBI - Complication: Pyoderma Gangrenosum (C191052),4
HBI - Complication: Uveitis,C191049,HBI - Complication: Uveitis (C191049),C190943,QRS;Clinical or Research Assessment Classification;Harvey-Bradshaw Index Clinical Classification;HBI;HBI01;Harvey-Bradshaw Index Clinical Classification Question,HBI01-Complication: Uveitis;HBI0105B;HBI - Complication: Uveitis,Ordinal,Harvey-Bradshaw Index (HBI) Complication: Uveitis.,1,Harvey-Bradshaw Index Clinical Classification Question (C190943); HBI - Complication: Uveitis (C191049),4
HBI - General Well-being,C191044,HBI - General Well-being (C191044),C190943,QRS;Clinical or Research Assessment Classification;Harvey-Bradshaw Index Clinical Classification;HBI;HBI01;Harvey-Bradshaw Index Clinical Classification Question,HBI01-General Well-being;HBI0101;HBI - General Well-being,Ordinal,Harvey-Bradshaw Index (HBI) Patient's general well-being (for the previous day).,1,Harvey-Bradshaw Index Clinical Classification Question (C190943); HBI - General Well-being (C191044),5
HBI - Number Liquid Stools,C191046,HBI - Number Liquid Stools (C191046),C190943,QRS;Clinical or Research Assessment Classification;Harvey-Bradshaw Index Clinical Classification;HBI;HBI01;Harvey-Bradshaw Index Clinical Classification Question,HBI01-Number Liquid Stools;HBI0103;HBI - Number Liquid Stools,Ordinal,Harvey-Bradshaw Index (HBI) Number of liquid stools (for the previous day).,1,Harvey-Bradshaw Index Clinical Classification Question (C190943); HBI - Number Liquid Stools (C191046),5
HBI - Total Score,C191056,HBI - Total Score (C191056),C190943,QRS;Clinical or Research Assessment Classification;Harvey-Bradshaw Index Clinical Classification;HBI;HBI01;Harvey-Bradshaw Index Clinical Classification Question,HBI01-Total Score;HBI0106;HBI - Total Score,Ordinal,Harvey-Bradshaw Index (HBI) Total score.,1,Harvey-Bradshaw Index Clinical Classification Question (C190943); HBI - Total Score (C191056),4
HER2-Positive Breast Carcinoma,C53556,HER2-Positive Breast Carcinoma (C53556),,Genetic Testing;Gene Expression Analysis;Gene Products;Genetic Variation;Genetic Variation Analysis;Cancer Biomarkers,ERBB2 Overexpressing Subtype of Breast Carcinoma;HER2 Overexpressing Breast Carcinoma;HER2 Overexpressing Subtype of Breast Carcinoma,Quantitative;Ordinal,"A biologic subset of breast carcinoma defined by high expression of HER2, GRB7, and TRAP100, and by lack of expression of estrogen receptor (ER).",0,HER2-Positive Breast Carcinoma (C53556),6
HER2/Neu Positive,C68748,HER2/Neu Positive (C68748),C16152,Genetic Testing;Gene Expression Analysis;Gene Products;Genetic Variation;Genetic Variation Analysis;Cancer Biomarkers,ERBB2 Positive;HER-2 Positive;HER2 Positive,Quantitative;Ordinal,A laboratory test result indicating the presence of HER2/Neu in a tissue sample.,1,HER2/Neu Status (C16152); HER2/Neu Positive (C68748),6
HER2/Neu Status,C16152,HER2/Neu Status (C16152),C94299,Genetic Testing;Gene Expression Analysis;Gene Products;Genetic Variation;Genetic Variation Analysis;Cancer Biomarkers,ERBB2 Status;HER2/Her2/Neu Value;HER2/neu,Ordinal,The presence or absence of Her2/Neu on a tissue sample.,0,HER2/Neu Status (C16152),7
Harvey-Bradshaw Index Clinical Classification,C191036,Harvey-Bradshaw Index Clinical Classification (C191036),C118969,QRS;Clinical or Research Assessment Classification;Harvey-Bradshaw Index Clinical Classification;HBI;HBI01;Harvey-Bradshaw Index Clinical Classification Question,HBI01;HBI,,"A standardized clinical tool, published in 1980 by Harvey et al. as a simplified version of the Crohn Disease Activity Index (CDAI), that assesses and scores five patient parameters (well-being, abdominal pain, number of liquid or soft stools, abdominal mass, and complications) to stratify Crohn's disease severity.",0,Harvey-Bradshaw Index Clinical Classification (C191036),0
Harvey-Bradshaw Index Clinical Classification Question,C190943,Harvey-Bradshaw Index Clinical Classification Question (C190943),C211913,QRS Instrument Questions,,,A question associated with the Harvey-Bradshaw Index clinical classification.,0,Harvey-Bradshaw Index Clinical Classification Question (C190943),0
Hormone Receptor Status,C188928,Hormone Receptor Status (C188928),C94299,Laboratory Tests;Chemistry Tests;Hormone Measurements;Endocrine Tests;Protein or Enzyme Type Measurements,HR Status,Ordinal;Quantitative,An indication of the presence or absence of detection of hormone receptor expression in a sample.,0,Hormone Receptor Status (C188928),7
Hormone Resistance,C147564,Hormone Resistance (C147564),C36285,Laboratory Tests;Hormone Measurements;Endocrine Tests;Protein or Enzyme Type Measurement,Endocrine Resistance;Hormone Therapy Resistance,Ordinal,A finding indicating decreased tissue sensitivity to a hormone.,0,Hormone Resistance (C147564),6
Human Epidermal Growth Factor Receptor 2 Measurement,C112312,Human Epidermal Growth Factor Receptor 2 Measurement (C112312),C64430,Laboratory Tests;Chemistry Tests;Protein or Enzyme Type Measurements;Endocrine Tests;Hormone Measurements,ERBB2;HER2;HER2/NEU;Receptor Tyrosine-Protein Kinase erbB-2 Measurement,Quantitative,The determination of the amount of human epidermal growth factor receptor 2 present in a sample.,0,Human Epidermal Growth Factor Receptor 2 Measurement (C112312),7
IgM Autoantibody Measurement,C198280,IgM Autoantibody Measurement (C198280),C181397,Laboratory Tests;Immunogenicity Specimen Assessments;Autoantibody Measurement,ATIGMAB;IgM Autoantibody,Quantitative;Nominal,The determination of the amount of IgM autoantibody present in a sample.,1,Autoantibody Measurement (C181397); IgM Autoantibody Measurement (C198280),10
Imaging Procedure,C17369,Imaging Procedure (C17369),,Diagnostic Imaging;Medical Imaging;Diagnostic Procedures,,,"Any technology or method that aids in the visualization of any biological process, cell, tissue or organ for use in screening, diagnosis, surgical procedures or therapy.",0,Imaging Procedure (C17369),0
Immunoglobulin A Measurement,C81969,Immunoglobulin A Measurement (C81969),,Immunoglobulin A Measurement,,,The determination of the amount of immunoglobulin A present in a sample,0,Immunoglobulin A Measurement (C81969),0
KPS Scale - Karnofsky Performance Status,C100417,KPS Scale - Karnofsky Performance Status (C100417),C100116,QRS;KPS Scale Questionnaire Question;Karnofsky Performance Status Scale Clinical Classification;KPSS01;KPS SCALE,KPSS01-Karnofsky Performance Status;KPSS0101;KPS Scale - Karnofsky Performance Status,Ordinal,Karnofsky Performance Status Scale (KPS Scale) Karnofsky Performance Status.,0,KPS Scale - Karnofsky Performance Status (C100417),4
Ki-67 Labeling Index,C157250,Ki-67 Labeling Index (C157250),C28042,Cancer Biomarkers;Molecular Measurements,Ki-67;Ki-67Anti-KI67 Labeling Index;Anti-Ki-67 Labeling Index;Anti-MKI67 Labeling Index;Ki-67 Labeling Index;Ki-67 MIB1 Labeling Index;MIB-1 Antibody Labeling Index;MIB-1 Labeling Index;MIB1 Antibody Labeling Index;MIB1 Labeling Index,Quantitative,The percentage of cells in a sample that are dividing that is determined by immunohistochemical staining techniques using MIB-1 antibody (anti-Ki-67 protein antibody).,0,Ki-67 Labeling Index (C157250),9
Liquid Biopsy,C135727,Liquid Biopsy (C135727),C15189,Diagnostic Procedure;Blood Cell Counts,Plasma Biopsy,Nominal;Ordinal,"Sampling and analysis of non-solid biological material (primarily blood), usually to determine if cancer cells or circulating-free cancer DNA is present.",1,Biopsy Procedure (C15189); Liquid Biopsy (C135727),5
Locally Recurrent Disease,C176551,Locally Recurrent Disease (C176551),C38155,Disease Response;Recurrence,Local Recurrence,Ordinal,The return of a disease after a period of remission at the site in which it initially manifested or adjacent to it.,1,Recurrent Disease (C38155); Locally Recurrent Disease (C176551),4
Lumpectomy,C15755,Lumpectomy (C15755),C15280,Surgeries;Breast Cancer Procedures,Lumpectomy;Lumpectomy of Breast;Partial Mastectomy;lumpectomy;partial mastectomy,Nominal,The surgical removal of a discrete mass.,1,Breast Conservation Treatment (C15280); Lumpectomy (C15755),11
Lymph Node Biopsy,C51900,Lymph Node Biopsy (C51900),C15189,Diagnostic Procedures;Biopsies,Biopsy of Lymph Node,Nominal,A test in which a lymph node or a piece of a lymph node is removed for examination under a microscope for signs of infection or disease such as cancer.,1,Biopsy Procedure (C15189); Lymph Node Biopsy (C51900),11
Lymphadenectomy,C15275,Lymphadenectomy (C15275),,Diagnostic Procedures;Biopsies,Lymph Node Dissection;Lymph Node Excision;Excision of the Lymph Node,Nominal,"Surgical removal of lymph nodes, usually done to assess the spread of cancer.",0,Lymphadenectomy (C15275),11
MammaPrint Index,C199199,MammaPrint Index (C199199),C190808,Diagnostic Tests;Diagnostic Procedures;Gene Expression Analysis,MammaPrint Index Score;MPI,Quantitative;Nominal,A predictive score for breast cancer reoccurrence based on the expression activity of 70 genes. The results are presented as a score between -1 and 1 with negative scores correlating with low risk of reoccurrence and positive scores correlating with high risk of reoccurrence.,1,Recurrence Risk Score (C190808); MammaPrint Index (C199199),7
Mammography,C16818,Mammography (C16818),C16502,Diagnostic Imaging;Medical Imaging;Breast Cancer Diagnostic Procedures,MG,Nominal,"A type of radiography used specifically to examine breast tissue. The procedure utilizes a low-dose of x-rays or radiation to generate an image. A mammography exam or mammogram, is used as a screening tool to detect early breast cancer in women experiencing no symptoms and to detect and diagnose breast disease.",0,Mammography (C16818),11
Mastectomy,C15277,Mastectomy (C15277),C157802,Surgeries;Breast Cancer Procedures,Mammectomy;Mastectomy;Partial Mastectomy,Nominal,Surgical removal of the breast.,1,Breast Surgery (C157802); Mastectomy (C15277),10
Medical Procedure Yes No Indicator,C219640,Medical Procedure Yes No Indicator (C219640),C82438,Event Occurrence Indicators;Medical Procedure,PRYN,Nominal,An indication of whether a medical procedure has taken place.,0,Medical Procedure Yes No Indicator (C219640),2
